"Supervisor.PI","Batch","Sex","Population","Line","Mean","SD","Median","Min","Max","SE","CV","Mode"
"Tauber","1","M","AK","AK1",24.492,0.431416272293941,24.58,23.94,24.94,0.192935222289762,0.01761457913988,24.16
"Tauber","1","M","AK","AK2",24.0066666666667,1.20703493459524,23.34,23.28,25.4,0.696881944409843,0.0502791558426231,23.28
"Tauber","1","M","AK","AK3",24.205,1.25489707413264,24.06,22.84,25.86,0.627448537066321,0.0518445393155399,24.26
"Tauber","1","M","AK","AK4",23.39,2.00602426040498,23.75,20.76,25.3,1.00301213020249,0.0857641838565616,20.76
"Tauber","1","M","AK","AK5",24.8733333333333,0.998051434880321,24.71,23.7,26.28,0.407452792084897,0.0401253592152367,25.78
"Tauber","1","M","GI","GI2",24.63,1.93747258045114,24.63,23.26,26,1.37,0.078663117354898,23.26
"Tauber","1","M","GI","GI3",24.216,0.853158836325335,24.2,22.98,25.08,0.381544230725613,0.0352312040107918,24.2
"Tauber","1","M","GI","GI4",24.04,1.04172933144843,24.22,22.92,24.98,0.601442709934481,0.0433331668655754,24.98
"Tauber","1","M","GI","GI5",25.22,3.33364665194138,25.4,21.8,28.46,1.92468179188145,0.13218265868126,21.8
"Tauber","1","M","GI","GI6",23.1433333333333,0.386867763798778,23.21,22.58,23.66,0.157938103206429,0.0167161643582937,22.58
"Tauber","1","M","GI","GI7",22.92,1.72371691411322,23.6,20.96,24.2,0.995188424369978,0.0752057990450794,24.2
"Tauber","1","M","GI","GI8",23.34,2.42602555633695,23.93,18.48,26.44,0.857729561108861,0.103942825892757,24.1
"Tauber","1","M","KA","KA1",24.32,NA,24.32,24.32,24.32,NA,NA,24.32
"Tauber","1","M","KA","KA10",23.68,0.916515138991168,23.88,22.68,24.48,0.529150262212918,0.0387041866128027,24.48
"Tauber","1","M","KA","KA11",23.98,5.93609299118536,22.96,18.62,30.36,3.42720488639552,0.247543494211233,30.36
"Tauber","1","M","KA","KA2",23.705,1.65728693954909,24.07,21.44,25.96,0.585939416663532,0.0699129693967135,21.9
"Tauber","1","M","KA","KA3",26.2,3.57028476922126,24.64,24,31.52,1.78514238461063,0.13627041103898,24.3
"Tauber","1","M","KA","KA5",26.1,3.11384007296457,24.62,23.58,33.16,0.984682690007294,0.119304217354964,23.96
"Tauber","1","M","KA","KA6",23.8828571428571,1.42667111703801,24.16,20.76,25.06,0.539230996908756,0.0597361994213784,24.5
"Tauber","1","M","KA","KA7",24.62,3.44531151401023,23.39,22.22,32.78,1.21810156742836,0.139939541592617,32.78
"Tauber","1","M","KA","KA9",23.5533333333333,0.632560932506375,23.36,23.04,24.26,0.365209224661396,0.0268565354871091,23.04
"Tauber","1","M","MA","MA12",24.62,2.00343704667753,24.18,22.9,28.24,0.817899749358074,0.0813743723264636,24.96
"Tauber","1","M","MA","MA13",23.9566666666667,1.87345313970397,24.09,20.96,26.4,0.764834041548303,0.0782017450829541,23.08
"Tauber","1","M","MA","MA16",24.04,1.78280677584532,24.26,22.38,27.3,0.673837623509658,0.0741600156341649,22.52
"Tauber","1","M","MA","MA18",24.1375,1.88213973976429,24.23,19.96,26.16,0.665436886564008,0.0779757530715398,23.82
"Tauber","1","M","MA","MA19",24.072,3.4009305916012,23.64,19.28,32.56,1.07546868336037,0.141281596527135,24.58
"Tauber","1","M","MA","MA3",23.688,2.85606722609955,24.06,18.96,26.5,1.27727209317357,0.120570213867762,18.96
"Tauber","1","M","MA","MA5",25.94,2.91424089601392,24.42,24.1,29.3,1.68253776579705,0.112345447032148,24.1
"Tauber","1","M","MA","MA6",24.7733333333333,1.32322837535073,24.88,23.4,26.04,0.763966258708096,0.0534134166583987,23.4
"Tauber","1","M","MA","MA7",18.82,NA,18.82,18.82,18.82,NA,NA,18.82
"Tauber","1","M","MA","MA9",24,1.47078210486802,24,22.96,25.04,1.04,0.0612825877028341,25.04
"Tauber","1","M","MU","MU1",21.02,2.3758787847868,21.02,19.34,22.7,1.68,0.113029437906127,19.34
"Tauber","1","M","MU","MU2",24.248,0.939531798291042,24.26,22.78,25.36,0.420171393600278,0.0387467749212736,22.78
"Tauber","1","M","MU","MU3",19.64,1.4142135623731,19.64,18.64,20.64,1,0.0720068005281617,18.64
"Tauber","1","M","MU","MU4",24.26,NA,24.26,24.26,24.26,NA,NA,24.26
