"Supervisor.PI","Batch","Sex","Population","Mean","SD","Median","Min","Max","SE","CV","Mode"
"Wegener","1",NA,"MU",12.1,NA,12.1,12.1,12.1,NA,NA,12.1
"Wegener","1",NA,"UM",6.85,NA,6.85,6.85,6.85,NA,NA,6.85
"Wegener","2",NA,"AK",11.1475,0.638820527743643,11.13,10.59,11.74,0.319410263871822,0.0573061697908628,11.66
"Wegener","2",NA,"GI",9.29,3.87494516090228,9.29,6.55,12.03,2.74,0.417109274585821,6.55
"Wegener","2",NA,"KA",13.84,5.78413347010596,13.84,9.75,17.93,4.09,0.417928718938292,9.75
"Wegener","2",NA,"MA",11.1266666666667,3.16708593715632,12.91,7.47,13,1.82851791836388,0.284639239408896,7.47
"Wegener","2",NA,"MU",13.45,NA,13.45,13.45,13.45,NA,NA,13.45
"Wegener","2",NA,"RE",11.81,1.54149278298667,11.81,10.72,12.9,1.09,0.130524367738076,10.72
"Wegener","2",NA,"UM",10.57,3.32340187157677,10.57,8.22,12.92,2.35,0.314418341681814,8.22
"Wegener","2",NA,"VA",15.535,7.516545084013,15.535,10.22,20.85,5.315,0.483845837400258,10.22
"Wegener","2",NA,"YE",17.13,NA,17.13,17.13,17.13,NA,NA,17.13
"Wegener","3",NA,"GI",14.525,15.0260191002141,14.525,3.9,25.15,10.625,1.03449356972214,25.15
"Wegener","3",NA,"KA",12.125,5.18309270609739,12.125,8.46,15.79,3.665,0.427471563389476,8.46
"Wegener","3",NA,"MA",17.78,NA,17.78,17.78,17.78,NA,NA,17.78
"Wegener","3",NA,"MU",15.845,1.46371103705615,15.845,14.81,16.88,1.035,0.0923768404579459,16.88
"Wegener","3",NA,"RE",10.74,NA,10.74,10.74,10.74,NA,NA,10.74
"Wegener","3",NA,"UM",20.97,NA,20.97,20.97,20.97,NA,NA,20.97
"Wegener","3",NA,"VA",28.22,NA,28.22,28.22,28.22,NA,NA,28.22
"Wegener","3",NA,"YE",14.8833333333333,2.76554394890649,15.6,11.83,17.22,1.59668754335691,0.185814822994837,17.22
"Wegener","4",NA,"RE",14.72,NA,14.72,14.72,14.72,NA,NA,14.72
"Wegener","4",NA,"VA",11.73,NA,11.73,11.73,11.73,NA,NA,11.73
