"Supervisor.PI","Sex","Population","Mean","SD","Median","Min","Max","SE","CV","Mode"
"Bergland","F","AK",0.411302074744328,0.187712783907717,0.350877192982456,0.181818181818182,0.75,0.0442443274721838,0.456386669151625,0.235294117647059
"Bergland","F","GI",0.449761253196478,0.241588485270161,0.434782608695652,0,0.736842105263158,0.0585938142765794,0.537148283790963,0.736842105263158
"Bergland","F","KA",0.505927123734935,0.247925164113818,0.577380952380952,0,0.888888888888889,0.0486221249895019,0.490041257886206,0.642857142857143
"Bergland","F","MA",0.530617234588063,0.229287395454923,0.545454545454545,0.166666666666667,1,0.0500346116938789,0.432114489520731,0.666666666666667
"Bergland","F","MU",0.571120689237949,0.221334796642908,0.579831932773109,0,0.833333333333333,0.0451797761748171,0.387544700820132,0.5
"Bergland","F","RE",0.480378628724217,0.26596950982188,0.496212121212121,0,0.818181818181818,0.0664923774554701,0.553666407950409,0.4
"Bergland","F","UM",0.600755598890274,0.255764726572944,0.571428571428571,0.125,1,0.0558124390295333,0.425738398519126,1
"Bergland","F","VA",0.587954771641093,0.28018880533329,0.623529411764706,0,1,0.0597364540118801,0.476548229298709,0
"Bergland","F","YE",0.574581510190834,0.180886369220732,0.59846547314578,0.217391304347826,0.882352941176471,0.0369232755012895,0.314814114294515,0.772727272727273
"Flatt","F","AK",0.950056104026692,0.0786111245351701,1,0.733333333333333,1,0.0175779818248342,0.0827436655603673,1
"Flatt","F","GI",0.942255661005661,0.10533144097468,1,0.6875,1,0.0281510117273182,0.111786477209657,1
"Flatt","F","KA",0.971464646464646,0.0649064623131621,1,0.777777777777778,1,0.0145135261911259,0.0668129947387892,1
"Flatt","F","MA",0.935254803675856,0.122868238140382,1,0.555555555555556,1,0.0281879070223588,0.13137407865479,1
"Flatt","F","MU",0.984242059396858,0.0308373302071761,1,0.888888888888889,1,0.00689543665878534,0.0313310429205526,1
"Flatt","F","RE",0.940864037922861,0.100732025758066,1,0.666666666666667,1,0.0269217663044552,0.10706331807564,1
"Flatt","F","UM",0.9872557997558,0.0276971552027739,1,0.923076923076923,1,0.00692428880069347,0.028054689787211,1
"Flatt","F","VA",0.931506667352256,0.13449475292704,1,0.454545454545455,1,0.0300739410161901,0.144384101199546,1
"Flatt","F","YE",0.956325549450549,0.0903625555074383,1,0.642857142857143,1,0.020205681673523,0.0944893248531899,1
"Schlotterer","F","AK",0.51,0.282351239101624,0.533333333333333,0,0.933333333333333,0.0564702478203247,0.553629880591419,0.533333333333333
"Schlotterer","F","GI",0.59925688346741,0.2826737084497,0.666666666666667,0.0666666666666667,1,0.064849796269901,0.471707069619456,0.666666666666667
"Schlotterer","F","KA",0.693377976190476,0.274059618460462,0.766666666666667,0.0666666666666667,1,0.0559421853608311,0.395252846025176,1
"Schlotterer","F","MA",0.689378621378621,0.254507620807814,0.733333333333333,0.133333333333333,1,0.0509015241615628,0.369184092623657,0.733333333333333
"Schlotterer","F","MU",0.695833333333333,0.215198481577891,0.733333333333333,0.2,1,0.0439272061072966,0.309267278914335,0.866666666666667
"Schlotterer","F","RE",0.65952380952381,0.210631990027579,0.666666666666667,0.2,0.933333333333333,0.0526579975068947,0.319369804373946,0.933333333333333
"Schlotterer","F","UM",0.789786683904331,0.230668544606904,0.866666666666667,0.266666666666667,1,0.0559453396424568,0.292064362830971,0.933333333333333
"Schlotterer","F","VA",0.696296296296296,0.270774461508251,0.766666666666667,0.133333333333333,1,0.0638221526348735,0.388878215995893,0.933333333333333
"Schlotterer","F","YE",0.689553656220323,0.203796125906677,0.733333333333333,0.333333333333333,1,0.039220582717341,0.295547886764538,0.8
