"Supervisor.PI","Condition","Batch","Population","Mean"
"Wegener","29_LD_LD","1","MU",1.36
"Wegener","29_LD_LD","2","AK",3.06
"Wegener","29_LD_LD","2","KA",3.79
"Wegener","29_LD_LD","2","MA",3.05
"Wegener","29_LD_LD","2","RE",2.24
"Wegener","29_LD_LD","2","UM",4.03
"Wegener","29_LD_LD","2","VA",2.6
"Wegener","29_LD_LD","3","GI",5.51
"Wegener","29_LD_LD","3","YE",4.3
