"Supervisor.PI","Batch","Population","Line","Mean","SD","Median","Min","Max","SE","CV","Mode"
"Gibert","2","KA","KA5",0.503333333333333,0.0680685928555404,0.48,0.45,0.58,0.0392994204085053,0.135235614944782,0.45
"Gibert","2","KA","KA6",0.76,0.0360555127546399,0.75,0.73,0.8,0.0208166599946613,0.047441464150842,0.8
"Gibert","2","KA","KA9",0.736666666666667,0.0115470053837925,0.73,0.73,0.75,0.00666666666666667,0.0156746679417998,0.73
"Gibert","2","MA","MA13",0.73,0.13228756555323,0.78,0.58,0.83,0.0763762615825973,0.181215843223602,0.83
"Gibert","2","MA","MA19",0.793333333333333,0.0814452781524708,0.83,0.7,0.85,0.047022453265553,0.10266211531824,0.7
"Gibert","2","MA","MA21",0.736666666666667,0.0750555349946514,0.78,0.65,0.78,0.0433333333333333,0.101885341621699,0.78
"Gibert","2","MA","MA23",0.62,0.0173205080756888,0.63,0.6,0.63,0.01,0.0279363033478851,0.63
"Gibert","2","MA","MA26",0.63,0.05,0.63,0.58,0.68,0.0288675134594813,0.0793650793650794,0.63
"Gibert","2","MA","MA28",0.693333333333333,0.125033328890074,0.75,0.55,0.78,0.072188026092359,0.180336532052991,0.75
"Gibert","2","MA","MA30",0.733333333333333,0.0763762615825973,0.75,0.65,0.8,0.0440958551844099,0.104149447612633,0.75
"Gibert","2","MA","MA31",0.313333333333333,0.0763762615825973,0.33,0.23,0.38,0.0440958551844098,0.243754026327438,0.23
"Gibert","2","MA","MA5",0.453333333333333,0.141891977691952,0.48,0.3,0.58,0.0819213715162967,0.312997009614599,0.58
"Gibert","2","MA","MA6",0.7,0.05,0.7,0.65,0.75,0.0288675134594813,0.0714285714285714,0.75
"Gibert","2","MA","MA7",0.693333333333333,0.0750555349946514,0.65,0.65,0.78,0.0433333333333333,0.108253175473055,0.65
"Gibert","2","MU","MU10",0.87,0.0360555127546399,0.88,0.83,0.9,0.0208166599946613,0.0414431181087815,0.88
"Gibert","2","MU","MU12",0.783333333333333,0.0288675134594813,0.8,0.75,0.8,0.0166666666666667,0.036852144841891,0.8
"Gibert","2","MU","MU13",0.643333333333333,0.0602771377334171,0.65,0.58,0.7,0.0348010216963685,0.0936950327462442,0.58
"Gibert","2","MU","MU14",0.66,0.0793725393319377,0.63,0.6,0.75,0.0458257569495584,0.120261423230209,0.75
"Gibert","2","MU","MU17",0.73,0.0866025403784439,0.78,0.63,0.78,0.05,0.118633616956772,0.78
"Gibert","2","MU","MU18",0.82,0.0964365076099296,0.78,0.75,0.93,0.0556776436283002,0.11760549708528,0.78
"Gibert","2","MU","MU19",0.686666666666667,0.140118997046558,0.73,0.53,0.8,0.0808977406634106,0.204056791815376,0.53
"Gibert","2","MU","MU2",0.766666666666667,0.0577350269189626,0.8,0.7,0.8,0.0333333333333334,0.0753065568508208,0.8
"Gibert","2","MU","MU3",0.65,0.05,0.65,0.6,0.7,0.0288675134594813,0.0769230769230769,0.65
"Gibert","2","MU","MU6",0.62,0.0964365076099295,0.58,0.55,0.73,0.0556776436283002,0.155542754209564,0.58
"Gibert","2","MU","MU7",0.793333333333333,0.169213868619961,0.75,0.65,0.98,0.0976956725983523,0.213294792378102,0.65
"Gibert","2","RE","RE16",0.713333333333333,0.104083299973307,0.68,0.63,0.83,0.0600925212577331,0.145911168186878,0.83
"Gibert","2","RE","RE17",0.79,0.127279220613579,0.79,0.7,0.88,0.09,0.161112937485543,0.7
"Gibert","2","RE","RE2",0.653333333333333,0.0251661147842359,0.65,0.63,0.68,0.0145296631451356,0.038519563445259,0.65
"Gibert","2","RE","RE4",0.586666666666667,0.0513160143944688,0.6,0.53,0.63,0.0296273147243853,0.087470479081481,0.6
"Gibert","2","RE","RE5",0.676666666666667,0.0642910050732864,0.65,0.63,0.75,0.0371184290855335,0.0950113375467286,0.65
"Gibert","2","RE","RE7",0.72,0.101488915650922,0.7,0.63,0.83,0.0585946527708231,0.140956827292947,0.83
"Gibert","2","RE","RE1",0.636666666666667,0.0115470053837925,0.63,0.63,0.65,0.00666666666666667,0.0181366576708783,0.63
"Gibert","2","UM","UM13",0.736666666666667,0.0115470053837925,0.73,0.73,0.75,0.00666666666666667,0.0156746679417998,0.73
"Gibert","2","UM","UM21",0.826666666666667,0.0642910050732864,0.8,0.78,0.9,0.0371184290855335,0.0777713771047819,0.8
"Gibert","2","UM","UM22",0.526666666666667,0.0929157324317757,0.5,0.45,0.63,0.0536449231314369,0.176422276769194,0.45
"Gibert","2","UM","UM26",0.66,0.101488915650922,0.68,0.55,0.75,0.0585946527708231,0.153771084319579,0.68
"Gibert","2","UM","UM28",0.75,0.173205080756888,0.85,0.55,0.85,0.1,0.23094010767585,0.85
"Gibert","2","UM","UM4",0.67,0.103923048454133,0.73,0.55,0.73,0.06,0.155109027543481,0.73
"Gibert","2","UM","UM5",0.76,0.0360555127546399,0.75,0.73,0.8,0.0208166599946613,0.047441464150842,0.8
"Gibert","2","UM","UM6",0.726666666666667,0.0404145188432738,0.75,0.68,0.75,0.0233333333333333,0.0556163103347804,0.75
"Gibert","2","UM","UM7",0.826666666666667,0.0680685928555405,0.85,0.75,0.88,0.0392994204085053,0.0823410397446054,0.75
"Gibert","2","UM","UM8",0.73,0.1,0.73,0.63,0.83,0.0577350269189626,0.136986301369863,0.63
"Gibert","2","VA","VA11",0.42,0.367151195013716,0.58,0,0.68,0.211974841274462,0.87416951193742,0.68
"Gibert","2","VA","VA18",0.843333333333333,0.100664459136943,0.83,0.75,0.95,0.0581186525805423,0.119364971308628,0.83
"Gibert","2","VA","VA22",0.66,0.0360555127546399,0.65,0.63,0.7,0.0208166599946613,0.0546295647797574,0.7
"Gibert","2","VA","VA26",0.55,0.05,0.55,0.5,0.6,0.0288675134594813,0.0909090909090909,0.55
"Gibert","2","VA","VA34",0.743333333333333,0.0513160143944689,0.73,0.7,0.8,0.0296273147243853,0.0690349969432317,0.73
"Gibert","2","VA","VA44",0.56,0.06557438524302,0.55,0.5,0.63,0.0378593889720018,0.117097116505393,0.5
"Gibert","2","VA","VA46",0.65,0.0866025403784438,0.7,0.55,0.7,0.05,0.133234677505298,0.7
"Gibert","2","VA","VA55",0.78,0.05,0.78,0.73,0.83,0.0288675134594813,0.0641025641025641,0.78
"Gibert","2","VA","VA6",0.296666666666667,0.152752523165195,0.33,0.13,0.43,0.0881917103688197,0.514896145500656,0.13
"Gibert","2","VA","VA66",0.726666666666667,0.0642910050732864,0.7,0.68,0.8,0.0371184290855335,0.0884738601925959,0.7
"Gibert","2","VA","VA71",0.636666666666667,0.0929157324317757,0.68,0.53,0.7,0.0536449231314369,0.145940940992318,0.53
"Gibert","2","YE","YE13",0.503333333333333,0.0461880215351701,0.53,0.45,0.53,0.0266666666666667,0.0917642811957021,0.53
"Gibert","2","YE","YE15",0.536666666666667,0.0602771377334171,0.53,0.48,0.6,0.0348010216963685,0.112317647950467,0.48
"Gibert","2","YE","YE19",0.583333333333333,0.125830573921179,0.6,0.45,0.7,0.0726483157256779,0.21570955529345,0.45
"Gibert","2","YE","YE20",0.32,0.06557438524302,0.33,0.25,0.38,0.0378593889720018,0.204919953884438,0.25
"Gibert","2","YE","YE22",0.576666666666667,0.0929157324317757,0.55,0.5,0.68,0.0536449231314369,0.161125547569553,0.5
