"Supervisor.PI","Condition","Batch","Population","Mean"
"Wegener","29_LD_LD","1","MU",12.1
"Wegener","29_LD_LD","2","AK",10.59
"Wegener","29_LD_LD","2","KA",17.93
"Wegener","29_LD_LD","2","MA",13
"Wegener","29_LD_LD","2","RE",12.9
"Wegener","29_LD_LD","2","UM",12.92
"Wegener","29_LD_LD","2","VA",20.85
"Wegener","29_LD_LD","3","GI",3.9
"Wegener","29_LD_LD","3","YE",15.6
