"Supervisor.PI","Batch","Sex","Population","Line","Mean","SD","Median","Min","Max","SE","CV","Mode"
"Gibert","1","F","AK","AK1",37.5265555555556,19.3147331466883,32.773,17.185,71.977,6.43824438222942,0.514695070217518,27.839
"Gibert","1","F","AK","AK10",33.4449,8.19438864169324,36.1905,17.908,43.521,2.5912932140364,0.245011605407498,34.578
"Gibert","1","F","AK","AK12",35.3778,10.6556991094489,32.5365,23.289,58.559,3.36962792472865,0.301197335884338,58.559
"Gibert","1","F","AK","AK17",21.1944,22.2671649604923,12.8165,6.931,82.565,7.0414958309849,1.05061549090761,20.075
"Gibert","1","F","AK","AK18",25.1806,10.4780279972479,24.2665,9.815,42.796,3.31344338583159,0.416115104375905,41.679
"Gibert","1","F","AK","AK2",24.1444,5.84171508681787,23.333,18.811,38.753,1.84731251161127,0.241949068389269,27.49
"Gibert","1","F","AK","AK20",40.9702,13.0257016855139,38.403,22.822,66.609,4.11908854481182,0.317931122755415,46.842
"Gibert","1","F","AK","AK3",35.8146,12.6053044848411,32.5475,20.824,67.647,3.98614727720333,0.35195994049469,38.147
"Gibert","1","F","AK","AK7",21.7239,7.31398343281932,22.4375,12.141,31.701,2.31288464164462,0.336679115297867,26.797
"Gibert","1","F","AK","AK21",41.3304,11.6552911417948,42.6615,25.081,58.996,3.6857266800456,0.282002863311141,45.934
"Gibert","1","F","GI","GI1",23.427,5.9885646026406,21.716,16.41,33.901,1.89375040594055,0.25562661043414,24.433
"Gibert","1","F","GI","GI10",39.4986,10.6062887655286,38.5145,22.537,54.288,3.35400300205259,0.268523156910082,45.912
"Gibert","1","F","GI","GI11",35.3643,12.963270266839,32.4965,18.351,64.219,4.09934599675498,0.366563745552406,35.582
"Gibert","1","F","GI","GI12",23.0513,6.5924405538128,21.594,12.781,34.372,2.08471274893103,0.285989968193238,12.781
"Gibert","1","F","GI","GI15",27.9558,11.3451787097232,25.104,12.714,46.964,3.58766051843754,0.405825578582017,27.55
"Gibert","1","F","GI","GI4",20.8533,7.86054853966595,19.0505,10.91,35.493,2.48572370436548,0.376945065752948,10.91
"Gibert","1","F","GI","GI5",29.3444,7.18320054324285,28.151,19.39,42.26,2.27152746064062,0.244789484305109,19.39
"Gibert","1","F","GI","GI7",28.1688,6.88524835023723,28.622,13.08,39.861,2.17730670426664,0.244428174087545,13.08
"Gibert","1","F","GI","GI9",32.1243,8.06828516889845,31.873,19.416,45.525,2.55141579454754,0.251158318434906,31.776
"Gibert","1","F","GI","GI14",25.5301,7.43150306988955,26.089,11.056,34.385,2.35004761393844,0.291087895068548,27.241
"Gibert","1","F","KA","KA10",33.3698,10.122527822195,30.268,22.269,51.088,3.201024359656,0.303343976355716,38.785
"Gibert","1","F","KA","KA11",23.5511,3.00497977253314,23.5865,18.502,28.693,0.950258040393941,0.127594030535013,20.959
"Gibert","1","F","KA","KA13",20.9716,6.89289321934798,19.513,11.658,33.401,2.17972422414702,0.328677507645958,22.033
"Gibert","1","F","KA","KA15",39.7643,10.1230587719325,42.2825,25.272,55.575,3.20119226070538,0.25457656168806,25.272
"Gibert","1","F","KA","KA16",25.6966,7.78196700641225,26.7225,10.981,34.939,2.46087404165449,0.30284033710344,25.648
"Gibert","1","F","KA","KA17",23.2003,5.28462072748209,22.589,14.923,32.333,1.67114380689794,0.227782430722107,14.923
"Gibert","1","F","KA","KA23",32.5286,7.14198432121245,32.794,22.183,45.61,2.2584937468243,0.219560150796913,28.042
"Gibert","1","F","KA","KA24",25.3355,12.6477081652501,25.9095,11.123,52.178,3.99955649832995,0.499208942600307,29.919
"Gibert","1","F","KA","KA3",25.4908,8.13072703869573,27.231,12.579,38.052,2.57116164753945,0.318967119066319,15.838
"Gibert","1","F","KA","KA7",27.6807,9.5687064033407,26.7595,14.941,40.765,3.02589064959944,0.345681518290387,37.123
"Gibert","1","F","MA","MA16",43.638,19.6810742875258,36.08,21.938,76.905,6.22370215475573,0.451007706300148,31.34
"Gibert","1","F","MA","MA18",25.0369,7.85117497859043,26.7735,10.7,37.078,2.48275952408695,0.313584148939782,13.911
"Gibert","1","F","MA","MA20",36.8566,8.38309441939219,34.267,26.685,53.477,2.65096722055261,0.2274516482636,35.844
"Gibert","1","F","MA","MA27",43.3548,9.04386034586755,42.5605,28.793,58.915,2.85991975334196,0.20860113172861,45.979
"Gibert","1","F","MA","MA3",54.5266,15.0001305046175,53.648,24.478,78.501,4.74345775943621,0.275097484615169,78.501
"Gibert","1","F","MA","MA30",37.3211,10.2987721107367,33.909,23.047,56.983,3.25675769729479,0.27595039028155,23.047
"Gibert","1","F","MA","MA32",38.6096,13.409635666606,31.644,22.926,56.013,4.24049912995052,0.34731350924656,29.694
"Gibert","1","F","MA","MA33",33.2743,10.176679026633,33.3395,18.386,51.362,3.21814847406255,0.305842017011115,26.922
"Gibert","1","F","MA","MA9",35.2598,16.5431025761326,32.822,14.695,72.073,5.2313883706378,0.469177436517864,14.695
"Gibert","1","F","MU","MU1",51.0901,18.1575491643436,42.428,27.962,89.426,5.74192120858128,0.355402498024933,52.894
"Gibert","1","F","MU","MU11",27.1495,9.01957129124094,25.2905,18.548,51.198,2.85223887985873,0.332218688787674,25.379
"Gibert","1","F","MU","MU15",35.8462,13.1723421000215,36.17,13.881,55.325,4.16546031549936,0.367468297895496,13.881
"Gibert","1","F","MU","MU16",32.4048,6.63123845982869,32.3885,24.648,45.333,2.09698172407656,0.204637537026264,25.763
"Gibert","1","F","MU","MU19",27.2692,6.36355021107627,29.316,16.324,36.41,2.01233126718463,0.233360355678798,28.968
"Gibert","1","F","MU","MU20",39.0364,7.24376866616328,37.2595,28.888,48.837,2.29068078284358,0.185564464606451,38.371
"Gibert","1","F","MU","MU4",37.9432,12.789889182041,38.7245,20.423,63.161,4.04451808363974,0.337079876816952,41.066
"Gibert","1","F","MU","MU5",33.0283,6.01135370315576,31.17,24.333,43.138,1.90095695228599,0.182006149367535,31.621
"Gibert","1","F","MU","MU8",32.0674,9.26901904434576,28.26,22.816,47.569,2.93112118556099,0.289048037706386,29.485
"Gibert","1","F","MU","MU9",32.343,10.0225836323109,30.296,21.121,56.993,3.16941923176261,0.309884167588378,33.52
"Gibert","1","F","RE","RE10",25.7161,7.19747796029199,27.044,15.088,35.866,2.27604237633856,0.279882173435785,18.998
"Gibert","1","F","RE","RE11",29.0182,6.18830166613677,28.801,17.178,38.25,1.95691281132071,0.213255876178976,24.623
"Gibert","1","F","RE","RE12",30.8235,11.5799827216336,28.9935,12.408,54.218,3.66191206657578,0.375686820822867,33.529
"Gibert","1","F","RE","RE13",30.0334,15.0157797681121,31.6905,11.265,56.991,4.74840649107092,0.499969359716585,47.833
"Gibert","1","F","RE","RE15",24.3878,6.45000848922783,25.622,13.554,32.909,2.03967177533816,0.264476848638575,21.511
"Gibert","1","F","RE","RE18",31.9886,7.99682476153296,30.9315,21.704,46.373,2.5288180295677,0.249989832675796,38.447
"Gibert","1","F","RE","RE3",16.7912,5.99368574788873,16.431,7.967,25.641,1.89536985426181,0.356953984699648,13.915
"Gibert","1","F","RE","RE6",30.3939,11.4802435557788,26.8995,17.889,48.746,3.63037177297312,0.377715382224024,20.787
"Gibert","1","F","RE","RE7",34.762,11.1436681672698,31.3685,21.583,59.56,3.52393728976868,0.320570397769685,29.085
"Gibert","1","F","RE","RE8",41.8082,13.6559686323925,39.098,25.393,64.277,4.31839645341751,0.326633737697211,40.445
"Gibert","1","F","UM","UM17",37.3571,7.52381007867689,35.582,30.246,55.109,2.37923765311496,0.201402412892781,36.144
"Gibert","1","F","UM","UM18",27.3364,7.74737550113298,27.827,13.556,43.113,2.44993524721686,0.283408770033105,28.279
"Gibert","1","F","UM","UM2",22.5196,4.27733757273273,21.688,17.297,30.037,1.35261290512515,0.189938434640612,20.515
"Gibert","1","F","UM","UM20",31.8946,5.14448607086591,33.057,22.002,38.234,1.62682933749467,0.161296459929452,26.596
"Gibert","1","F","UM","UM23",27.4267,8.24960781626752,27.2995,15.461,40.332,2.60875505025332,0.300787474113456,38.106
"Gibert","1","F","UM","UM25",32.0427,11.8413286984377,30.974,14.033,51.235,3.74455692097803,0.369548405672359,14.033
"Gibert","1","F","UM","UM29",27.6674,7.90981028287728,28.9685,12.76,39.392,2.50130163537129,0.285889179426953,29.539
"Gibert","1","F","UM","UM7",42.8745,9.6773291798696,43.995,24.377,52.262,3.06024018755972,0.225712933792105,42.66
"Gibert","1","F","UM","UM9",44.765,18.3576908678624,44.028,23.883,80.625,5.80521157237185,0.410090268465597,28.814
"Gibert","1","F","VA","VA1",24.6846,6.34321291180144,23.181,15.14,35.011,2.00590004846813,0.256970455741695,35.011
"Gibert","1","F","VA","VA30",30.7514,8.67622185055223,31.985,19.314,44.864,2.74366225326661,0.282140710684789,44.864
"Gibert","1","F","VA","VA35",21.7146,8.77678859517788,20.764,7.363,35.89,2.77546425025516,0.404188361525327,18.391
"Gibert","1","F","VA","VA44",32.2472,5.53573736531799,30.773,24.204,41.924,1.75055386029044,0.171665675324307,32.963
"Gibert","1","F","VA","VA47",35.7458,6.1834287827314,35.4475,26.846,48.967,1.95537187028737,0.172983365394855,38.551
"Gibert","1","F","VA","VA48",31.3919,11.909845707089,26.7365,17.666,54.698,3.76622390155799,0.379392317989323,26.53
"Gibert","1","F","VA","VA57",46.4469,12.9060268905655,42.4755,30.677,69.131,4.08124405175677,0.277866270742838,44.481
"Gibert","1","F","VA","VA67",29.4188,7.39315000975002,31.3195,16.279,40.119,2.33791931141061,0.251306987700043,16.279
"Gibert","1","F","VA","VA9",32.1075,7.87925218180282,33.602,19.063,43.688,2.4916383153348,0.245402232556344,19.063
"Gibert","1","F","YE","YE11",33.644,14.3082265847309,32.729,15.179,55.415,6.39883345618559,0.425283158504663,55.415
"Gibert","1","F","YE","YE14",25.298,10.4270085302012,23.143,13.285,43.334,3.29730961374404,0.412167306909685,15.98
"Gibert","1","F","YE","YE21",43.684,11.2571070630323,42.19,24.793,60.904,3.97998837040656,0.257694054185338,52.405
