"Supervisor.PI","Sex","Population","Line","Mean","SD","Median","Min","Max","SE","CV","Mode"
"Billeter","F","AK","AK1",134.2,101.951949466403,75,54,278,45.5942978891001,0.759701560852482,206
"Billeter","F","AK","AK10",40,55.9285258164383,0,0,116,25.0119971213816,1.39821314541096,0
"Billeter","F","AK","AK11",41,15.7638827704344,48,13,50,7.04982269280583,0.384484945620352,45
"Billeter","F","AK","AK12",115.2,56.0374874525973,113,49,195,25.0607262464598,0.486436523026018,80
"Billeter","F","AK","AK13",101.6,23.3087966227345,94,83,140,10.4240107444304,0.229417289593844,140
"Billeter","F","AK","AK14",164.6,105.545250959008,184,0,264,47.2012711693234,0.64122266682265,0
"Billeter","F","AK","AK15",182.25,57.4536044706219,166,132,265,28.726802235311,0.315246115065141,165
"Billeter","F","AK","AK16",92.2857142857143,87.5684766068138,95,0,194,33.0977731129152,0.948884421436063,6
"Billeter","F","AK","AK17",101.714285714286,75.6631003984423,122,0,205,28.5979638683415,0.743878796052101,0
"Billeter","F","AK","AK18",68.8,26.3856021344975,59,43,112,11.8,0.38351165893165,59
"Billeter","F","AK","AK2",119.2,73.7746568951696,145,0,188,32.9930295668646,0.618914906838671,162
"Billeter","F","AK","AK20",11,23.4946802489415,0,0,53,10.507140429251,2.13588002263104,0
"Billeter","F","AK","AK3",113.8,56.5658907823434,131,34,172,25.2970353994297,0.497064066628676,172
"Billeter","F","AK","AK4",43.4,30.9079277856022,24,17,81,13.8224455144522,0.712164234691295,22
"Billeter","F","AK","AK5",130.6,52.7569900581904,109,85,213,23.5936432116789,0.403958576249544,152
"Billeter","F","AK","AK6",82,5.29150262212918,84,76,86,3.05505046330389,0.0645305197820632,84
"Billeter","F","AK","AK7",107.5,19.122412679018,115.5,79,120,9.56120633950898,0.177882908642027,115
"Billeter","F","AK","AK8",57.4,27.0425590505041,66,20,81,12.0938000644959,0.471124722134217,81
"Billeter","F","AK","AK9",98.6,11.61034021896,104,82,108,5.19230199429887,0.117751929198377,108
"Billeter","F","AK","AK21",140.8,30.2274709494526,146,103,177,13.5181359661752,0.214683742538726,103
"Billeter","F","GI","GI1",72.6,30.2787053884409,78,37,106,13.5410487038486,0.417062057692023,106
"Billeter","F","GI","GI10",90.4,13.0690474021636,86,78,108,5.84465567848098,0.144569108431014,80
"Billeter","F","GI","GI11",66.4285714285714,48.4453545858876,91,0,114,18.3106229158002,0.729284907744544,0
"Billeter","F","GI","GI12",54,33.5807484530447,46,4,110,12.6923298923105,0.621865712093421,45
"Billeter","F","GI","GI13",54,19.9624647776771,64,28,75,8.92748564826626,0.369675273660688,75
"Billeter","F","GI","GI15",17.8,18.0194339533738,19,0,41,8.05853584716231,1.01232775018954,0
"Billeter","F","GI","GI2",52.8,53.1290880780011,55,0,118,23.7600505049968,1.00623272875002,0
"Billeter","F","GI","GI3",57.4,40.5622977652894,55,0,113,18.140011025355,0.706660239813404,50
"Billeter","F","GI","GI4",114.2,48.4530700781695,107,64,194,21.6688716826696,0.424282575115319,93
"Billeter","F","GI","GI5",80.8,18.8467503830236,75,63,109,8.42852300228219,0.233251861176035,75
"Billeter","F","GI","GI7",83.4,32.9666498146233,83,37,125,14.7431339951857,0.395283570918744,125
"Billeter","F","GI","GI8",138.2,48.551004109081,147,61,195,21.7126691127553,0.351309725825478,195
"Billeter","F","GI","GI9",112,87.7866732482784,105,0,227,39.2593937803426,0.783809582573914,105
"Billeter","F","GI","GI14",63.4,37.1187284264965,60,33,126,16.6,0.585468902626128,60
"Billeter","F","GI","GI6",58.4,62.3842928949267,35,8,155,27.8991039282626,1.06822419340628,155
"Billeter","F","KA","KA1",80,71.1020393519061,44,19,164,31.7977986659454,0.888775491898826,23
"Billeter","F","KA","KA10",101.8,63.8098738441003,111,38,192,28.5366431102188,0.626816049549119,43
"Billeter","F","KA","KA11",113.4,61.3416661006204,128,12,177,27.4328270508163,0.540931799829104,12
"Billeter","F","KA","KA13",107.25,26.5753645318366,104.5,78,142,13.2876822659183,0.247788946683791,109
"Billeter","F","KA","KA14",117.4,63.583016600347,148,30,181,28.4351894665747,0.541592986374336,181
"Billeter","F","KA","KA15",96.125,68.7696725100742,100.5,0,185,24.3137508859258,0.715419219870733,0
"Billeter","F","KA","KA16",77.8,49.2513959193036,94,0,121,22.0258938524637,0.633051361430638,0
"Billeter","F","KA","KA17",53.4,34.2096477619984,61,1,84,15.2990195764304,0.640630107902591,40
"Billeter","F","KA","KA18",100,40.9145450909576,113,37,143,18.2975408183723,0.409145450909576,85
"Billeter","F","KA","KA2",156.2,45.1298127627403,143,111,230,20.182665829865,0.288923257123818,162
"Billeter","F","KA","KA23",100,26.5329983228432,105,61,133,11.8659175793531,0.265329983228432,133
"Billeter","F","KA","KA24",56.6,43.5694847341577,39,11,122,19.4848659220432,0.769778882228934,34
"Billeter","F","KA","KA25",90.5,59.0282418282413,114.5,3,130,29.5141209141206,0.652245766057915,121
"Billeter","F","KA","KA28",184,54.2862781925599,161,121,243,24.2775616568056,0.295034120611738,239
"Billeter","F","KA","KA29",170.2,84.6947459999733,180,52,253,37.8766418786038,0.497618954171406,180
"Billeter","F","KA","KA3",119,39.1152144312159,125,74,172,17.4928556845359,0.328699280934587,74
"Billeter","F","KA","KA5",107.4,68.1380950716998,128,0,176,30.4722824875328,0.634432915006516,0
"Billeter","F","KA","KA6",86.6,55.6893167492653,105,0,141,24.905019574375,0.64306370380214,141
"Billeter","F","KA","KA7",92.8,59.608724193695,103,1,155,26.6578318698277,0.642335390018265,131
"Billeter","F","KA","KA9",189.2,111.694673104853,243,4,270,49.9513763574138,0.590352394845947,165
"Billeter","F","MA","MA12",161,67.6535291023314,140,92,257,30.2555779981147,0.420208255293984,140
"Billeter","F","MA","MA13",73.2,32.4915373597495,86,20,105,14.5306572459748,0.443873461198764,86
"Billeter","F","MA","MA16",72.6,43.9237976500211,75,0,109,19.6433194750785,0.605010986914891,75
"Billeter","F","MA","MA19",211,57.8705451849211,208,155,306,25.8804945856914,0.274267986658394,176
"Billeter","F","MA","MA20",73.6,38.8046388979462,72,13,117,17.3539620836281,0.527236941548182,95
"Billeter","F","MA","MA21",48.4,29.3649450876381,50,14,81,13.1324026743015,0.606713741480126,14
