"Supervisor.PI","Batch","Sex","Population","Mean","SD","Median","Min","Max","SE","CV","Mode"
"StamenkovicRadak","1","F","AK",2776.47466825397,85.3837322222613,2793.737,2533.8001,2997.6632,7.60658743761315,0.0307525702281866,2806.066
"StamenkovicRadak","1","F","GI",2829.05212809917,113.758238894874,2855.4572,2468.8308,3036.122,10.3416580813522,0.0402107256225454,2872.7715
"StamenkovicRadak","1","F","KA",2821.4578,95.7766170955839,2824.70985,2550.7506,3034.8301,8.89263565050923,0.0339457911068469,2907.0367
"StamenkovicRadak","1","F","MA",2874.65936833333,91.9691221303381,2878.5685,2399.8073,3102.6946,8.39559379745562,0.0319930504265832,2888.4316
"StamenkovicRadak","1","F","MU",2866.42388041237,80.8531249872823,2871.1282,2658.193,3026.6625,8.20939103949063,0.0282069674132252,2837.8605
"StamenkovicRadak","1","F","RE",2961.29361451613,103.050621301737,2966.81235,2731.8771,3200.2457,13.0874419927692,0.034799190730898,3127.3329
"StamenkovicRadak","1","F","UM",2887.97592417582,119.928234845198,2895.8051,2494.8803,3160.6159,12.5718950083046,0.0415267432949336,2914.414
"StamenkovicRadak","1","F","VA",2839.8577832,90.8314114421165,2835.9222,2496.5181,3137.1842,8.12420841907299,0.031984493019142,2665.1735
"StamenkovicRadak","1","F","YE",2834.47841170213,119.313566532973,2853.25,2465.1916,3088.9244,12.3062547489021,0.0420936585864926,2890.8694
"StamenkovicRadak","1","M","AK",2417.76616666667,75.657235162789,2422.672,2137.5376,2596.1019,6.66124812691684,0.0312922052619738,2534.6972
"StamenkovicRadak","1","M","GI",2464.96419553571,94.6575066062684,2475.5532,2226.8028,2731.0616,8.94429365020142,0.0384011689815626,2560.1354
"StamenkovicRadak","1","M","KA",2421.40311415929,83.2316892976208,2424.5649,2197.5642,2638.2033,7.82977870330916,0.0343733304095129,2342.0681
"StamenkovicRadak","1","M","MA",2499.51340826446,74.4348782643947,2498.2891,2270.5893,2707.8035,6.76680711494497,0.0297797475373731,2580.0021
"StamenkovicRadak","1","M","MU",2480.81854591837,81.8693862876492,2492.59975,2210.6729,2625.6983,8.27005688793967,0.0330009570519968,2543.3258
"StamenkovicRadak","1","M","RE",2576.07492363636,90.7725083240943,2574.2327,2370.6557,2755.4811,12.2397625255096,0.0352367501004049,2676.4519
"StamenkovicRadak","1","M","UM",2519.78725813953,83.7874810111735,2523.31715,2314.736,2706.0811,9.03503643716527,0.0332518075645153,2459.7081
"StamenkovicRadak","1","M","VA",2451.74805691057,81.3298752573135,2457.6762,2192.6836,2675.8636,7.33326789108097,0.0331721993326658,2419.6383
"StamenkovicRadak","1","M","YE",2437.5460258427,92.4095712445766,2442.2408,2141.1103,2650.101,9.79539496115479,0.0379109031234105,2570.642
"StamenkovicRadak","2","F","AK",2751.70941237113,89.4435670065888,2763.8001,2430.6774,2901.2012,9.08161827560118,0.03250472837156,2672.9797
"StamenkovicRadak","2","F","GI",2839.94704823529,107.785422020703,2851.97,2492.6453,3137.444,11.6909704725641,0.0379533210267704,3000.3229
