"Supervisor.PI","Condition","Population","Mean"
"Wegener","29_LD_LD","AK",10.59
"Wegener","29_LD_LD","GI",3.9
"Wegener","29_LD_LD","KA",17.93
"Wegener","29_LD_LD","MA",13
"Wegener","29_LD_LD","MU",12.1
"Wegener","29_LD_LD","RE",12.9
"Wegener","29_LD_LD","UM",12.92
"Wegener","29_LD_LD","VA",20.85
"Wegener","29_LD_LD","YE",15.6
