"Supervisor.PI","Sex","Population","Line","Mean","SD","Median","Min","Max","SE","CV","Mode"
"Hoedjes","F","AK","AK1",0.44025,0.0407497666037595,0.4385,0.355,0.518,0.00831801127639311,0.0925605147160919,0.428
"Hoedjes","F","AK","AK10",0.448458333333333,0.05561590261057,0.438,0.364,0.588,0.0113525485816849,0.124015763509587,0.4
"Hoedjes","F","AK","AK11",0.41075,0.0399839641769591,0.41,0.356,0.537,0.00816169251060595,0.0973437959268633,0.374
"Hoedjes","F","AK","AK12",0.383541666666667,0.0386241410954641,0.3775,0.312,0.487,0.00788411978642913,0.100703898565034,0.338
"Hoedjes","F","AK","AK13",0.453333333333333,0.0686032491730636,0.452,0.28,0.556,0.0140035795975848,0.151330696705287,0.532
"Hoedjes","F","AK","AK14",0.439875,0.0332399870506959,0.43,0.384,0.492,0.00678508394424378,0.0755668929825426,0.384
"Hoedjes","F","AK","AK15",0.399083333333333,0.0369805079875127,0.394,0.322,0.458,0.00754861458319365,0.0926636241073612,0.446
"Hoedjes","F","AK","AK16",0.465166666666667,0.0249707074766427,0.4635,0.419,0.514,0.00509712431950629,0.0536812056108406,0.465
"Hoedjes","F","AK","AK17",0.408041666666667,0.0352537129301627,0.4035,0.355,0.499,0.00719613401812135,0.0863973358852144,0.378
"Hoedjes","F","AK","AK18",0.466208333333333,0.0455373512879135,0.4645,0.386,0.545,0.00929527290777155,0.0976759702305769,0.464
"Hoedjes","F","AK","AK2",0.502,0.0502169207581945,0.503,0.397,0.586,0.0102504860259461,0.10003370668963,0.533
"Hoedjes","F","AK","AK20",0.404833333333333,0.037169022476843,0.4125,0.299,0.463,0.00758709494219202,0.0918131473285541,0.37
"Hoedjes","F","AK","AK21",0.491041666666667,0.0455740955851655,0.494,0.399,0.573,0.00930277330604024,0.0928110559222716,0.529
"Hoedjes","F","AK","AK3",0.452791666666667,0.047461635918476,0.4495,0.364,0.555,0.00968806586316805,0.104820029634989,0.516
"Hoedjes","F","AK","AK4",0.408416666666667,0.02736058203466,0.4075,0.343,0.46,0.00558495542087312,0.066991835220551,0.395
"Hoedjes","F","AK","AK5",0.493916666666667,0.0530880455442668,0.494,0.4,0.578,0.0108365519187573,0.107483810786435,0.431
"Hoedjes","F","AK","AK6",0.42225,0.0434853798519636,0.42,0.349,0.507,0.00887641599236794,0.102984913799795,0.365
"Hoedjes","F","AK","AK7",0.427166666666667,0.0500674906819625,0.43,0.316,0.53,0.0102199837393633,0.117208327776736,0.456
"Hoedjes","F","AK","AK8",0.442791666666667,0.0346698455203625,0.4435,0.368,0.495,0.0070769525821671,0.0782983243143596,0.443
