"Supervisor.PI","Batch","Sex","Population","Mean","SD","Median","Min","Max","SE","CV","Mode"
"Tauber","1","M","AK",12.4545454545455,3.70015794678671,12.5,0,23.9,0.788876324883831,0.29709297382959,12.5
"Tauber","1","M","GI",NA,NA,NA,NA,NA,NA,NA,12.5
"Tauber","1","M","KA",11.2234042553191,3.56359691066774,12.4,0,13.1,0.519804033076473,0.317514795832007,12.5
"Tauber","1","M","MA",11.8352941176471,3.739830131405,12.5,0,21.6,0.523680965065427,0.315989623428852,12.5
"Tauber","1","M","MU",NA,NA,NA,NA,NA,NA,NA,12.6
"Tauber","1","M","RE",13.73125,4.93559180740889,12.5,0.4,29,0.712391314654408,0.359442280011571,12.5
"Tauber","1","M","UM",12.6461538461538,2.83946308433257,12.5,0.6,23.8,0.454677981491873,0.224531752410727,12.6
"Tauber","1","M","VA",12.1142857142857,2.84414603469419,12.5,0,22.2,0.406306576384884,0.234776205694096,12.5
"Tauber","1","M","YE",12.3120689655172,2.69704696120586,12.5,0.5,23.9,0.354139615731097,0.219057168113626,12.5
"Tauber","2","M","AK",NA,NA,NA,NA,NA,NA,NA,12.4
"Tauber","2","M","GI",13.3541935483871,5.21593888908063,12.5,0.6,23.9,0.936810279526527,0.390584341179524,12.5
"Tauber","2","M","KA",NA,NA,NA,NA,NA,NA,NA,NA
"Tauber","2","M","MA",NA,NA,NA,NA,NA,NA,NA,6.94
"Tauber","2","M","MU",13.681,4.6430291464918,12.5,0,23.7,0.847697266229173,0.339377907060288,12.5
"Tauber","2","M","UM",11.283125,4.83029581509149,12.375,0,23.7,0.853883731497048,0.428099113950389,12.5
"Tauber","2","M","VA",NA,NA,NA,NA,NA,NA,NA,NA
"Tauber","2","M","YE",NA,NA,NA,NA,NA,NA,NA,NA
