"Supervisor.PI","Batch","Sex","Population","Mean","SD","Median","Min","Max","SE","CV","Mode"
"StamenkovicRadak","1","F","AK",2778.80051190476,88.0962887567758,2787.58735,2530.5316,3014.5991,7.84824118033715,0.0317029914091923,2827.8535
"StamenkovicRadak","1","F","GI",2830.16013553719,118.919800258954,2857.3785,2467.2203,3079.5515,10.8108909326322,0.0420187532025928,2867.0181
"StamenkovicRadak","1","F","KA",2823.48563362069,93.0191354841403,2828.3616,2563.4344,3021.2941,8.63660991033222,0.0329447879516417,2913.647
"StamenkovicRadak","1","F","MA",2873.0369975,90.5115214303436,2872.11195,2456.4643,3077.2124,8.26253366691857,0.0315037785831171,2887.8647
"StamenkovicRadak","1","F","MU",2862.18883814433,81.0190371395815,2865.9279,2621.5098,3026.8241,8.22623686624923,0.0283066707758211,2823.3191
"StamenkovicRadak","1","F","RE",2955.00441935484,105.693321215643,2964.48355,2740.0357,3185.0728,13.4230652174586,0.0357675679005308,3133.2436
"StamenkovicRadak","1","F","UM",2882.63940989011,123.814139850873,2891.182,2504.4518,3169.5059,12.9792485377437,0.0429516572298556,2945.6838
"StamenkovicRadak","1","F","VA",2840.5715984,98.5062835258091,2842.6878,2475.7202,3142.9676,8.81066984698307,0.0346783314954266,2661.2983
"StamenkovicRadak","1","F","YE",2836.41379361702,108.727596256562,2854.0354,2550.1919,3106.5017,11.2143952833667,0.038332769534981,2868.7345
"StamenkovicRadak","1","M","AK",2420.72726356589,73.4125862149076,2425.7233,2131.3739,2606.5813,6.46361780686234,0.0303266655933663,2535.5116
"StamenkovicRadak","1","M","GI",2469.80076160714,95.6678418004894,2480.7505,2211.578,2699.42,9.03976135251303,0.0387350442544348,2570.8304
"StamenkovicRadak","1","M","KA",2425.54383362832,80.9221817562532,2432.6006,2180.6384,2636.0396,7.61251850932378,0.0333624899432155,2333.0104
"StamenkovicRadak","1","M","MA",2504.61876115702,72.6512838987348,2505.9824,2274.4783,2704.9895,6.60466217261225,0.0290069231395412,2572.9106
"StamenkovicRadak","1","M","MU",2474.84760714286,77.7497319092248,2487.1825,2228.8827,2593.2125,7.85390895263557,0.0314159674659664,2524.6836
"StamenkovicRadak","1","M","RE",2572.13489636364,88.3602313949298,2575.6886,2367.9945,2747.2213,11.9144911707364,0.0343528760952038,2675.1547
"StamenkovicRadak","1","M","UM",2521.44021511628,84.7560697394637,2519.9179,2301.0831,2707.6981,9.13948204583039,0.0336141500525544,2439.4088
"StamenkovicRadak","1","M","VA",2450.87086585366,79.8418645299486,2455.0373,2194.0212,2684.7339,7.19909848218854,0.0325769364850396,2441.8021
"StamenkovicRadak","1","M","YE",2438.75187977528,87.8906531333772,2447.222,2115.6732,2629.0823,9.31639059937542,0.0360391944183661,2567.8379
"StamenkovicRadak","2","F","AK",2764.78115051546,85.9445177928896,2773.9176,2435.7739,2927.552,8.72634365552685,0.0310854686552193,2702.0074
"StamenkovicRadak","2","F","GI",2842.99150235294,111.256505764339,2851.97,2474.188,3137.444,12.067462365381,0.0391336047512841,3033.3392
"StamenkovicRadak","2","F","KA",2788.10873245614,96.632165839795,2804.46945,2466.5437,2979.1172,9.05043154679612,0.0346586790948674,2829.674
"StamenkovicRadak","2","F","MA",2850.79430806452,139.268935985185,2857.87505,2536.7014,3069.0282,17.6871725572999,0.0488526778628722,2939.3672
"StamenkovicRadak","2","F","MU",2843.47329902913,69.9962064069421,2847.9054,2643.6398,2983.6424,6.89693115331911,0.0246164458202725,2884.1839
"StamenkovicRadak","2","F","RE",2875.38311111111,107.89180180275,2889.46855,2594.9592,3087.9664,11.372794485205,0.0375225831249521,2889.1259
"StamenkovicRadak","2","F","UM",2874.54167258065,90.1790341298261,2873.32295,2610.0802,3076.0175,8.09831633068513,0.0313716217754001,2785.743
"StamenkovicRadak","2","F","VA",2889.57406989247,98.4450533034686,2893.5516,2691.4457,3089.3157,10.2082764860859,0.0340690534045151,2755.3161
"StamenkovicRadak","2","F","YE",2829.19081979167,86.3844268588361,2829.95475,2535.5508,3034.3917,8.81657364695511,0.0305332628165382,2902.2302
"StamenkovicRadak","2","M","AK",2387.76069684211,105.542078336923,2399.6339,1982.7231,2669.0274,10.8283887607758,0.0442012796661347,2430.5187
"StamenkovicRadak","2","M","GI",2473.94394545455,97.233216256912,2467.8811,2173.8357,2721.4127,10.3650956797668,0.0393029180938241,2534.6454
"StamenkovicRadak","2","M","KA",2407.62817610619,101.53494456769,2422.4971,2042.6292,2797.7302,9.55160412249974,0.0421721865424834,2391.3861
"StamenkovicRadak","2","M","MA",2497.40297692308,127.491841767823,2468.354,2291.0672,2765.0505,17.6799374114318,0.0510497676770207,2640.5418
