"Supervisor.PI","Batch","Sex","Population","Line","Mean","SD","Median","Min","Max","SE","CV","Mode"
"Parsch","1","F","AK","AK1",74.1785714285714,11.5118411547626,75.5,44,93,2.1755334877129,0.155190925533632,84
"Parsch","1","F","AK","AK10",62,20.8356665360146,67,7,91,5.05339140636092,0.336059137677655,63
"Parsch","1","F","AK","AK11",61.5862068965517,19.0685178864073,67,16,88,3.54093487745157,0.309623190764733,56
"Parsch","1","F","AK","AK13",62,23.8504110082648,72.5,6,92,5.33311403057894,0.3846840485204,78
"Parsch","1","F","AK","AK14",49.8888888888889,12.6337291054982,49,30,74,4.21124303516605,0.253237331736043,49
"Parsch","1","F","AK","AK17",41.35,19.6663618769127,43,4,74,4.39753220268871,0.475607300529932,28
"Parsch","1","F","AK","AK18",61.2105263157895,20.6950851582592,67,4,84,4.74777814909582,0.338096834055826,67
"Parsch","1","F","AK","AK20",60.2068965517241,17.5669724815487,58,7,102,3.26210489570814,0.291776747975321,70
"Parsch","1","F","AK","AK21",58.5714285714286,24.287519385141,64,4,93,4.5899097325531,0.414664965112163,70
"Parsch","1","F","AK","AK3",62.375,11.9395800356868,60,46,79,4.22127900387684,0.191416112796582,60
"Parsch","1","F","AK","AK4",49.5,33.2849649074306,70,4,84,6.29026711018382,0.672423533483447,77
"Parsch","1","F","AK","AK6",67.1111111111111,23.9449600356967,77,14,88,7.98165334523223,0.356795762121308,84
"Parsch","1","F","AK","AK7",59.2068965517241,17.2820702098712,53,28,91,3.20919987202158,0.291892857359501,49
"Parsch","1","F","AK","AK8",57,31.8063996520123,64,7,95,7.49684029302245,0.558007011438813,91
"Parsch","1","F","AK","AK9",68.0333333333333,16.4242951527415,70,9,91,2.99865231542643,0.241415411358278,70
"Parsch","1","F","GI","GI1",35.8421052631579,20.769269922157,42,4,70,4.76479730114743,0.579465680647552,42
"Parsch","1","F","GI","GI10",46.6,19.81918262694,56,7,70,3.61847113202984,0.425304348217596,63
"Parsch","1","F","GI","GI11",48.6,23.2684483723168,46.5,11,95,4.24821801722076,0.478774657866601,14
"Parsch","1","F","GI","GI12",48.1785714285714,17.5268124152441,50,7,91,3.31225620902965,0.363788545312701,56
"Parsch","1","F","GI","GI13",72.2,10.6018866245589,76.5,53,81,3.35261092284804,0.146840534966189,81
"Parsch","1","F","GI","GI14",59.9655172413793,22.0753300551619,67,4,91,4.09928587996333,0.368133738700227,67
"Parsch","1","F","GI","GI15",50.1,25.1414943239678,53.5,4,91,5.62180903643171,0.501826234011333,4
"Parsch","1","F","GI","GI2",64.3333333333333,16.7367155397594,60.5,42,100,3.94488168431804,0.260156200099887,42
"Parsch","1","F","GI","GI3",42.7931034482759,20.8778407995942,49,7,74,3.8769177076873,0.48787863270607,53
"Parsch","1","F","GI","GI4",43.5,18.4366961439918,47.5,7,67,4.34557095536416,0.423832095264179,63
"Parsch","1","F","GI","GI5",43.8666666666667,16.1324973660115,49,4,72,2.94537757208572,0.367762098009381,49
"Parsch","1","F","GI","GI6",77.4,23.7296172923649,84,4,100,5.30610373457825,0.306584202743733,84
"Parsch","1","F","GI","GI7",19.8,26.9888866017107,7,7,72,8.53463531734075,1.36307508089448,7
"Parsch","1","F","GI","GI8",48.5,19.7937898757933,48.5,14,81,4.66544101551837,0.408119378882337,35
"Parsch","1","F","GI","GI9",39.4444444444444,12.797569213635,37,14,63,4.26585640454499,0.324445416683704,37
"Parsch","1","F","KA","KA1",62.6333333333333,23.2534511095826,68.5,7,95,4.2454799041873,0.371263189615475,70
"Parsch","1","F","KA","KA10",67.1724137931034,15.4482291299434,70,35,102,2.86866413252142,0.229978770414968,70
"Parsch","1","F","KA","KA11",52.7407407407407,19.6343352957803,51,7,91,3.77862958945937,0.37228023383853,35
"Parsch","1","F","KA","KA14",56.8666666666667,23.6070318766038,64,7,84,4.31003462485314,0.415129517173572,70
"Parsch","1","F","KA","KA15",46,25.0713268211203,56,7,84,4.65562851259533,0.545028843937399,14
"Parsch","1","F","KA","KA17",60.2758620689655,14.4812601852092,63,35,86,2.68910250732229,0.240249739914797,56
"Parsch","1","F","KA","KA18",56.6,23.5760806528008,58,4,91,5.27177189826802,0.416538527434643,53
"Parsch","1","F","KA","KA23",46.4333333333333,19.2043158463517,47.5,14,84,3.50621233016692,0.413588998844618,14
"Parsch","1","F","KA","KA24",52.8620689655172,19.8633261096406,56,4,86,3.68852705925078,0.375757636777285,56
"Parsch","1","F","KA","KA28",46.7857142857143,16.9735243570842,49,7,77,3.2076945943673,0.362792887021646,39
"Parsch","1","F","KA","KA29",54.6666666666667,15.3921908846624,58,7,81,2.810216718985,0.281564467402361,60
"Parsch","1","F","KA","KA3",57.6785714285714,23.2124704214951,65,4,91,4.38674457505133,0.402445307617252,28
"Parsch","1","F","KA","KA5",58,13.3333333333333,58,30,91,2.51976315339485,0.229885057471264,63
"Parsch","1","F","KA","KA7",58.3214285714286,19.3831801301456,59,23,88,3.66307673156671,0.332350914662632,56
"Parsch","1","F","KA","KA9",53.8666666666667,20.9131757401938,56,9,91,3.81820603399131,0.388239648642211,56
"Parsch","1","F","MA","MA12",58.75,13.574554081756,61.5,28,77,2.56534958992308,0.231056239689464,56
"Parsch","1","F","MA","MA16",48.3793103448276,18.426327812406,46,9,81,3.42168317448595,0.380872064547237,63
"Parsch","1","F","MA","MA18",55.5,21.5434604846847,61.5,14,93,3.933279758061,0.388170459183509,67
"Parsch","1","F","MA","MA19",53.2962962962963,23.7807530689046,49,16,93,4.5766080619547,0.446198980445048,35
"Parsch","1","F","MA","MA20",50.6153846153846,16.9164462534586,54.5,7,72,3.31758805950112,0.334215503487784,67
"Parsch","1","F","MA","MA21",38.3333333333333,17.1284738194801,39,7,67,3.29637632349476,0.446829751812524,14
"Parsch","1","F","MA","MA23",37.8571428571429,18.7985702484589,40.5,4,70,3.55259584864285,0.496566006563065,14
"Parsch","1","F","MA","MA26",50.7222222222222,16.7676353363031,52.5,21,77,3.95216955025438,0.33057769556786,63
"Parsch","1","F","MA","MA3",45.5,18.9785453917097,42,7,81,3.58660795372963,0.417110887729883,42
"Parsch","1","F","MA","MA30",36.5555555555556,15.9719305064405,37,7,67,3.0737994591238,0.436922111118433,37
"Parsch","1","F","MA","MA33",40.4642857142857,13.1950668190725,39,7,67,2.49363323829614,0.3260916777882,35
"Parsch","1","F","MA","MA5",53.2333333333333,15.7582673065838,54.5,14,81,2.8770528236707,0.296022554287735,63
"Parsch","1","F","MA","MA6",28.6551724137931,17.1657380143224,32,7,63,3.18759752562828,0.599045008923407,7
"Parsch","1","F","MA","MA7",61.7857142857143,22.0745490165873,64,9,95,4.17169764298538,0.357275937840719,77
"Parsch","1","F","MA","MA9",41.9259259259259,23.2361222865903,42,4,91,4.47179381902866,0.554218464432808,42
"Parsch","1","F","MU","MU1",54.0344827586207,20.1998634341577,56,4,88,3.75102047153618,0.373832826796792,35
"Parsch","1","F","MU","MU10",44.448275862069,22.2623740982989,39,7,88,4.13401908680766,0.500860239604863,28
"Parsch","1","F","MU","MU11",51.65,23.2362579648817,54.5,9,84,5.19578523521963,0.449879147432365,70
"Parsch","1","F","MU","MU14",60.1578947368421,23.3529992313496,65,7,91,5.35754545673873,0.388195087835208,53
"Parsch","1","F","MU","MU15",57.8620689655172,21.1334605001017,56,7,93,3.92438509441776,0.365238590287813,39
"Parsch","1","F","MU","MU17",60.1666666666667,24.1496559468855,66,14,93,5.69212849445492,0.401379323216933,14
"Parsch","1","F","MU","MU18",43.6896551724138,18.9229706371381,42,7,77,3.51390743177778,0.433122453415157,42
"Parsch","1","F","MU","MU2",50.3703703703704,16.6529002975184,56,14,74,3.20485215652008,0.330609050024262,56
"Parsch","1","F","MU","MU20",49.6785714285714,16.5351557495349,51,7,81,3.12485071449922,0.332842818826007,35
"Parsch","1","F","MU","MU3",55.6428571428571,22.8541499363282,51,9,88,4.31902836837907,0.410729267148388,35
"Parsch","1","F","MU","MU4",36.6666666666667,25.9486672747048,36,4,91,4.73755680118397,0.707690925673766,4
"Parsch","1","F","MU","MU5",54.2,18.5520289396545,55.5,14,74,5.86666666666667,0.342288356820194,70
"Parsch","1","F","MU","MU6",57.3,15.8117154296296,60,18,81,2.8868110712202,0.275946168056363,67
"Parsch","1","F","MU","MU7",55.1724137931034,23.7728370888128,56,7,98,4.41450502263505,0.430882672234731,67
"Parsch","1","F","MU","MU9",53.9333333333333,13.2090181663718,52,35,79,2.41162573740579,0.244913810254112,42
"Parsch","1","F","RE","RE10",50.12,18.2763964354756,53,4,77,3.65527928709513,0.36465276208052,63
"Parsch","1","F","RE","RE11",41.7,20.789926710587,47.5,4,70,4.64876893721111,0.498559393539257,4
"Parsch","1","F","RE","RE12",36.7586206896552,23.0893531005307,42,7,77,4.2875852322924,0.628134371402804,7
"Parsch","1","F","RE","RE13",61.95,16.2658020333912,70,14,77,3.63714390552171,0.262563390369511,70
"Parsch","1","F","RE","RE15",53.1724137931034,16.5315044806602,49,21,93,3.06982331511165,0.310903780764686,53
"Parsch","1","F","RE","RE16",45.1379310344828,18.092469107992,49,7,84,3.35968716946644,0.400826282759181,49
"Parsch","1","F","RE","RE17",35,18.9482052648429,34.5,4,70,3.4594531492642,0.541377293281226,32
"Parsch","1","F","RE","RE18",42.8333333333333,21.5631923510369,42,4,86,3.93688228749525,0.503420833098138,28
"Parsch","1","F","RE","RE2",43.551724137931,20.8952937402806,42,4,74,3.88015863741025,0.479781091423704,42
"Parsch","1","F","RE","RE3",43.2068965517241,10.5199786472652,42,14,63,1.95351099251928,0.243479154645404,42
"Parsch","1","F","RE","RE4",32.4074074074074,20.8829324113465,28,4,77,4.01892221638655,0.644387628692978,11
"Parsch","1","F","RE","RE5",49.8928571428571,14.1926931793279,49,11,72,2.68216689905316,0.28446342807529,42
"Parsch","1","F","RE","RE6",48.1,18.9633948655716,56,4,77,3.4622263782504,0.394249373504606,56
"Parsch","1","F","RE","RE7",36.6896551724138,17.3947928338911,42,4,60,3.23013193780917,0.474106195660566,49
"Parsch","1","F","RE","RE8",39.3333333333333,13.1026013035405,42,7,56,2.39219676531523,0.333116982293402,35
"Parsch","1","F","UM","UM13",48.1666666666667,17.8133683494735,50,14,77,3.25226122338506,0.369827716598065,49
"Parsch","1","F","UM","UM17",58.75,20.2038948824491,63,7,93,4.51772823674163,0.343896083105516,56
"Parsch","1","F","UM","UM18",30.6785714285714,15.6348461040847,33.5,4,53,2.95470818415537,0.509634098852586,14
"Parsch","1","F","UM","UM2",53.0333333333333,17.2356553716983,56,9,74,3.14678574682142,0.324996644343778,56
"Parsch","1","F","UM","UM20",45.7666666666667,16.0509605112384,46,9,70,2.93049104720997,0.350712902649054,53
"Parsch","1","F","UM","UM21",46.7894736842105,15.3968934361897,53,4,63,3.53228960699028,0.329067463765583,56
"Parsch","1","F","UM","UM23",54.7,21.9012674802482,60,13,85,3.9986060789621,0.400388802198323,74
"Parsch","1","F","UM","UM25",49.3793103448276,22.3261758498588,50,11,88,4.14586677463986,0.452136242769487,11
"Parsch","1","F","UM","UM26",42.45,17.8693356870013,43,14,67,3.99570493088977,0.42095019286222,14
"Parsch","1","F","UM","UM28",50.6551724137931,19.4298662999388,58,14,77,3.60803559330204,0.383571220352774,35
"Parsch","1","F","UM","UM29",48.2592592592593,12.4362763181335,46,21,70,2.39336249333032,0.25769720689916,44
"Parsch","1","F","UM","UM4",35.448275862069,11.6545092649539,35,7,70,2.1641880392432,0.328775066812902,32
"Parsch","1","F","UM","UM5",41.1,16.2084482015845,43,8,71,2.95924423405396,0.394366136291594,50
"Parsch","1","F","UM","UM7",63.2962962962963,15.813370231,63,30,86,3.04328451988769,0.249830893058514,63
"Parsch","1","F","UM","UM9",58.9655172413793,15.680931911585,60,7,91,2.91187595425309,0.265933933003488,63
"Parsch","1","F","VA","VA1",56.2,17.5408881936089,53,16,91,3.20251338077189,0.312115448284857,70
"Parsch","1","F","VA","VA18",71.2857142857143,10.7181298218629,73,42,88,2.02553614488245,0.150354526559199,77
"Parsch","1","F","VA","VA22",48.9333333333333,18.7210619602506,52,4,84,3.41798264536037,0.382583010086864,51
"Parsch","1","F","VA","VA26",58,19.5521281267721,65,9,84,3.630739044582,0.33710565735814,42
"Parsch","1","F","VA","VA30",68.25,15.6873230751189,70,35,88,3.50779207809669,0.22985088754753,84
"Parsch","1","F","VA","VA34",61.25,24.0271836792321,65,7,95,4.54071090860843,0.392280549865013,84
"Parsch","1","F","VA","VA47",54.0666666666667,16.2479353241835,58,4,81,2.96645356331344,0.300516682938043,63
"Parsch","1","F","VA","VA48",66.65,22.3377777719601,72,14,91,4.99487895643865,0.335150454192949,63
"Parsch","1","F","VA","VA55",35.25,34.3432748338854,14,4,91,7.67938970985256,0.974277300252069,7
"Parsch","1","F","VA","VA57",44.5333333333333,10.6988021673499,44,14,60,1.95332509511424,0.240242563638098,44
"Parsch","1","F","VA","VA6",64.7931034482759,19.0851088367435,67,7,91,3.54401573958493,0.294554633456925,46
"Parsch","1","F","VA","VA66",53.1,24.1608831763673,60,4,84,4.41115357498115,0.455007216127445,70
"Parsch","1","F","VA","VA67",56.6,15.1986841535707,56,23,84,3.03973683071413,0.268527988578987,56
"Parsch","1","F","VA","VA71",48.8214285714286,12.5434166632262,49,18,65,2.37048293442573,0.25692440861034,49
"Parsch","1","F","VA","VA9",54.0740740740741,23.497832839395,58,4,91,4.52216003839917,0.434548963468263,58
"Parsch","1","F","YE","YE11",49.9310344827586,19.3666337411295,49,9,88,3.59629360191014,0.387867664704941,42
