"Supervisor.PI","Condition","Batch","Population","Mean"
"Wegener","29_LD_LD","1","MU",1.65
"Wegener","29_LD_LD","2","AK",4.67
"Wegener","29_LD_LD","2","KA",4.81
"Wegener","29_LD_LD","2","MA",3.56
"Wegener","29_LD_LD","2","RE",3.67
"Wegener","29_LD_LD","2","UM",3.89
"Wegener","29_LD_LD","2","VA",2.16
"Wegener","29_LD_LD","3","GI",5.35
"Wegener","29_LD_LD","3","YE",4.71
