"Supervisor.PI","Batch","Sex","Population","Line","Mean","SD","Median","Min","Max","SE","CV","Mode"
"Wegener","1",NA,"MU","mixed population",23.88,NA,23.88,23.88,23.88,NA,NA,23.88
"Wegener","1",NA,"UM","mixed population",24.28,NA,24.28,24.28,24.28,NA,NA,24.28
"Wegener","2",NA,"AK","mixed population",23.745,0.847171765346321,23.99,22.56,24.44,0.423585882673161,0.0356779012569518,24.44
"Wegener","2",NA,"GI","mixed population",23.81,1.42835569799683,23.81,22.8,24.82,1.01,0.0599897395210763,24.82
"Wegener","2",NA,"KA","mixed population",23.86,1.27279220613579,23.86,22.96,24.76,0.9,0.0533441829897647,24.76
"Wegener","2",NA,"MA","mixed population",22.7933333333333,0.330050501186308,22.8,22.46,23.12,0.190554745706086,0.0144801331318942,23.12
"Wegener","2",NA,"MU","mixed population",22.82,NA,22.82,22.82,22.82,NA,NA,22.82
"Wegener","2",NA,"RE","mixed population",23.96,0.933380951166243,23.96,23.3,24.62,0.66,0.0389557992974225,24.62
"Wegener","2",NA,"UM","mixed population",22.78,0.5939696961967,22.78,22.36,23.2,0.42,0.0260741745477041,22.36
"Wegener","2",NA,"VA","mixed population",24.44,0.565685424949239,24.44,24.04,24.84,0.4,0.0231458848178903,24.84
"Wegener","2",NA,"YE","mixed population",24.26,NA,24.26,24.26,24.26,NA,NA,24.26
"Wegener","3",NA,"GI","mixed population",23.39,1.11722871427474,23.39,22.6,24.18,0.789999999999999,0.0477652293405192,24.18
"Wegener","3",NA,"KA","mixed population",23.81,0.296984848098349,23.81,23.6,24.02,0.209999999999999,0.0124731141578475,24.02
"Wegener","3",NA,"MA","mixed population",24.04,NA,24.04,24.04,24.04,NA,NA,24.04
"Wegener","3",NA,"MU","mixed population",24.22,0.678822509939086,24.22,23.74,24.7,0.48,0.0280273538372868,24.7
"Wegener","3",NA,"RE","mixed population",24.42,NA,24.42,24.42,24.42,NA,NA,24.42
"Wegener","3",NA,"UM","mixed population",23.9,NA,23.9,23.9,23.9,NA,NA,23.9
"Wegener","3",NA,"VA","mixed population",24.26,NA,24.26,24.26,24.26,NA,NA,24.26
"Wegener","3",NA,"YE","mixed population",23.68,1.13331372532058,23.78,22.5,24.76,0.654318984390132,0.0478595323192811,24.76
"Wegener","4",NA,"RE","mixed population",23.96,NA,23.96,23.96,23.96,NA,NA,23.96
"Wegener","4",NA,"VA","mixed population",24.34,NA,24.34,24.34,24.34,NA,NA,24.34
