"Supervisor.PI","Sex","Population","Line","Mean","SD","Median","Min","Max","SE","CV","Mode"
"StamenkovicRadak","F","AK","AK1",2803.04763,80.6691525040531,2807.8616,2591.5183,2996.5857,14.7281048404314,0.028779087319345,2827.8535
"StamenkovicRadak","F","AK","AK16",2751.42004722222,58.1468866685323,2744.0314,2564.0024,2897.458,9.69114777808872,0.0211334095378262,2747.8137
"StamenkovicRadak","F","AK","AK17",2816.55785625,66.0532979110537,2817.8976,2607.1772,2934.4097,11.6766837181603,0.0234517809618148,2901.8814
"StamenkovicRadak","F","AK","AK18",2775.09527096774,97.2346680263927,2797.3032,2512.3495,2952.0047,17.4638619183535,0.0350383170782042,2744.0801
"StamenkovicRadak","F","AK","AK19",2751.89813235294,57.8715122412533,2766.87415,2583.5725,2827.0853,9.92488246943231,0.0210296709608839,2709.8841
"StamenkovicRadak","F","AK","AK2",2791.586503125,82.2101863345,2801.45945,2530.5316,2944.7394,14.5328450599337,0.0294492706002379,2714.7218
"StamenkovicRadak","F","AK","AK20",2751.98342258065,72.4710569129208,2762.5323,2502.3414,2886.0816,13.0161860650447,0.0263341182647684,2751.4667
"StamenkovicRadak","F","AK","AK3",2806.25922,86.9688939155453,2797.53785,2621.9763,3014.5991,15.878274999606,0.030991040776178,2771.9347
"StamenkovicRadak","F","AK","AK4",2721.14385,76.6790320976055,2715.4421,2572.9485,2898.5512,13.1503455148364,0.0281789704346595,2648.5353
"StamenkovicRadak","F","AK","AK5",2751.22431612903,91.6497153447156,2768.3945,2435.7739,2908.5505,16.4607748051556,0.0333123383678386,2702.0074
"StamenkovicRadak","F","AK","AK6",2786.33428125,70.6157911759139,2786.7381,2645.2767,2914.8727,12.4832261998355,0.0253436178318972,2836.0116
"StamenkovicRadak","F","AK","AK7",2757.60428571429,81.3012977305279,2743.3664,2569.6043,2955.4606,15.3645010758426,0.029482583179794,2838.5427
"StamenkovicRadak","F","AK","AK8",2775.59853529412,107.396698093845,2790.98065,2495.6541,2933.7735,18.4183817720716,0.0386931671595168,2823.1023
"StamenkovicRadak","F","AK","AK9",2756.85649411765,92.0849327879725,2771.6668,2466.4559,2927.552,15.7924356860803,0.0334021495077657,2677.494
"StamenkovicRadak","F","AK","AK21",2766.8314875,71.360515411019,2772.97985,2587.8733,2889.2976,12.6148760890247,0.0257914208846516,2686.4096
"StamenkovicRadak","F","AK","AK24",2931.37855666667,79.6419368145291,2936.34045,2791.2929,3080.1808,14.5405617722396,0.0271687655739324,2926.3858
