"Supervisor.PI","Condition","Population","Mean"
"Wegener","18_LD_LD","AK",2.17
"Wegener","18_LD_LD","GI",2.32
"Wegener","18_LD_LD","KA",3.86
"Wegener","18_LD_LD","MA",3.16
"Wegener","18_LD_LD","MU",2.33
"Wegener","18_LD_LD","RE",1.8
"Wegener","18_LD_LD","UM",3.87
"Wegener","18_LD_LD","VA",2.36
"Wegener","18_LD_LD","YE",3.06
