"Supervisor.PI","Batch","Sex","Population","Mean","SD","Median","Min","Max","SE","CV","Mode"
"Gonzalez","1","F","AK",85.0909090909091,24.1445439340347,80,32,184,1.94562279579648,0.28374998213075,72
"Gonzalez","1","F","GI",73.4623655913979,22.9917561500832,72,32,144,2.38413405046575,0.312973261410676,56
"Gonzalez","1","F","KA",86.4,29.3575657483155,80,40,160,3.50890024828021,0.339786640605503,80
"Gonzalez","1","F","MA",86.9403973509934,26.0080069178909,88,32,160,2.11650158654201,0.299147550624735,72
"Gonzalez","1","F","MU",93.9259259259259,30.4409734411396,96,24,168,2.39166874957216,0.324095537425382,96
"Gonzalez","1","F","RE",83.4942528735632,22.5516840825373,80,32,144,2.41779431865902,0.270098639204398,64
"Gonzalez","1","F","UM",93.979797979798,23.7357819086693,88,48,160,2.38553583929582,0.252562597695428,88
"Gonzalez","1","F","VA",97.0359712230216,31.9540907253848,96,8,168,2.71031060112608,0.329301498430344,56
"Gonzalez","1","F","YE",80.9302325581395,24.7715140226984,72,32,152,2.18101019723427,0.306084799705756,72
"Gonzalez","1","M","AK",52.9265536723164,11.6911109389638,48,32,88,0.878757710021259,0.220893108048313,48
"Gonzalez","1","M","GI",44,11.8922905037917,40,24,96,0.991024208649305,0.270279329631629,40
"Gonzalez","1","M","KA",59.9090909090909,22.4640895365088,56,32,136,2.39467999073012,0.374969628075261,48
"Gonzalez","1","M","MA",45.4117647058824,13.7494865897884,40,24,120,1.05453748289941,0.302773668427983,40
"Gonzalez","1","M","MU",60.2666666666667,15.1775877745414,56,32,112,1.04735305971066,0.25184050510854,56
"Gonzalez","1","M","RE",48.8712871287129,13.6657699134272,48,24,104,1.35979492967128,0.279627787936821,56
"Gonzalez","1","M","UM",49.4964028776978,16.0742724048014,48,16,104,1.36340199064128,0.324756375620261,40
"Gonzalez","1","M","VA",52.3468208092486,13.1810273163002,56,24,104,1.00213494964545,0.251801869006177,56
"Gonzalez","1","M","YE",44.3380281690141,11.9620483337774,44,16,88,1.003832796875,0.269792068519122,48
"Gonzalez","2","F","AK",83.4455445544555,21.0795580152881,88,24,136,1.48315252635564,0.252614541948754,88
"Gonzalez","2","F","GI",68.5283018867924,18.5745384085029,64,40,136,1.80411865559908,0.271049156291479,72
"Gonzalez","2","F","KA",84.3636363636364,24.891960041928,88,40,136,2.37335526729745,0.295055560841819,96
"Gonzalez","2","F","MA",76.0220994475138,20.8550435682714,72,24,160,1.55014318040258,0.274328698100082,64
"Gonzalez","2","F","MU",83.4851485148515,22.8630418756709,80,32,144,1.60863801287879,0.273857593624615,72
"Gonzalez","2","F","RE",83.2688172043011,20.0949592343271,80,48,128,2.08375020335742,0.241326344110591,88
"Gonzalez","2","F","UM",79.0967741935484,18.8159331180537,80,40,144,1.68972067529181,0.237884961932979,80
"Gonzalez","2","F","VA",85.6050955414013,24.1951886406409,80,24,152,1.93098627213155,0.282637248257487,72
"Gonzalez","2","F","YE",68.5853658536585,17.7687609101622,64,24,112,1.38750711771962,0.259075105731383,72
"Gonzalez","2","M","AK",53.8494623655914,12.9739416474543,56,24,88,0.951295556527278,0.240929826919578,56
"Gonzalez","2","M","GI",44.258064516129,11.4706206321568,40,24,88,1.03009214153654,0.259175830609956,40
"Gonzalez","2","M","KA",53.1228070175439,16.6633190241465,48,24,112,1.56066281718749,0.313675424166561,56
"Gonzalez","2","M","MA",48.9756097560976,15.9454404196956,48,16,120,1.24512970765725,0.325579211756734,48
"Gonzalez","2","M","MU",56.2173913043478,17.0667772923476,56,16,112,1.25817951462185,0.30358536560247,48
"Gonzalez","2","M","RE",48.9230769230769,9.56015708012182,48,32,72,1.08247463046368,0.195412015788654,40
"Gonzalez","2","M","UM",51.1145038167939,17.2602884463704,48,24,120,1.50803840347335,0.33767888089524,40
"Gonzalez","2","M","VA",49.4967741935484,17.316898958145,48,24,128,1.39092679598336,0.349859142141876,48
"Gonzalez","2","M","YE",43.4594594594595,10.5226534885704,40,24,96,0.864956788643077,0.242125733256905,40
"Gonzalez","3","F","AK",88.6292134831461,20.8727010764145,88,16,144,1.56447508917107,0.235505881820599,104
"Gonzalez","3","F","GI",70.9166666666667,26.1524545156469,72,24,144,2.6691737118617,0.368777266965644,80
"Gonzalez","3","F","KA",88.9876543209877,18.9897958303667,88,48,128,2.10997731448519,0.213398094098183,72
"Gonzalez","3","F","MA",73.6190476190476,25.7421133841561,72,32,144,1.98604716513964,0.349666481932263,48
"Gonzalez","3","F","MU",91.1832460732984,23.3292888410385,88,32,152,1.68804809649073,0.255850606834999,96
"Gonzalez","3","F","RE",78.3076923076923,20.8755335601026,80,24,128,2.04701448037739,0.266583434461035,72
"Gonzalez","3","F","UM",77.0752688172043,24.7922834063956,72,24,136,2.57084002944989,0.321663275222488,56
"Gonzalez","3","F","VA",85.281045751634,25.0836646142097,88,32,136,2.02789409180303,0.294129421058713,72
"Gonzalez","3","F","YE",64.2051282051282,18.6446283706657,64,24,120,1.49276495968832,0.290391576060687,72
"Gonzalez","3","M","AK",57.0140845070423,13.5704026686224,56,32,104,1.13880289440875,0.238018426253011,48
"Gonzalez","3","M","GI",45.247311827957,10.3835738946482,48,24,72,1.0767264547414,0.229484879325637,48
"Gonzalez","3","M","KA",52.6732673267327,14.9780565567707,48,24,112,1.49037233110554,0.284357840645459,48
"Gonzalez","3","M","MA",50.4727272727273,14.0693247174281,48,24,96,1.09529544375834,0.278751030064318,40
"Gonzalez","3","M","MU",64.0987654320988,19.5550536355689,64,32,128,1.53639011468638,0.305076915346896,48
"Gonzalez","3","M","RE",49.5384615384615,11.9606414149469,48,24,72,1.35427595877831,0.241441519245823,40
"Gonzalez","3","M","UM",59.7685950413223,16.035772682027,56,32,104,1.4577975165479,0.268297634751834,48
"Gonzalez","3","M","VA",53.0285714285714,17.9793715037983,48,24,144,1.35911273509405,0.339050647970333,48
"Gonzalez","3","M","YE",46.2818791946309,16.0960296165775,40,16,136,1.31863812555201,0.347782542469554,40
"Gonzalez","4","F","AK",88.6896551724138,28.4963502752632,88,8,160,2.64581970058837,0.32130410496992,72
"Gonzalez","4","F","GI",68.8,17.4841104333923,64,32,104,2.95535406458496,0.254129512113261,64
"Gonzalez","4","F","KA",72,22.8555984034192,72,32,120,2.63913717814081,0.317438866714156,64
"Gonzalez","4","F","MA",70.7826086956522,21.2643813228478,72,32,128,3.13526197866434,0.300418163652027,64
"Gonzalez","4","F","MU",99.4782608695652,22.5425416396395,100,48,160,3.32371643605167,0.226607717531341,88
"Gonzalez","4","F","RE",77.3333333333333,24.4404037064311,80,32,120,7.05533682950558,0.316039703100403,80
"Gonzalez","4","F","UM",75.5555555555556,25.6887351014236,72,32,128,4.28145585023726,0.339997964577665,72
"Gonzalez","4","F","VA",88.6881720430108,22.861577076065,88,40,144,2.37063510932359,0.25777481426698,72
"Gonzalez","4","F","YE",64.2758620689655,21.5062562121198,64,32,120,2.8239097873807,0.334593041926757,56
"Gonzalez","4","M","AK",75.8620689655172,21.9211973519702,80,24,120,2.35019904597003,0.288961237821425,88
"Gonzalez","4","M","GI",91.8620689655172,17.581898438717,88,64,120,3.26487657637214,0.191394540061109,104
"Gonzalez","4","M","KA",81.8245614035088,19.5385359217346,80,40,120,2.58794230380151,0.238785709163566,72
"Gonzalez","4","M","MA",74.7428571428571,18.4013152617237,72,40,120,3.11038997720931,0.24619496718667,80
"Gonzalez","4","M","MU",88,20.9356879586755,84,40,120,3.59044086389791,0.237905544984949,72
"Gonzalez","4","M","RE",71.2,9.57775199790292,72,56,80,3.02875111776015,0.134518988734592,80
"Gonzalez","4","M","UM",64.695652173913,23.2504834409342,56,32,104,4.84806093123011,0.359382472541321,48
"Gonzalez","4","M","VA",77.4603174603175,25.8960860144026,72,40,128,3.26260016781176,0.334314225185935,56
"Gonzalez","4","M","YE",53.7142857142857,16.4103230101879,48,24,96,2.19292165394342,0.305511332636476,40
"Gonzalez","5","F","AK",75,19.7109548000708,72,48,136,4.02348180026969,0.262812730667611,64
"Gonzalez","5","F","GI",92.8484848484848,18.6482593224562,88,72,144,3.24624527050717,0.200846135000345,96
"Gonzalez","5","F","KA",78.6666666666667,18.6220337730327,72,48,152,2.68785905292969,0.236720768301263,72
"Gonzalez","5","F","MA",85.1063829787234,30.6418540437984,80,40,168,4.46957377957838,0.360041785014631,80
"Gonzalez","5","F","MU",72.6666666666667,15.4292127492172,72,48,96,4.45403006707227,0.212328615814915,72
"Gonzalez","5","F","RE",78.1276595744681,17.7489950986535,80,48,128,2.58895701916126,0.227179403495837,80
"Gonzalez","5","F","UM",68.9523809523809,27.0674642153198,56,32,120,5.90660493510531,0.392553003122732,48
"Gonzalez","5","F","VA",56,12.7635845634794,52,40,88,3.68452949177471,0.227921152919276,48
"Gonzalez","5","M","AK",48.3636363636364,14.4964542612042,48,16,80,3.09065443310508,0.299738715927155,48
"Gonzalez","5","M","GI",44.5714285714286,13.0570821762744,40,24,72,2.20704971112364,0.292947356518977,40
"Gonzalez","5","M","KA",56.5333333333333,13.3648113274442,56,32,80,1.9923084423083,0.236405860744886,56
"Gonzalez","5","M","MA",54.9565217391304,16.832450830648,56,32,96,2.48180947735187,0.306286684418437,56
"Gonzalez","5","M","MU",41.4545454545455,6.00605754823639,40,32,48,1.81089448698018,0.144882967172369,40
"Gonzalez","5","M","RE",50.0266666666667,18.4639702718077,48,16,136,2.13203564134748,0.369082561403405,48
"Gonzalez","5","M","UM",47,7.93451458749245,48,32,64,1.61962600800219,0.16881945930835,48
"Gonzalez","5","M","VA",56.5106382978723,20.3895458512077,48,32,136,2.97412093223234,0.360808981553751,48
"Gonzalez","5","M","YE",41.6271186440678,11.4859709107042,40,24,72,1.495346044422,0.275925196959099,32
"Gonzalez","6","F","AK",73.3913043478261,13.1347531050429,72,56,96,2.73878534748237,0.178968792308049,64
"Gonzalez","6","F","GI",82.6666666666667,25.9405914680889,80,40,128,4.32343191134815,0.313797477436559,64
"Gonzalez","6","F","KA",64.5,16.2873139511916,64,40,112,2.35087127352411,0.252516495367312,64
"Gonzalez","6","F","MA",86,31.3334842308121,92,32,144,4.52259888882707,0.364342839893164,120
"Gonzalez","6","F","MU",62,11.3778093433906,60,48,88,3.28449064359739,0.183513053925654,56
"Gonzalez","6","F","RE",71.5,22.7118864745763,64,24,128,3.27817844247521,0.317648761882186,56
"Gonzalez","6","F","UM",64.7619047619048,12.3689318936793,64,40,88,2.69912222231137,0.190990860122989,56
"Gonzalez","6","F","VA",67.3333333333333,17.5464750841526,72,24,88,5.06523105658228,0.260591214121078,80
"Gonzalez","6","M","AK",39.6363636363636,9.06350848993844,40,24,64,1.93234650275003,0.228666498599364,40
"Gonzalez","6","M","GI",42.4444444444444,12.802777476435,40,24,80,2.1337962460725,0.301636118554751,32
"Gonzalez","6","M","KA",47,9.98722588365077,48,32,72,1.44153188809584,0.21249416773725,48
"Gonzalez","6","M","MA",48.4897959183673,12.9004561433882,48,24,88,1.84292230619832,0.266044760532838,48
"Gonzalez","6","M","MU",50.9090909090909,12.5335912288102,56,24,64,3.77901994378664,0.246195541994487,56
"Gonzalez","6","M","RE",52.6265060240964,16.9990751852991,48,32,112,1.86589090822346,0.323013562358018,48
"Gonzalez","6","M","UM",52.8695652173913,14.6203604850039,48,32,80,3.04855589983379,0.276536423647277,48
"Gonzalez","6","M","VA",60.936170212766,29.6790104834165,48,24,136,4.32912861182947,0.487050800530927,40
"Gonzalez","6","M","YE",37.2266666666667,8.47185058014199,32,16,56,0.978245042595853,0.227574782776021,32
"Gonzalez","7","F","AK",70.6666666666667,16.1155249659307,72,48,104,3.28956775863446,0.228049881593359,72
"Gonzalez","7","F","GI",96,16,96,64,136,2.66666666666667,0.166666666666667,96
"Gonzalez","7","F","KA",79.3469387755102,14.5910232397757,80,48,136,2.08443189139652,0.183888924575362,72
"Gonzalez","7","F","MA",92.6666666666667,24.3566875200704,88,40,144,3.51558502407007,0.262841951655436,80
"Gonzalez","7","F","MU",84,12.0604537831105,80,64,104,3.48155311911396,0.143576830751316,80
"Gonzalez","7","F","RE",83.4545454545455,21.5076563387072,80,48,144,3.24240119070004,0.257717014951829,72
"Gonzalez","7","F","UM",58.4347826086956,22.2951810670878,56,24,112,4.6488666165002,0.381539556951651,40
"Gonzalez","7","F","VA",77.3333333333333,19.3969694602643,76,40,112,5.59942276967326,0.250822880951693,72
"Gonzalez","7","M","AK",48.7272727272727,12.1085994986283,48,40,80,3.65088011578506,0.248497377770357,40
"Gonzalez","7","M","GI",58.7586206896552,13.5690171567798,56,40,88,2.51970322965845,0.230928108888858,48
"Gonzalez","7","M","KA",59.1020408163265,10.3042161637021,56,40,80,1.47203088052887,0.174346198902418,56
"Gonzalez","7","M","MA",64.3636363636364,14.8372424396695,64,32,88,2.23679845890551,0.23052212829995,72
"Gonzalez","7","M","MU",54,7.72245839330738,56,40,64,2.22928171609085,0.143008488764952,48
"Gonzalez","7","M","RE",60.5714285714286,14.7609756707974,56,24,120,1.61055448435311,0.243695353055617,56
"Gonzalez","7","M","UM",48,12.0604537831105,48,24,72,2.51477845384773,0.251259453814803,56
"Gonzalez","7","M","VA",63.2,19.4789263417821,56,32,112,2.75473618130147,0.308210859838324,48
"Gonzalez","7","M","YE",55.7611940298507,11.5654783498903,56,32,80,1.41294806372098,0.207410880471802,48
"Onder","1","F","AK",103.838709677419,21.5257936314324,104,24,168,0.966536666634863,0.207300280389688,104
"Onder","1","F","GI",85.9313131313131,15.4852459913912,88,48,128,0.696010047840359,0.180204926785279,88
"Onder","1","F","KA",93.8254364089776,21.0499275858985,96,48,152,1.05118322048127,0.224352034923062,80
"Onder","1","F","MA",86.9565217391304,23.0169536662828,88,24,152,1.16401737983242,0.264694967162252,72
"Onder","1","F","MU",103.603238866397,18.6972373146525,104,48,166,0.841228477054935,0.18046962159903,96
"Onder","1","F","RE",86.1691542288557,11.6409296785564,88,56,120,0.821087871328798,0.135093929872392,80
"Onder","1","F","UM",85.4873646209386,16.7205512027076,88,32,128,1.0046405548678,0.195590907227619,88
"Onder","1","F","VA",99.0626262626263,25.2535746692347,96,40,166,1.13506377124688,0.254925349972901,96
"Onder","1","F","YE",73.6969696969697,18.2347308320012,72,24,136,0.916329701861714,0.247428502243437,72
"Onder","1","M","AK",80.4372469635628,14.007934194495,80,40,136,0.630246755219078,0.174147359877203,80
"Onder","1","M","GI",63.1774193548387,11.6168101027425,64,40,104,0.521610171772689,0.183875983244839,56
"Onder","1","M","KA",71.0125944584383,14.4219369441655,72,24,120,0.723816266716517,0.203089847007438,72
"Onder","1","M","MA",68.68,15.0233769385112,64,32,120,0.751168846925562,0.218744568120432,64
"Onder","1","M","MU",83.9016393442623,14.0397849694629,80,48,128,0.635551203243432,0.167336241332012,80
"Onder","1","M","RE",66.68,13.3788102166848,64,48,112,0.94602474284257,0.200642024845303,64
"Onder","1","M","UM",67.8959107806691,12.9771736312148,64,32,120,0.791232240836654,0.191133361081734,72
"Onder","1","M","VA",76.0881763527054,13.757226669044,72,40,136,0.615858046561007,0.180806366093894,72
"Onder","1","M","YE",60.9045226130653,14.2091583496625,56,32,104,0.712240750694038,0.233302187424327,56
"Onder","2","F","AK",89.668016194332,21.2777228615794,88,32,168,0.957330010675756,0.237294453079742,88
"Onder","2","F","GI",88.2409638554217,15.5946570544715,88,48,152,0.698813292205155,0.176728090595458,88
"Onder","2","F","KA",87.5350701402806,17.8860817460391,88,32,160,0.800690984436007,0.204330466833185,88
"Onder","2","F","MA",98.1656565656566,23.5909136492187,96,32,160,1.0603327158457,0.240317382621897,96
"Onder","2","F","MU",91.7194388777555,17.7953968057943,88,48,144,0.796631368970243,0.194019904870026,88
"Onder","2","F","RE",85.0821643286573,20.47349306293,88,24,160,0.916519422652833,0.240632019935982,88
"Onder","2","F","UM",99.0253807106599,21.8312837951589,96,48,168,1.09984418848585,0.220461498238994,96
"Onder","2","F","VA",102.238383838384,22.4521024464375,104,24,168,1.00914695875992,0.219605412404888,104
"Onder","2","F","YE",76.6813627254509,16.5803590604361,72,32,136,0.742238809310092,0.216224105455718,72
"Onder","2","M","AK",70.2403258655804,17.6542555168089,64,32,128,0.79672539823264,0.251340740511285,64
"Onder","2","M","GI",77.9461697722567,16.5152136836543,80,32,128,0.75146824264465,0.211879733563669,80
"Onder","2","M","KA",77.952,14.8060844341961,80,32,136,0.662148225509281,0.189938480528994,80
"Onder","2","M","MA",75.5322580645161,17.1252948877342,72,32,144,0.76894844015227,0.22672822614553,64
"Onder","2","M","MU",71.871743486974,15.7729746746351,72,32,120,0.706095320318802,0.219460025726157,64
"Onder","2","M","RE",71.9839034205231,16.6675190712551,72,32,112,0.747640408931803,0.231545085487863,64
"Onder","2","M","UM",81.8646616541353,18.4606529641457,80,40,136,0.92418860689219,0.225502098110891,64
"Onder","2","M","VA",78.432,19.4078000144995,80,32,136,0.867943202522844,0.247447470605103,64
"Onder","2","M","YE",60.9416498993964,14.2211300540526,64,24,112,0.637904864163063,0.233356498839942,64
"Onder","3","F","AK",90.6719681908549,20.4113511673547,88,32,160,0.91009716615485,0.225112033791866,96
"Onder","3","F","GI",90.241935483871,25.2523013349473,88,32,168,1.13386180203358,0.27982889772417,72
"Onder","3","F","KA",97.2631578947368,19.2337911250475,96,40,160,0.865369174270287,0.197750016978302,88
"Onder","3","F","MA",94.3141153081511,23.6297119410491,96,40,168,1.0535967804522,0.250542687739201,80
"Onder","3","F","MU",111.005042016807,25.6635504101267,112,32,184,1.05210299177379,0.231192655251111,120
"Onder","3","F","RE",92.4929292929293,19.6878332952972,96,32,160,0.884902299992572,0.212857711890007,96
"Onder","3","F","UM",93.5062344139651,21.563060683375,96,24,160,1.07680786454428,0.230605593504197,88
"Onder","3","F","VA",113.32,23.1845078340855,112,48,184,1.15922539170427,0.204593256566233,112
"Onder","3","F","YE",90.1569416498994,19.889602494817,88,40,152,0.89217060314401,0.220610882876362,88
"Onder","3","M","AK",70.8893360160966,14.5443505189443,72,32,128,0.652403283484715,0.205169794729658,72
"Onder","3","M","GI",69.4040816326531,19.7734609605231,72,24,128,0.893273912281054,0.284903430682672,72
"Onder","3","M","KA",76.6746987951807,17.6346387919222,80,40,128,0.79022705969019,0.229992932075667,80
"Onder","3","M","MA",71.8396793587174,17.2886650860971,72,24,144,0.773946941757492,0.240656211726245,64
"Onder","3","M","MU",83.4545454545455,17.2549552862251,88,32,128,0.72146592455677,0.206758723473286,88
"Onder","3","M","RE",73.2369477911647,16.0445832677167,72,24,112,0.718974967914277,0.219077716256934,80
"Onder","3","M","UM",75.2405063291139,16.8465869578608,72,32,144,0.847643781356784,0.223903157750842,72
"Onder","3","M","VA",87.9195979899498,16.7287913878719,88,40,144,0.838538542755057,0.1902737474958,88
"Onder","3","M","YE",72.5301204819277,15.2196558413493,72,32,128,0.682009086033289,0.209839108776078,72
"Onder","4","F","AK",86.384,18.3542447570365,88,32,144,0.820826779048055,0.21247273519444,88
"Onder","4","F","KA",92.6868686868687,19.1581210278909,96,32,144,1.9254636102343,0.206697251717655,96
