"Supervisor.PI","Condition","Batch","Population","Mean"
"Wegener","18_LD_DD","1","UM",7.64
"Wegener","18_LD_DD","2","AK",6.16
"Wegener","18_LD_DD","2","GI",3.49
"Wegener","18_LD_DD","2","KA",7.01
"Wegener","18_LD_DD","2","MA",9.79
"Wegener","18_LD_DD","2","RE",3.74
"Wegener","18_LD_DD","2","VA",3.35
"Wegener","18_LD_DD","3","MU",3.5
"Wegener","18_LD_DD","3","YE",5.11
