"Supervisor.PI","Sex","Population","Mean","SD","Median","Min","Max","SE","CV","Mode"
"Schmidt","F","VA",1011.90347474702,41.7037955104852,1017.174937,826.4975741,1114.470579,3.21751767670096,0.0412132150459422,1026.617218
"Schmidt","F","YE",1008.59652173913,51.1959762962724,1014.175,658.3,1104.67,3.77421744619107,0.0507596201184541,1035.44
"Posnien","F","AK",880.6644,40.0334022661939,882.0175,774.453,946.56,7.30906582495761,0.045458181648076,774.453
"Posnien","F","GI",944.377,45.4864855700816,953.167,842.913,1030.302,8.30465806945564,0.0481656007824011,1000.017
"Posnien","F","KA",928.605066666667,53.977271079935,935.4485,777.907,1010.196,9.8548563210172,0.0581272631579456,1010.196
"Posnien","F","MA",881.997566666667,40.2694011444159,884.5265,825.284,1006.642,7.35215312800698,0.0456570433596615,1006.642
"Posnien","F","MU",866.2315,70.8127360465372,879.269,708.228,1014.435,12.9285776304492,0.0817480500842295,1014.435
"Posnien","F","RE",902.772233333333,37.7941559911266,902.268,831.708,977.554,6.90023725940302,0.0418645529798564,831.708
"Posnien","F","UM",908.430766666667,38.261930808828,913.6535,813.734,969.74,6.98564086589899,0.0421187086708035,813.734
"Posnien","F","VA",898.429333333333,46.6297130951214,899.7665,783.215,981.388,8.513381904064,0.0519013698296301,783.215
"Posnien","F","YE",941.845333333333,42.3645039913933,944.3035,877.521,1017.384,7.73466482453459,0.044980319477147,1006.15
"Posnien","M","AK",777.155233333333,48.8574171764183,794.0885,615.31,836.908,8.92010316298822,0.0628669988708197,615.31
"Posnien","M","GI",841.228466666667,34.1795922210228,839.712,759.286,901.432,6.24031122192743,0.0406305701428032,759.286
"Posnien","M","KA",823.5589,41.3849142324125,828.214,740.922,892.449,7.5558170218363,0.050251310783494,740.922
"Posnien","M","MA",785.430966666667,40.5526747402074,787.584,707.447,855.833,7.40387157412719,0.0516311126773001,707.447
"Posnien","M","MU",756.664233333333,69.4580185965413,765.758,604.647,935.339,12.6812411949797,0.0917950334332017,604.647
"Posnien","M","RE",802.592633333333,32.9769748622856,802.1845,718.609,871.395,6.02074433678488,0.0410880607330339,718.609
"Posnien","M","UM",821.888433333333,30.9198421123722,814.809,767.802,879.795,5.6451649998148,0.0376204857719807,767.802
"Posnien","M","VA",796.667833333333,35.3806072773786,799.2835,725.263,876.912,6.45958556801722,0.0444107390772171,725.263
"Posnien","M","YE",819.560333333333,31.0121282185483,823.52,761.52,874.238,5.6620140605138,0.0378399575445716,761.52
"Ritchie","F","AK",952.488461538462,70.0309249307056,970,745,1089,5.60696135920827,0.0735241714294276,985
"Ritchie","F","GI",970.180904522613,67.3776289731718,984,740,1074,4.77627348171066,0.0694485210532211,1016
"Ritchie","F","KA",965.851282051282,73.6814223245626,964,704,1232,5.27643624670004,0.0762865087967554,948
"Ritchie","F","MA",981.027906976744,63.3872474776673,989,668,1128,4.32297439743832,0.0646130930902967,988
"Ritchie","F","MU",976.280898876405,40.9095423309562,976,863,1079,4.3364028142844,0.0419034546082369,975
"Ritchie","F","YE",994.873170731707,50.7975944331156,1001,790,1118,3.5478578904304,0.0510593670907369,1031
"Ritchie","M","AK",823.937888198758,61.5366445137564,835,621,989,4.84976699063277,0.0746860235402986,835
"Ritchie","M","GI",827.69696969697,114.67344538761,847,300,1809,8.14948690120144,0.138545203843857,820
"Ritchie","M","KA",817.402010050251,97.0437743358812,841,460,969,6.87925076897765,0.118722211522229,853
"Ritchie","M","MA",842.984536082474,61.8878709273342,854,622,986,4.44329018517611,0.073415191238193,857
"Ritchie","M","MU",848.481481481482,37.7667549278168,845,753,941,4.19630610309076,0.0445109949387164,840
"Ritchie","M","YE",851.760416666667,49.7967060437713,859.5,705,979,3.59376770489101,0.0584632780173666,826
