"Supervisor.PI","Sex","Population","Mean","SD","Median","Min","Max","SE","CV","Mode"
"Kozeretska","F","AK",936.533823529412,57.1104299641533,936,735,1112,2.19008501402627,0.0609806378897535,912
"Kozeretska","F","GI",935.6,57.0372149315457,940,747,1088,3.18847724585505,0.0609632481098179,940
"Kozeretska","F","KA",911.622916666667,61.7942026575368,912,723,1126,2.82050655988155,0.0677848280553172,900
"Kozeretska","F","MA",963.709515859766,63.2499349710771,960,771,1153,2.58432228237394,0.0656317426881991,956
"Kozeretska","F","MU",941.8296875,67.9201228814698,948,683,1096,2.68477859079954,0.0721150795976261,980
"Kozeretska","F","RE",962.125,59.9304480134167,964,719,1100,2.85707200687603,0.0622896692357195,988
"Kozeretska","F","UM",941.880434782609,58.5662469418718,948,735,1100,2.73066534369425,0.0621801290047915,948
"Kozeretska","F","VA",958.781121751026,58.9963195912702,964,791,1096,2.182057703459,0.0615326253853695,980
"Kozeretska","F","YE",951.358695652174,63.4083115727621,956,707,1116,2.95642777120003,0.0666502675200699,940
"Kozeretska","M","AK",835.327941176471,53.2422406014954,839,639,968,2.04174672345675,0.0637381296338649,827
"Kozeretska","M","GI",832.5125,53.916688025591,839,627,976,3.01403448867176,0.0647638179914307,823
"Kozeretska","M","KA",812.504166666667,54.6196564613461,815,631,963,2.49303482725517,0.0672238478301294,811
"Kozeretska","M","MA",862.658291457286,58.7942364011026,859,687,1028,2.40628790826629,0.0681547224240801,859
"Kozeretska","M","MU",837.3484375,68.1661793712566,847,606,992,2.69450482755944,0.0814071852510702,876
"Kozeretska","M","RE",859.693181818182,53.5138323196355,857,699,992,2.55117185619671,0.0622475942015244,835
"Kozeretska","M","UM",838.99347826087,54.0176074827326,843,651,976,2.5185839353643,0.0643838228572461,867
"Kozeretska","M","VA",858.601369863014,57.1045175449966,859,647,1197,2.11353301695592,0.0665087659411811,859
"Kozeretska","M","YE",846.184782608696,60.3604152102478,851,651,988,2.81431887054689,0.0713324281537694,867
"Schmidt","F","AK",995.04655,36.583032596647,1001.005,842.66,1087.19,2.58681104254576,0.0367651469136263,1006.94
"Schmidt","F","GI",1022.67583333333,38.898735232152,1026.445,879.3,1114.67,3.55095245751177,0.0380362319752532,1012.01
"Schmidt","F","KA",1005.47171941361,44.8682755846672,1016.631212,859.8640265,1113.017376,3.24655447963272,0.0446241050030071,1000.68344
"Schmidt","F","MA",1015.62730769231,37.0787297800733,1020.645,884.4,1117.08,2.7484583112141,0.0365082048299027,1027.35
"Schmidt","F","MU",1004.68456852792,33.809135696925,1009.6,864.66,1091.02,2.40880118104683,0.0336514929720307,1006.87
"Schmidt","F","RE",1037.73351771508,39.5941190403337,1041.475442,875.5181871,1126.949866,3.52732447571598,0.0381544186098118,1005.919682
"Schmidt","F","UM",1010.42727465137,41.1239095332715,1015.7525535,803.8712096,1091.4,3.40343896920865,0.0406995244140263,1000.57
