Supervisor.PI	Diet	Batch	Population	Line	Sex	ReplicateVialOld	ReplicateVial	Individual	Censor	LSL_AgeAtDeath_days	Country	Latitude	Longitude	Altitude	Population_Lat	Population_Lon	Population_Alt	Color	StatusT	StatusM	Wolbachia	PC.ratio
Pasyukova	S	1	VA	VA34	F	3	Pasyukova_1_VA34_3	3	0	28	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.143
Pasyukova	S	1	VA	VA34	F	3	Pasyukova_1_VA34_3	4	0	30	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.143
Pasyukova	S	1	VA	VA34	F	3	Pasyukova_1_VA34_3	5	0	34	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.143
Pasyukova	S	1	VA	VA34	F	3	Pasyukova_1_VA34_3	6	0	49	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.143
Pasyukova	S	1	VA	VA34	F	3	Pasyukova_1_VA34_3	7	0	50	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.143
Pasyukova	S	1	VA	VA34	F	3	Pasyukova_1_VA34_3	8	0	50	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.143
Pasyukova	S	1	VA	VA34	F	3	Pasyukova_1_VA34_3	9	0	50	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.143
Pasyukova	S	1	VA	VA34	F	3	Pasyukova_1_VA34_3	10	0	56	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.143
Pasyukova	S	1	VA	VA34	M	3	Pasyukova_1_VA34_3	1	0	22	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.143
Pasyukova	S	1	VA	VA34	M	3	Pasyukova_1_VA34_3	2	0	29	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.143
Pasyukova	S	1	VA	VA34	M	3	Pasyukova_1_VA34_3	3	0	43	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.143
Pasyukova	S	1	VA	VA34	M	3	Pasyukova_1_VA34_3	4	0	47	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.143
Pasyukova	S	1	VA	VA34	M	3	Pasyukova_1_VA34_3	5	0	47	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.143
Pasyukova	S	1	VA	VA34	M	3	Pasyukova_1_VA34_3	6	0	47	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.143
Pasyukova	S	1	VA	VA34	M	3	Pasyukova_1_VA34_3	7	0	52	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.143
Pasyukova	S	1	VA	VA34	M	3	Pasyukova_1_VA34_3	8	0	55	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.143
Pasyukova	S	1	VA	VA34	M	3	Pasyukova_1_VA34_3	9	0	69	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.143
Pasyukova	S	1	VA	VA34	M	3	Pasyukova_1_VA34_3	10	0	75	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.143
Pasyukova	S	1	VA	VA35	F	1	Pasyukova_1_VA35_1	1	0	13	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.143
Pasyukova	S	1	VA	VA35	F	1	Pasyukova_1_VA35_1	2	0	29	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.143
Pasyukova	S	1	VA	VA35	F	1	Pasyukova_1_VA35_1	3	0	31	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.143
Pasyukova	S	1	VA	VA35	F	1	Pasyukova_1_VA35_1	4	0	44	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.143
Pasyukova	S	1	VA	VA35	F	1	Pasyukova_1_VA35_1	5	0	49	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.143
Pasyukova	S	1	VA	VA35	F	1	Pasyukova_1_VA35_1	6	0	51	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.143
Pasyukova	S	1	VA	VA35	F	1	Pasyukova_1_VA35_1	7	0	53	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.143
Pasyukova	S	1	VA	VA35	F	1	Pasyukova_1_VA35_1	8	0	56	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.143
Pasyukova	S	1	VA	VA35	F	1	Pasyukova_1_VA35_1	9	0	65	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.143
Pasyukova	S	1	VA	VA35	F	1	Pasyukova_1_VA35_1	10	0	65	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.143
Pasyukova	S	1	VA	VA35	M	1	Pasyukova_1_VA35_1	1	0	27	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.143
Pasyukova	S	1	VA	VA35	M	1	Pasyukova_1_VA35_1	2	0	38	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.143
Pasyukova	S	1	VA	VA35	M	1	Pasyukova_1_VA35_1	3	0	41	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.143
Pasyukova	S	1	VA	VA35	M	1	Pasyukova_1_VA35_1	4	0	48	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.143
Pasyukova	S	1	VA	VA35	M	1	Pasyukova_1_VA35_1	5	0	54	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.143
Pasyukova	S	1	VA	VA35	M	1	Pasyukova_1_VA35_1	6	0	54	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.143
Pasyukova	S	1	VA	VA35	M	1	Pasyukova_1_VA35_1	7	0	54	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.143
Pasyukova	S	1	VA	VA35	M	1	Pasyukova_1_VA35_1	8	0	54	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.143
Pasyukova	S	1	VA	VA35	M	1	Pasyukova_1_VA35_1	9	0	54	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.143
Pasyukova	S	1	VA	VA35	M	1	Pasyukova_1_VA35_1	10	0	58	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.143
Pasyukova	S	1	VA	VA35	F	2	Pasyukova_1_VA35_2	1	0	17	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.143
Pasyukova	S	1	VA	VA35	F	2	Pasyukova_1_VA35_2	2	0	20	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.143
Pasyukova	S	1	VA	VA35	F	2	Pasyukova_1_VA35_2	3	0	33	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.143
Pasyukova	S	1	VA	VA35	F	2	Pasyukova_1_VA35_2	4	0	44	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.143
Pasyukova	S	1	VA	VA35	F	2	Pasyukova_1_VA35_2	5	0	49	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.143
Pasyukova	S	1	VA	VA35	F	2	Pasyukova_1_VA35_2	6	0	52	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.143
Pasyukova	S	1	VA	VA35	F	2	Pasyukova_1_VA35_2	7	0	52	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.143
Pasyukova	S	1	VA	VA35	F	2	Pasyukova_1_VA35_2	8	0	52	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.143
Pasyukova	S	1	VA	VA35	F	2	Pasyukova_1_VA35_2	9	0	52	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.143
Pasyukova	S	1	VA	VA35	F	2	Pasyukova_1_VA35_2	10	0	60	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.143
Pasyukova	S	1	VA	VA35	M	2	Pasyukova_1_VA35_2	1	0	26	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.143
Pasyukova	S	1	VA	VA35	M	2	Pasyukova_1_VA35_2	2	0	36	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.143
Pasyukova	S	1	VA	VA35	M	2	Pasyukova_1_VA35_2	3	0	45	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.143
Pasyukova	S	1	VA	VA35	M	2	Pasyukova_1_VA35_2	4	0	48	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.143
Pasyukova	S	1	VA	VA35	M	2	Pasyukova_1_VA35_2	5	0	48	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.143
Pasyukova	S	1	VA	VA35	M	2	Pasyukova_1_VA35_2	6	0	48	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.143
Pasyukova	S	1	VA	VA35	M	2	Pasyukova_1_VA35_2	7	0	51	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.143
Pasyukova	S	1	VA	VA35	M	2	Pasyukova_1_VA35_2	8	0	53	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.143
Pasyukova	S	1	VA	VA35	M	2	Pasyukova_1_VA35_2	9	0	67	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.143
Pasyukova	S	1	VA	VA35	M	2	Pasyukova_1_VA35_2	10	0	67	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.143
Pasyukova	S	1	VA	VA35	F	3	Pasyukova_1_VA35_3	1	0	4	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.143
Pasyukova	S	1	VA	VA35	F	3	Pasyukova_1_VA35_3	2	0	26	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.143
Pasyukova	S	1	VA	VA35	F	3	Pasyukova_1_VA35_3	3	0	32	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.143
Pasyukova	S	1	VA	VA35	F	3	Pasyukova_1_VA35_3	4	0	37	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.143
Pasyukova	S	1	VA	VA35	F	3	Pasyukova_1_VA35_3	5	0	43	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.143
Pasyukova	S	1	VA	VA35	F	3	Pasyukova_1_VA35_3	6	0	48	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.143
Pasyukova	S	1	VA	VA35	F	3	Pasyukova_1_VA35_3	7	0	48	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.143
Pasyukova	S	1	VA	VA35	F	3	Pasyukova_1_VA35_3	8	0	48	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.143
Pasyukova	S	1	VA	VA35	F	3	Pasyukova_1_VA35_3	9	0	48	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.143
Pasyukova	S	1	VA	VA35	F	3	Pasyukova_1_VA35_3	10	0	79	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.143
Pasyukova	S	1	VA	VA35	M	3	Pasyukova_1_VA35_3	1	0	31	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.143
Pasyukova	S	1	VA	VA35	M	3	Pasyukova_1_VA35_3	2	0	31	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.143
Pasyukova	S	1	VA	VA35	M	3	Pasyukova_1_VA35_3	3	0	40	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.143
Pasyukova	S	1	VA	VA35	M	3	Pasyukova_1_VA35_3	4	0	44	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.143
Pasyukova	S	1	VA	VA35	M	3	Pasyukova_1_VA35_3	5	0	47	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.143
Pasyukova	S	1	VA	VA35	M	3	Pasyukova_1_VA35_3	6	0	47	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.143
Pasyukova	S	1	VA	VA35	M	3	Pasyukova_1_VA35_3	7	0	47	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.143
Pasyukova	S	1	VA	VA35	M	3	Pasyukova_1_VA35_3	8	0	55	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.143
Pasyukova	S	1	VA	VA35	M	3	Pasyukova_1_VA35_3	9	0	64	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.143
Pasyukova	S	1	VA	VA35	M	3	Pasyukova_1_VA35_3	10	0	64	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.143
Pasyukova	S	1	VA	VA44	F	1	Pasyukova_1_VA44_1	1	0	21	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.143
Pasyukova	S	1	VA	VA44	F	1	Pasyukova_1_VA44_1	2	0	21	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.143
Pasyukova	S	1	VA	VA44	F	1	Pasyukova_1_VA44_1	3	0	26	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.143
Pasyukova	S	1	VA	VA44	F	1	Pasyukova_1_VA44_1	4	0	41	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.143
Pasyukova	S	1	VA	VA44	F	1	Pasyukova_1_VA44_1	5	0	44	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.143
Pasyukova	S	1	VA	VA44	F	1	Pasyukova_1_VA44_1	6	0	57	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.143
Pasyukova	S	1	VA	VA44	F	1	Pasyukova_1_VA44_1	7	0	57	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.143
Pasyukova	S	1	VA	VA44	F	1	Pasyukova_1_VA44_1	8	0	59	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.143
Pasyukova	S	1	VA	VA44	F	1	Pasyukova_1_VA44_1	9	0	59	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.143
Pasyukova	S	1	VA	VA44	F	1	Pasyukova_1_VA44_1	10	0	59	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.143
Pasyukova	S	1	VA	VA44	M	1	Pasyukova_1_VA44_1	1	0	12	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.143
Pasyukova	S	1	VA	VA44	M	1	Pasyukova_1_VA44_1	2	0	14	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.143
Pasyukova	S	1	VA	VA44	M	1	Pasyukova_1_VA44_1	3	0	15	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.143
Pasyukova	S	1	VA	VA44	M	1	Pasyukova_1_VA44_1	4	0	45	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.143
Pasyukova	S	1	VA	VA44	M	1	Pasyukova_1_VA44_1	5	0	56	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.143
Pasyukova	S	1	VA	VA44	M	1	Pasyukova_1_VA44_1	6	0	56	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.143
Pasyukova	S	1	VA	VA44	M	1	Pasyukova_1_VA44_1	7	0	58	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.143
Pasyukova	S	1	VA	VA44	M	1	Pasyukova_1_VA44_1	8	0	58	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.143
Pasyukova	S	1	VA	VA44	M	1	Pasyukova_1_VA44_1	9	0	67	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.143
Pasyukova	S	1	VA	VA44	M	1	Pasyukova_1_VA44_1	10	0	72	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.143
Pasyukova	S	1	VA	VA44	F	2	Pasyukova_1_VA44_2	1	0	48	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.143
Pasyukova	S	1	VA	VA44	F	2	Pasyukova_1_VA44_2	2	0	48	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.143
Pasyukova	S	1	VA	VA44	F	2	Pasyukova_1_VA44_2	3	0	48	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.143
Pasyukova	S	1	VA	VA44	F	2	Pasyukova_1_VA44_2	4	0	52	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.143
Pasyukova	S	1	VA	VA44	F	2	Pasyukova_1_VA44_2	5	0	52	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.143
Pasyukova	S	1	VA	VA44	F	2	Pasyukova_1_VA44_2	6	0	71	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.143
Pasyukova	S	1	VA	VA44	F	2	Pasyukova_1_VA44_2	7	0	76	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.143
Pasyukova	S	1	VA	VA44	F	2	Pasyukova_1_VA44_2	8	0	79	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.143
Pasyukova	S	1	VA	VA44	F	2	Pasyukova_1_VA44_2	9	0	80	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.143
Pasyukova	S	1	VA	VA44	F	2	Pasyukova_1_VA44_2	10	0	89	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.143
Pasyukova	S	1	VA	VA44	M	2	Pasyukova_1_VA44_2	1	0	10	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.143
Pasyukova	S	1	VA	VA44	M	2	Pasyukova_1_VA44_2	2	0	47	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.143
Pasyukova	S	1	VA	VA44	M	2	Pasyukova_1_VA44_2	3	0	53	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.143
Pasyukova	S	1	VA	VA44	M	2	Pasyukova_1_VA44_2	4	0	66	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.143
Pasyukova	S	1	VA	VA44	M	2	Pasyukova_1_VA44_2	5	0	66	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.143
Pasyukova	S	1	VA	VA44	M	2	Pasyukova_1_VA44_2	6	0	66	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.143
Pasyukova	S	1	VA	VA44	M	2	Pasyukova_1_VA44_2	7	0	66	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.143
Pasyukova	S	1	VA	VA44	M	2	Pasyukova_1_VA44_2	8	0	77	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.143
Pasyukova	S	1	VA	VA44	M	2	Pasyukova_1_VA44_2	9	0	77	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.143
Pasyukova	S	1	VA	VA44	M	2	Pasyukova_1_VA44_2	10	0	89	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.143
Pasyukova	S	1	VA	VA44	F	3	Pasyukova_1_VA44_3	1	0	32	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.143
Pasyukova	S	1	VA	VA44	F	3	Pasyukova_1_VA44_3	2	0	35	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.143
Pasyukova	S	1	VA	VA44	F	3	Pasyukova_1_VA44_3	3	0	48	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.143
Pasyukova	S	1	VA	VA44	F	3	Pasyukova_1_VA44_3	4	0	48	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.143
Pasyukova	S	1	VA	VA44	F	3	Pasyukova_1_VA44_3	5	0	48	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.143
Pasyukova	S	1	VA	VA44	F	3	Pasyukova_1_VA44_3	6	0	48	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.143
Pasyukova	S	1	VA	VA44	F	3	Pasyukova_1_VA44_3	7	0	48	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.143
Pasyukova	S	1	VA	VA44	F	3	Pasyukova_1_VA44_3	8	0	48	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.143
Pasyukova	S	1	VA	VA44	F	3	Pasyukova_1_VA44_3	9	0	60	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.143
Pasyukova	S	1	VA	VA44	F	3	Pasyukova_1_VA44_3	10	0	66	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.143
Pasyukova	S	1	VA	VA44	M	3	Pasyukova_1_VA44_3	1	0	5	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.143
Pasyukova	S	1	VA	VA44	M	3	Pasyukova_1_VA44_3	2	0	47	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.143
Pasyukova	S	1	VA	VA44	M	3	Pasyukova_1_VA44_3	3	0	47	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.143
Pasyukova	S	1	VA	VA44	M	3	Pasyukova_1_VA44_3	4	0	47	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.143
Pasyukova	S	1	VA	VA44	M	3	Pasyukova_1_VA44_3	5	0	47	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.143
Pasyukova	S	1	VA	VA44	M	3	Pasyukova_1_VA44_3	6	0	55	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.143
Pasyukova	S	1	VA	VA44	M	3	Pasyukova_1_VA44_3	7	0	59	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.143
Pasyukova	S	1	VA	VA44	M	3	Pasyukova_1_VA44_3	8	0	64	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.143
Pasyukova	S	1	VA	VA44	M	3	Pasyukova_1_VA44_3	9	0	64	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.143
Pasyukova	S	1	VA	VA44	M	3	Pasyukova_1_VA44_3	10	0	75	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.143
Pasyukova	S	1	VA	VA46	F	1	Pasyukova_1_VA46_1	1	0	26	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.143
Pasyukova	S	1	VA	VA46	F	1	Pasyukova_1_VA46_1	2	0	26	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.143
Pasyukova	S	1	VA	VA46	F	1	Pasyukova_1_VA46_1	3	0	33	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.143
Pasyukova	S	1	VA	VA46	F	1	Pasyukova_1_VA46_1	4	0	43	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.143
Pasyukova	S	1	VA	VA46	F	1	Pasyukova_1_VA46_1	5	0	44	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.143
Pasyukova	S	1	VA	VA46	F	1	Pasyukova_1_VA46_1	6	0	44	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.143
Pasyukova	S	1	VA	VA46	F	1	Pasyukova_1_VA46_1	7	0	44	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.143
Pasyukova	S	1	VA	VA46	F	1	Pasyukova_1_VA46_1	8	0	57	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.143
Pasyukova	S	1	VA	VA46	F	1	Pasyukova_1_VA46_1	9	0	63	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.143
Pasyukova	S	1	VA	VA46	F	1	Pasyukova_1_VA46_1	10	0	63	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.143
Pasyukova	S	1	VA	VA46	M	1	Pasyukova_1_VA46_1	1	0	14	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.143
Pasyukova	S	1	VA	VA46	M	1	Pasyukova_1_VA46_1	2	0	23	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.143
Pasyukova	S	1	VA	VA46	M	1	Pasyukova_1_VA46_1	3	0	31	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.143
Pasyukova	S	1	VA	VA46	M	1	Pasyukova_1_VA46_1	4	0	48	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.143
Pasyukova	S	1	VA	VA46	M	1	Pasyukova_1_VA46_1	5	0	49	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.143
Pasyukova	S	1	VA	VA46	M	1	Pasyukova_1_VA46_1	6	0	49	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.143
Pasyukova	S	1	VA	VA46	M	1	Pasyukova_1_VA46_1	7	0	53	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.143
Pasyukova	S	1	VA	VA46	M	1	Pasyukova_1_VA46_1	8	0	56	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.143
Pasyukova	S	1	VA	VA46	M	1	Pasyukova_1_VA46_1	9	0	67	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.143
Pasyukova	S	1	VA	VA46	M	1	Pasyukova_1_VA46_1	10	0	72	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.143
Pasyukova	S	1	VA	VA46	F	2	Pasyukova_1_VA46_2	1	0	3	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.143
Pasyukova	S	1	VA	VA46	F	2	Pasyukova_1_VA46_2	2	0	17	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.143
Pasyukova	S	1	VA	VA46	F	2	Pasyukova_1_VA46_2	3	0	22	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.143
Pasyukova	S	1	VA	VA46	F	2	Pasyukova_1_VA46_2	4	0	26	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.143
Pasyukova	S	1	VA	VA46	F	2	Pasyukova_1_VA46_2	5	0	33	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.143
Pasyukova	S	1	VA	VA46	F	2	Pasyukova_1_VA46_2	6	0	33	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.143
Pasyukova	S	1	VA	VA46	F	2	Pasyukova_1_VA46_2	7	0	43	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.143
Pasyukova	S	1	VA	VA46	F	2	Pasyukova_1_VA46_2	8	0	47	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.143
Pasyukova	S	1	VA	VA46	F	2	Pasyukova_1_VA46_2	9	0	47	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.143
Pasyukova	S	1	VA	VA46	F	2	Pasyukova_1_VA46_2	10	0	49	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.143
Pasyukova	S	1	VA	VA46	M	2	Pasyukova_1_VA46_2	1	0	2	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.143
Pasyukova	S	1	VA	VA46	M	2	Pasyukova_1_VA46_2	2	0	27	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.143
Pasyukova	S	1	VA	VA46	M	2	Pasyukova_1_VA46_2	3	0	27	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.143
Pasyukova	S	1	VA	VA46	M	2	Pasyukova_1_VA46_2	4	0	32	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.143
Pasyukova	S	1	VA	VA46	M	2	Pasyukova_1_VA46_2	5	0	44	Russia	57.979	33.244	217	VA	VA	VA	#095888	+	+	+	0.143
