Supervisor.PI	Diet	Batch	Population	Line	Sex	ReplicateVialOld	ReplicateVial	Individual	Censor	LSL_AgeAtDeath_days	Country	Latitude	Longitude	Altitude	Population_Lat	Population_Lon	Population_Alt	Color	StatusT	StatusM	Wolbachia	PC.ratio
Pasyukova	S	1	MA	MA32	F	3	Pasyukova_1_MA32_3	5	0	52	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.143
Pasyukova	S	1	MA	MA32	F	3	Pasyukova_1_MA32_3	6	0	52	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.143
Pasyukova	S	1	MA	MA32	F	3	Pasyukova_1_MA32_3	7	0	55	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.143
Pasyukova	S	1	MA	MA32	F	3	Pasyukova_1_MA32_3	8	0	56	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.143
Pasyukova	S	1	MA	MA32	F	3	Pasyukova_1_MA32_3	9	0	64	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.143
Pasyukova	S	1	MA	MA32	F	3	Pasyukova_1_MA32_3	10	0	70	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.143
Pasyukova	S	1	MA	MA32	M	3	Pasyukova_1_MA32_3	1	0	17	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.143
Pasyukova	S	1	MA	MA32	M	3	Pasyukova_1_MA32_3	2	0	29	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.143
Pasyukova	S	1	MA	MA32	M	3	Pasyukova_1_MA32_3	3	0	59	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.143
Pasyukova	S	1	MA	MA32	M	3	Pasyukova_1_MA32_3	4	0	60	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.143
Pasyukova	S	1	MA	MA32	M	3	Pasyukova_1_MA32_3	5	0	60	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.143
Pasyukova	S	1	MA	MA32	M	3	Pasyukova_1_MA32_3	6	0	60	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.143
Pasyukova	S	1	MA	MA32	M	3	Pasyukova_1_MA32_3	7	0	67	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.143
Pasyukova	S	1	MA	MA32	M	3	Pasyukova_1_MA32_3	8	0	71	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.143
Pasyukova	S	1	MA	MA32	M	3	Pasyukova_1_MA32_3	9	0	84	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.143
Pasyukova	S	1	MA	MA32	M	3	Pasyukova_1_MA32_3	10	0	100	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.143
Pasyukova	S	2	MA	MA3	F	1	Pasyukova_2_MA3_1	1	0	8	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.143
Pasyukova	S	2	MA	MA3	F	1	Pasyukova_2_MA3_1	2	0	18	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.143
Pasyukova	S	2	MA	MA3	F	1	Pasyukova_2_MA3_1	3	0	21	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.143
Pasyukova	S	2	MA	MA3	F	1	Pasyukova_2_MA3_1	4	0	26	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.143
Pasyukova	S	2	MA	MA3	F	1	Pasyukova_2_MA3_1	5	0	29	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.143
Pasyukova	S	2	MA	MA3	F	1	Pasyukova_2_MA3_1	6	0	29	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.143
Pasyukova	S	2	MA	MA3	F	1	Pasyukova_2_MA3_1	7	0	37	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.143
Pasyukova	S	2	MA	MA3	F	1	Pasyukova_2_MA3_1	8	0	42	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.143
Pasyukova	S	2	MA	MA3	F	1	Pasyukova_2_MA3_1	9	0	47	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.143
Pasyukova	S	2	MA	MA3	F	1	Pasyukova_2_MA3_1	10	0	47	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.143
Pasyukova	S	2	MA	MA3	M	1	Pasyukova_2_MA3_1	1	0	7	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.143
Pasyukova	S	2	MA	MA3	M	1	Pasyukova_2_MA3_1	2	0	9	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.143
Pasyukova	S	2	MA	MA3	M	1	Pasyukova_2_MA3_1	3	0	11	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.143
Pasyukova	S	2	MA	MA3	M	1	Pasyukova_2_MA3_1	4	0	15	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.143
Pasyukova	S	2	MA	MA3	M	1	Pasyukova_2_MA3_1	5	0	17	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.143
Pasyukova	S	2	MA	MA3	M	1	Pasyukova_2_MA3_1	6	0	31	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.143
Pasyukova	S	2	MA	MA3	M	1	Pasyukova_2_MA3_1	7	0	44	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.143
Pasyukova	S	2	MA	MA3	M	1	Pasyukova_2_MA3_1	8	0	44	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.143
Pasyukova	S	2	MA	MA3	M	1	Pasyukova_2_MA3_1	9	0	46	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.143
Pasyukova	S	2	MA	MA3	M	1	Pasyukova_2_MA3_1	10	0	48	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.143
Pasyukova	S	2	MA	MA3	F	2	Pasyukova_2_MA3_2	1	0	7	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.143
Pasyukova	S	2	MA	MA3	F	2	Pasyukova_2_MA3_2	2	0	7	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.143
Pasyukova	S	2	MA	MA3	F	2	Pasyukova_2_MA3_2	3	0	9	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.143
Pasyukova	S	2	MA	MA3	F	2	Pasyukova_2_MA3_2	4	0	21	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.143
Pasyukova	S	2	MA	MA3	F	2	Pasyukova_2_MA3_2	5	0	29	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.143
Pasyukova	S	2	MA	MA3	F	2	Pasyukova_2_MA3_2	6	0	50	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.143
Pasyukova	S	2	MA	MA3	F	2	Pasyukova_2_MA3_2	7	0	58	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.143
Pasyukova	S	2	MA	MA3	F	2	Pasyukova_2_MA3_2	8	0	58	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.143
Pasyukova	S	2	MA	MA3	F	2	Pasyukova_2_MA3_2	9	0	68	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.143
Pasyukova	S	2	MA	MA3	F	2	Pasyukova_2_MA3_2	10	0	68	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.143
Pasyukova	S	2	MA	MA3	M	2	Pasyukova_2_MA3_2	1	0	10	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.143
Pasyukova	S	2	MA	MA3	M	2	Pasyukova_2_MA3_2	2	0	13	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.143
Pasyukova	S	2	MA	MA3	M	2	Pasyukova_2_MA3_2	3	0	15	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.143
Pasyukova	S	2	MA	MA3	M	2	Pasyukova_2_MA3_2	4	0	30	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.143
Pasyukova	S	2	MA	MA3	M	2	Pasyukova_2_MA3_2	5	0	30	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.143
Pasyukova	S	2	MA	MA3	M	2	Pasyukova_2_MA3_2	6	0	44	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.143
Pasyukova	S	2	MA	MA3	M	2	Pasyukova_2_MA3_2	7	0	44	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.143
Pasyukova	S	2	MA	MA3	M	2	Pasyukova_2_MA3_2	8	0	57	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.143
Pasyukova	S	2	MA	MA3	M	2	Pasyukova_2_MA3_2	9	0	57	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.143
Pasyukova	S	2	MA	MA3	M	2	Pasyukova_2_MA3_2	10	0	57	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.143
Pasyukova	S	2	MA	MA3	F	3	Pasyukova_2_MA3_3	1	0	3	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.143
Pasyukova	S	2	MA	MA3	F	3	Pasyukova_2_MA3_3	2	0	13	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.143
Pasyukova	S	2	MA	MA3	F	3	Pasyukova_2_MA3_3	3	0	13	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.143
Pasyukova	S	2	MA	MA3	F	3	Pasyukova_2_MA3_3	4	0	18	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.143
Pasyukova	S	2	MA	MA3	F	3	Pasyukova_2_MA3_3	5	0	20	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.143
Pasyukova	S	2	MA	MA3	F	3	Pasyukova_2_MA3_3	6	0	29	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.143
Pasyukova	S	2	MA	MA3	F	3	Pasyukova_2_MA3_3	7	0	41	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.143
Pasyukova	S	2	MA	MA3	F	3	Pasyukova_2_MA3_3	8	0	47	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.143
Pasyukova	S	2	MA	MA3	F	3	Pasyukova_2_MA3_3	9	0	49	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.143
Pasyukova	S	2	MA	MA3	F	3	Pasyukova_2_MA3_3	10	0	49	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.143
Pasyukova	S	2	MA	MA3	M	3	Pasyukova_2_MA3_3	1	0	4	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.143
Pasyukova	S	2	MA	MA3	M	3	Pasyukova_2_MA3_3	2	0	4	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.143
Pasyukova	S	2	MA	MA3	M	3	Pasyukova_2_MA3_3	3	0	19	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.143
Pasyukova	S	2	MA	MA3	M	3	Pasyukova_2_MA3_3	4	0	28	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.143
Pasyukova	S	2	MA	MA3	M	3	Pasyukova_2_MA3_3	5	0	43	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.143
Pasyukova	S	2	MA	MA3	M	3	Pasyukova_2_MA3_3	6	0	48	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.143
Pasyukova	S	2	MA	MA3	M	3	Pasyukova_2_MA3_3	7	0	48	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.143
Pasyukova	S	2	MA	MA3	M	3	Pasyukova_2_MA3_3	8	0	50	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.143
Pasyukova	S	2	MA	MA3	M	3	Pasyukova_2_MA3_3	9	0	51	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.143
Pasyukova	S	2	MA	MA3	M	3	Pasyukova_2_MA3_3	10	0	55	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.143
Pasyukova	S	2	MA	MA3	F	4	Pasyukova_2_MA3_4	1	0	38	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.143
Pasyukova	S	2	MA	MA3	F	4	Pasyukova_2_MA3_4	2	0	47	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.143
Pasyukova	S	2	MA	MA3	F	4	Pasyukova_2_MA3_4	3	0	51	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.143
Pasyukova	S	2	MA	MA3	F	4	Pasyukova_2_MA3_4	4	0	51	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.143
Pasyukova	S	2	MA	MA3	F	4	Pasyukova_2_MA3_4	5	0	53	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.143
Pasyukova	S	2	MA	MA3	F	4	Pasyukova_2_MA3_4	6	0	53	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.143
Pasyukova	S	2	MA	MA3	F	4	Pasyukova_2_MA3_4	7	0	53	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.143
Pasyukova	S	2	MA	MA3	F	4	Pasyukova_2_MA3_4	8	0	57	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.143
Pasyukova	S	2	MA	MA3	F	4	Pasyukova_2_MA3_4	9	0	57	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.143
Pasyukova	S	2	MA	MA3	F	4	Pasyukova_2_MA3_4	10	0	58	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.143
Pasyukova	S	2	MA	MA3	M	4	Pasyukova_2_MA3_4	1	0	18	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.143
Pasyukova	S	2	MA	MA3	M	4	Pasyukova_2_MA3_4	2	0	37	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.143
Pasyukova	S	2	MA	MA3	M	4	Pasyukova_2_MA3_4	3	0	44	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.143
Pasyukova	S	2	MA	MA3	M	4	Pasyukova_2_MA3_4	4	0	46	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.143
Pasyukova	S	2	MA	MA3	M	4	Pasyukova_2_MA3_4	5	0	50	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.143
Pasyukova	S	2	MA	MA3	M	4	Pasyukova_2_MA3_4	6	0	52	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.143
Pasyukova	S	2	MA	MA3	M	4	Pasyukova_2_MA3_4	7	0	52	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.143
Pasyukova	S	2	MA	MA3	M	4	Pasyukova_2_MA3_4	8	0	54	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.143
Pasyukova	S	2	MA	MA3	M	4	Pasyukova_2_MA3_4	9	0	61	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.143
Pasyukova	S	2	MA	MA3	M	4	Pasyukova_2_MA3_4	10	0	72	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.143
Pasyukova	S	2	MA	MA3	F	5	Pasyukova_2_MA3_5	1	0	34	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.143
Pasyukova	S	2	MA	MA3	F	5	Pasyukova_2_MA3_5	2	0	34	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.143
Pasyukova	S	2	MA	MA3	F	5	Pasyukova_2_MA3_5	3	0	44	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.143
Pasyukova	S	2	MA	MA3	F	5	Pasyukova_2_MA3_5	4	0	44	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.143
Pasyukova	S	2	MA	MA3	F	5	Pasyukova_2_MA3_5	5	0	50	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.143
Pasyukova	S	2	MA	MA3	F	5	Pasyukova_2_MA3_5	6	0	50	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.143
Pasyukova	S	2	MA	MA3	F	5	Pasyukova_2_MA3_5	7	0	50	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.143
Pasyukova	S	2	MA	MA3	F	5	Pasyukova_2_MA3_5	8	0	52	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.143
Pasyukova	S	2	MA	MA3	F	5	Pasyukova_2_MA3_5	9	0	53	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.143
Pasyukova	S	2	MA	MA3	F	5	Pasyukova_2_MA3_5	10	0	56	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.143
Pasyukova	S	2	MA	MA3	M	5	Pasyukova_2_MA3_5	1	0	10	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.143
Pasyukova	S	2	MA	MA3	M	5	Pasyukova_2_MA3_5	2	0	18	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.143
Pasyukova	S	2	MA	MA3	M	5	Pasyukova_2_MA3_5	3	0	23	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.143
Pasyukova	S	2	MA	MA3	M	5	Pasyukova_2_MA3_5	4	0	42	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.143
Pasyukova	S	2	MA	MA3	M	5	Pasyukova_2_MA3_5	5	0	49	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.143
Pasyukova	S	2	MA	MA3	M	5	Pasyukova_2_MA3_5	6	0	57	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.143
Pasyukova	S	2	MA	MA3	M	5	Pasyukova_2_MA3_5	7	0	60	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.143
Pasyukova	S	2	MA	MA3	M	5	Pasyukova_2_MA3_5	8	0	70	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.143
Pasyukova	S	2	MA	MA3	M	5	Pasyukova_2_MA3_5	9	0	70	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.143
Pasyukova	S	2	MA	MA3	M	5	Pasyukova_2_MA3_5	10	0	72	Austria	48.375	15.56	572	MA	MA	MA	#E38800	-	-	-	0.143
Pasyukova	S	2	MA	MA5	F	1	Pasyukova_2_MA5_1	1	0	31	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.143
Pasyukova	S	2	MA	MA5	F	1	Pasyukova_2_MA5_1	2	0	34	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.143
Pasyukova	S	2	MA	MA5	F	1	Pasyukova_2_MA5_1	3	0	36	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.143
Pasyukova	S	2	MA	MA5	F	1	Pasyukova_2_MA5_1	4	0	36	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.143
Pasyukova	S	2	MA	MA5	F	1	Pasyukova_2_MA5_1	5	0	38	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.143
Pasyukova	S	2	MA	MA5	F	1	Pasyukova_2_MA5_1	6	0	42	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.143
Pasyukova	S	2	MA	MA5	F	1	Pasyukova_2_MA5_1	7	0	44	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.143
Pasyukova	S	2	MA	MA5	F	1	Pasyukova_2_MA5_1	8	0	46	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.143
Pasyukova	S	2	MA	MA5	F	1	Pasyukova_2_MA5_1	9	0	57	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.143
Pasyukova	S	2	MA	MA5	F	1	Pasyukova_2_MA5_1	10	0	57	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.143
Pasyukova	S	2	MA	MA5	M	1	Pasyukova_2_MA5_1	1	0	39	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.143
Pasyukova	S	2	MA	MA5	M	1	Pasyukova_2_MA5_1	2	0	43	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.143
Pasyukova	S	2	MA	MA5	M	1	Pasyukova_2_MA5_1	3	0	47	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.143
Pasyukova	S	2	MA	MA5	M	1	Pasyukova_2_MA5_1	4	0	47	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.143
Pasyukova	S	2	MA	MA5	M	1	Pasyukova_2_MA5_1	5	0	47	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.143
Pasyukova	S	2	MA	MA5	M	1	Pasyukova_2_MA5_1	6	0	50	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.143
Pasyukova	S	2	MA	MA5	M	1	Pasyukova_2_MA5_1	7	0	52	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.143
Pasyukova	S	2	MA	MA5	M	1	Pasyukova_2_MA5_1	8	0	53	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.143
Pasyukova	S	2	MA	MA5	M	1	Pasyukova_2_MA5_1	9	0	56	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.143
Pasyukova	S	2	MA	MA5	M	1	Pasyukova_2_MA5_1	10	0	56	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.143
Pasyukova	S	2	MA	MA5	F	2	Pasyukova_2_MA5_2	1	0	31	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.143
Pasyukova	S	2	MA	MA5	F	2	Pasyukova_2_MA5_2	2	0	31	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.143
Pasyukova	S	2	MA	MA5	F	2	Pasyukova_2_MA5_2	3	0	36	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.143
Pasyukova	S	2	MA	MA5	F	2	Pasyukova_2_MA5_2	4	0	39	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.143
Pasyukova	S	2	MA	MA5	F	2	Pasyukova_2_MA5_2	5	0	39	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.143
Pasyukova	S	2	MA	MA5	F	2	Pasyukova_2_MA5_2	6	0	44	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.143
Pasyukova	S	2	MA	MA5	F	2	Pasyukova_2_MA5_2	7	0	44	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.143
Pasyukova	S	2	MA	MA5	F	2	Pasyukova_2_MA5_2	8	0	46	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.143
Pasyukova	S	2	MA	MA5	F	2	Pasyukova_2_MA5_2	9	0	46	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.143
Pasyukova	S	2	MA	MA5	F	2	Pasyukova_2_MA5_2	10	0	49	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.143
Pasyukova	S	2	MA	MA5	M	2	Pasyukova_2_MA5_2	1	0	34	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.143
Pasyukova	S	2	MA	MA5	M	2	Pasyukova_2_MA5_2	2	0	40	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.143
Pasyukova	S	2	MA	MA5	M	2	Pasyukova_2_MA5_2	3	0	40	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.143
Pasyukova	S	2	MA	MA5	M	2	Pasyukova_2_MA5_2	4	0	42	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.143
Pasyukova	S	2	MA	MA5	M	2	Pasyukova_2_MA5_2	5	0	45	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.143
Pasyukova	S	2	MA	MA5	M	2	Pasyukova_2_MA5_2	6	0	47	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.143
Pasyukova	S	2	MA	MA5	M	2	Pasyukova_2_MA5_2	7	0	50	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.143
Pasyukova	S	2	MA	MA5	M	2	Pasyukova_2_MA5_2	8	0	50	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.143
Pasyukova	S	2	MA	MA5	M	2	Pasyukova_2_MA5_2	9	0	60	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.143
Pasyukova	S	2	MA	MA5	M	2	Pasyukova_2_MA5_2	10	0	63	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.143
Pasyukova	S	2	MA	MA5	F	3	Pasyukova_2_MA5_3	1	0	29	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.143
Pasyukova	S	2	MA	MA5	F	3	Pasyukova_2_MA5_3	2	0	33	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.143
Pasyukova	S	2	MA	MA5	F	3	Pasyukova_2_MA5_3	3	0	33	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.143
Pasyukova	S	2	MA	MA5	F	3	Pasyukova_2_MA5_3	4	0	33	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.143
Pasyukova	S	2	MA	MA5	F	3	Pasyukova_2_MA5_3	5	0	33	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.143
Pasyukova	S	2	MA	MA5	F	3	Pasyukova_2_MA5_3	6	0	36	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.143
Pasyukova	S	2	MA	MA5	F	3	Pasyukova_2_MA5_3	7	0	36	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.143
Pasyukova	S	2	MA	MA5	F	3	Pasyukova_2_MA5_3	8	0	36	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.143
Pasyukova	S	2	MA	MA5	F	3	Pasyukova_2_MA5_3	9	0	36	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.143
Pasyukova	S	2	MA	MA5	F	3	Pasyukova_2_MA5_3	10	0	62	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.143
Pasyukova	S	2	MA	MA5	M	3	Pasyukova_2_MA5_3	1	0	27	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.143
Pasyukova	S	2	MA	MA5	M	3	Pasyukova_2_MA5_3	2	0	34	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.143
Pasyukova	S	2	MA	MA5	M	3	Pasyukova_2_MA5_3	3	0	42	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.143
Pasyukova	S	2	MA	MA5	M	3	Pasyukova_2_MA5_3	4	0	42	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.143
Pasyukova	S	2	MA	MA5	M	3	Pasyukova_2_MA5_3	5	0	42	Austria	48.375	15.56	572	MA	MA	MA	#E38800	+	+	+	0.143
