variable,x,y
DrosoEu_wc2_1_30s_vapr_01,-0.101999999769032,0.0011554546654224396
DrosoEu_wc2_1_30s_vapr_01,-0.09931199977993965,0.0011554546654224396
DrosoEu_wc2_1_30s_vapr_01,-0.09662399979084729,0.0011554546654224396
DrosoEu_wc2_1_30s_vapr_01,-0.09393599980175495,0.0011554546654224396
DrosoEu_wc2_1_30s_vapr_01,-0.0912479998126626,0.0011554546654224396
DrosoEu_wc2_1_30s_vapr_01,-0.08855999982357025,0.0011554546654224396
DrosoEu_wc2_1_30s_vapr_01,-0.08587199983447791,0.0011554546654224396
DrosoEu_wc2_1_30s_vapr_01,-0.08318399984538555,0.0011554546654224396
DrosoEu_wc2_1_30s_vapr_01,-0.0804959998562932,0.0011554546654224396
DrosoEu_wc2_1_30s_vapr_01,-0.07780799986720086,0.0011554546654224396
DrosoEu_wc2_1_30s_vapr_01,-0.0751199998781085,0.0011554546654224396
DrosoEu_wc2_1_30s_vapr_01,-0.07243199988901615,0.0011554546654224396
DrosoEu_wc2_1_30s_vapr_01,-0.0697439998999238,0.0011554546654224396
DrosoEu_wc2_1_30s_vapr_01,-0.06705599991083144,0.0011554546654224396
DrosoEu_wc2_1_30s_vapr_01,-0.06436799992173911,0.0011554546654224396
DrosoEu_wc2_1_30s_vapr_01,-0.06167999993264675,0.0011554546654224396
DrosoEu_wc2_1_30s_vapr_01,-0.058991999943554405,0.0011554546654224396
DrosoEu_wc2_1_30s_vapr_01,-0.05630399995446205,0.0011554546654224396
DrosoEu_wc2_1_30s_vapr_01,-0.0536159999653697,0.0011554546654224396
DrosoEu_wc2_1_30s_vapr_01,-0.05092799997627735,0.0011554546654224396
DrosoEu_wc2_1_30s_vapr_01,-0.048239999987185,0.0011554546654224396
DrosoEu_wc2_1_30s_vapr_01,-0.04555199999809265,0.0011554546654224396
DrosoEu_wc2_1_30s_vapr_01,-0.04286400000900031,0.0011554546654224396
DrosoEu_wc2_1_30s_vapr_01,-0.04017600001990795,0.0011554546654224396
DrosoEu_wc2_1_30s_vapr_01,-0.03748800003081561,0.0011554546654224396
DrosoEu_wc2_1_30s_vapr_01,-0.03480000004172325,0.0011554546654224396
DrosoEu_wc2_1_30s_vapr_01,-0.0321120000526309,0.0011554546654224396
DrosoEu_wc2_1_30s_vapr_01,-0.029424000063538555,0.0011554546654224396
DrosoEu_wc2_1_30s_vapr_01,-0.02673600007444621,0.0011554546654224396
DrosoEu_wc2_1_30s_vapr_01,-0.024048000085353863,0.0011554546654224396
DrosoEu_wc2_1_30s_vapr_01,-0.021360000096261503,0.0011554546654224396
DrosoEu_wc2_1_30s_vapr_01,-0.018672000107169157,0.0011554546654224396
DrosoEu_wc2_1_30s_vapr_01,-0.01598400011807681,0.0011554546654224396
DrosoEu_wc2_1_30s_vapr_01,-0.01329600012898445,0.0011554546654224396
DrosoEu_wc2_1_30s_vapr_01,-0.010608000139892104,0.0011554546654224396
DrosoEu_wc2_1_30s_vapr_01,-0.007920000150799744,0.0011554546654224396
DrosoEu_wc2_1_30s_vapr_01,-0.005232000161707398,0.0011554546654224396
DrosoEu_wc2_1_30s_vapr_01,-0.002544000172615052,0.0011554546654224396
DrosoEu_wc2_1_30s_vapr_01,1.4399981647729432E-4,0.0011554546654224396
DrosoEu_wc2_1_30s_vapr_01,0.0028319998055696405,0.0011554546654224396
DrosoEu_wc2_1_30s_vapr_01,0.0055199997946620005,0.0011554546654224396
DrosoEu_wc2_1_30s_vapr_01,0.008207999783754347,0.0011554546654224396
DrosoEu_wc2_1_30s_vapr_01,0.010895999772846693,0.0011787310941144824
DrosoEu_wc2_1_30s_vapr_01,0.013583999761939039,0.0012514098780229688
DrosoEu_wc2_1_30s_vapr_01,0.016271999751031385,0.0013285668101161718
DrosoEu_wc2_1_30s_vapr_01,0.01895999974012373,0.0014104776782914996
DrosoEu_wc2_1_30s_vapr_01,0.021647999729216105,0.0014974349178373814
DrosoEu_wc2_1_30s_vapr_01,0.02433599971830845,0.0015897487755864859
DrosoEu_wc2_1_30s_vapr_01,0.027023999707400784,0.001687748939730227
DrosoEu_wc2_1_30s_vapr_01,0.029711999696493144,0.0017917847726494074
DrosoEu_wc2_1_30s_vapr_01,0.032399999685585504,0.0019022275228053331
DrosoEu_wc2_1_30s_vapr_01,0.035087999674677836,0.002019470790401101
