X,Y,Test or train,Raw prediction,Cumulative prediction,Cloglog prediction
71.4,34.01,train,1.3905452247203132E-4,23.87573588324171,0.5254513864103934
72.34,34.06,train,1.5965813606262115E-4,27.989656179969533,0.5750719084997779
71.15,34.07,train,1.0190345164178229E-4,16.739580655794633,0.4208800865182505
71.46,34.12,train,1.701520970199221E-4,30.15267728965492,0.5983151295371583
72.05,34.14,train,1.6418780394062674E-4,28.935070125762415,0.5852653088885369
51.09,34.15,train,3.4012324076271724E-5,5.323681673058649,0.16666577082854284
71.54,34.3,train,1.1786398089550178E-4,19.912377223771237,0.46836649324006385
8.4,34.48,train,1.1654309922499125E-4,19.592285281943795,0.4645889118940094
-1.21,34.53,train,9.003443112508995E-5,14.715693261056591,0.3828373865226895
0.0,35.0,train,9.38503181998135E-5,15.230088246480365,0.395333073815476
25.35,35.0,train,2.4123124682449003E-4,49.36569154026925,0.7255817262241687
33.0,35.0,train,8.361518249259839E-5,13.807904576127108,0.36123128573924446
37.0,35.0,train,5.872553857862787E-5,10.448126173945603,0.2700606222586752
5.0,35.0,train,1.1366176825651177E-4,18.985661493516286,0.4562552121506146
33.26,35.08,train,4.805057050488094E-5,8.341343398538447,0.22707359067181043
-5.16,35.1,train,1.8525520291843406E-4,33.87908290941334,0.6295535781119079
26.15,35.12,train,2.0802587999847868E-4,40.24129065153427,0.6721197868987097
3.4,35.14,train,1.1726640605558752E-4,19.759170017190055,0.4666608053593161
25.08,35.2,train,2.1377226529158784E-4,41.834247171574496,0.6820655353646271
24.28,35.23,train,2.0082017976739248E-4,37.91094425276332,0.6592074457285152
24.09,35.26,train,2.0256868656106576E-4,38.26752194813684,0.6623866826873579
23.55,35.27,train,2.2537014546618615E-4,45.35283947291708,0.7012295003240525
63.19,35.38,train,2.4645985350758983E-5,3.52262462751626,0.12375796796021876
51.26,35.4,train,5.2046301686238006E-5,9.199606428576766,0.243452720521399
10.01,35.42,train,1.4682583011763195E-4,25.34169724736592,0.5448138026310874
-0.38,35.45,train,1.906347054047248E-4,35.16426822874503,0.6400833743543408
10.59,35.46,train,2.745392506040698E-4,59.09981387129018,0.7704528482299688
-5.5,35.48,train,2.381705264394111E-4,48.66774914221405,0.7210422746345646
10.0,36.0,train,1.3569447689325105E-4,23.213634526353456,0.5168267261478157
43.38,36.17,train,2.5379376770700734E-5,3.6612495241541825,0.12719596635065555
10.0,36.2,train,1.574221159502549E-4,27.371318547615022,0.5699480676746195
43.08,36.21,train,2.3747616942529746E-5,3.353607246196501,0.11952812906868726
33.57,36.22,train,1.184810088810649E-4,20.05807270157334,0.47012198313952
36.21,36.24,train,2.0288624119165443E-4,38.36924220641114,0.6629608885059632
10.2,36.4,train,1.5795357185788454E-4,27.533226076390594,0.571171468657953
4.05,36.44,train,1.5051510330075588E-4,26.031858483092943,0.5537271700516934
45.44,36.44,train,2.723925260369223E-5,4.026820787852566,0.13585434845921407
-6.21,36.46,train,3.2099098768469353E-4,73.49318818111898,0.8210498184671676
36.1,36.46,train,1.6131811629085314E-4,28.354519454935375,0.5788362301277499
10.1,36.48,train,1.6031294071774827E-4,28.13229402152449,0.5765608045636212
3.0,36.5,train,2.6286858824186817E-4,55.270381587943135,0.7556337406921882
-5.23,36.51,train,2.4951600377805824E-4,51.517431937828185,0.737501943508288
43.01,36.52,train,2.5587791683054404E-5,3.7006438978777307,0.12817051183490202
30.42,36.53,train,1.4099833610877496E-4,24.209440116432248,0.5303703527178962
7.47,36.55,train,1.5563175493556625E-4,27.01575981461981,0.5658009504030626
8.45,36.55,train,1.37014139576344E-4,23.45250484495005,0.5202326097970127
-6.12,36.57,train,3.127608044973717E-4,70.74692496930743,0.8129782867076103
10.0,37.0,train,1.4019820134414225E-4,24.09613513080305,0.528351756347115
35.19,37.0,train,1.638884257538084E-4,28.856334177991645,0.584599210792303
14.35,37.02,train,2.8104032153688255E-4,60.89885442828538,0.7783144435537619
22.25,37.03,train,2.4242087063100528E-4,49.78060574287046,0.7273260931283854
-3.35,37.1,train,1.1205725720270281E-4,18.773193880344493,0.45155837001686927
-4.29,37.15,train,1.158449036596651E-4,19.42518815326064,0.46258131482783704
-8.15,37.15,train,2.5927766698351516E-4,54.08866038741357,0.7508844055629595
67.15,37.15,train,2.27932737994669E-5,3.178510554352069,0.115012372473969
43.51,37.17,train,4.014352641992971E-5,6.619897867131816,0.1936088259586547
49.35,37.17,train,1.9678349595523488E-4,36.8273385790808,0.6517529003999364
49.38,37.18,train,1.9155808611837893E-4,35.34980670986181,0.6418604564289287
9.52,37.18,train,2.1455883884723018E-4,42.07412770639032,0.6834032419054681
-8.33,37.19,train,2.6423341102467177E-4,55.772602430585046,0.7574150074729249
45.18,37.21,train,3.64961810440173E-5,5.87098223912624,0.17768768312226013
-5.59,37.24,train,1.5622719126000387E-4,27.117274476305475,0.5671846137627317
-4.36,37.26,train,1.281080546349227E-4,21.89511378545313,0.49677279139143493
-4.3,37.3,train,1.1212711361146163E-4,18.782444190212107,0.4517637010106549
33.4,37.3,train,8.348480031729468E-5,13.78889282121045,0.3607846918412826
45.38,37.3,train,6.322922027633228E-5,11.21000591328663,0.2874715489968962
33.41,37.31,train,8.118564552082758E-5,13.510501148703844,0.3528579721922087
-4.21,37.33,train,1.0908508870974568E-4,18.244234432213357,0.44275057514727134
-4.39,37.36,train,1.1412498201117178E-4,19.06303201785018,0.457603667701312
-4.2,37.37,train,1.0331076359283406E-4,17.011521513922006,0.4252324077585198
15.04,37.37,train,2.3288861153030802E-4,47.63635826968386,0.7130311847060584
-4.43,37.39,train,1.0925381004206442E-4,18.278806720335787,0.4432543336614805
-4.44,37.4,train,1.1438355245942047E-4,19.111044781587523,0.45835493388777115
