Raw value,Corresponding cumulative value,Corresponding Cloglog value,Fractional area,Training omission,Test omission
1.29452E-7,0.000012945,0.000697718,1,0,0
1.30015E-7,0.000025947,0.000700755,0.999912111,0,0
1.31732E-7,0.000052145,0.000710005,0.999736333,0,0
1.34355E-7,0.000105709,0.000724139,0.999384778,0,0
1.44285E-7,0.000259557,0.000777637,0.998418,0,0
1.53808E-7,0.000512616,0.000828942,0.996923888,0,0
1.76958E-7,0.001016957,0.000953649,0.994287221,0,0
2.29609E-7,0.002517142,0.001237215,0.987695553,0,0
2.95085E-7,0.005021404,0.001589743,0.979258218,0,0
4.06015E-7,0.010011334,0.002186708,0.966602215,0,0
7.00973E-7,0.025042461,0.003772293,0.943223765,0,0
1.02129E-6,0.050049021,0.005491331,0.918087537,0,0
1.42187E-6,0.100015551,0.007636981,0.881877307,0,0
2.31163E-6,0.200087507,0.012386228,0.832835296,0.000724638,0
3.33273E-6,0.300068704,0.017808566,0.801810512,0.001449275,0
4.03374E-6,0.400197689,0.021513863,0.778080506,0.003623188,0
4.59292E-6,0.500073254,0.024459457,0.757690279,0.004347826,0
5.15242E-6,0.600255962,0.02739793,0.739585164,0.005072464,0
5.80103E-6,0.700575283,0.030793247,0.723413605,0.007971014,0
6.20149E-6,0.750412305,0.03288367,0.716118826,0.00942029,0
6.6417E-6,0.800531914,0.035176368,0.709263491,0.00942029,0
7.44166E-6,0.900628337,0.039328831,0.696783266,0.010869565,0.006535948
8.21465E-6,1.000219389,0.043324283,0.685621375,0.010869565,0.006535948
8.76609E-6,1.100425615,0.046164425,0.675250483,0.010869565,0.006535948
9.38009E-6,1.20018655,0.049316908,0.665582703,0.011594203,0.006535948
1.00605E-5,1.301004741,0.052797888,0.656442257,0.011594203,0.006535948
1.07262E-5,1.400949666,0.056191993,0.648004922,0.011594203,0.006535948
1.13893E-5,1.500419611,0.059560006,0.64009492,0.011594203,0.006535948
1.30697E-5,1.750873356,0.068042422,0.621989805,0.011594203,0.006535948
1.49766E-5,2.000730419,0.077574945,0.60625769,0.014492754,0.006535948
1.67339E-5,2.251086038,0.086273544,0.592371243,0.014492754,0.006535948
1.83957E-5,2.500307952,0.094423867,0.579891018,0.018115942,0.013071895
1.99616E-5,2.751109775,0.10203707,0.568377571,0.019565217,0.013071895
2.15414E-5,3.000084417,0.109653228,0.557830902,0.023188406,0.013071895
2.28761E-5,3.25108566,0.116037404,0.547899455,0.026811594,0.013071895
2.43239E-5,3.501093448,0.122911076,0.538583231,0.029710145,0.013071895
2.56614E-5,3.750580798,0.129213387,0.52979434,0.031884058,0.013071895
2.69871E-5,4.000774814,0.135415395,0.521444894,0.033333333,0.013071895
2.82418E-5,4.25175234,0.141244547,0.513447003,0.036231884,0.013071895
2.94762E-5,4.500016878,0.146940688,0.505888557,0.037681159,0.013071895
3.07524E-5,4.750252656,0.152790402,0.498593777,0.041304348,0.013071895
3.23197E-5,5.002047764,0.159919711,0.491562665,0.044202899,0.019607843
3.34742E-5,5.251981467,0.165132436,0.484883108,0.049275362,0.019607843
3.46783E-5,5.501011105,0.170535029,0.478467217,0.051449275,0.019607843
3.61636E-5,5.752600523,0.177151258,0.472227105,0.056521739,0.019607843
3.70917E-5,6.001731161,0.181258649,0.466250659,0.057971014,0.019607843
