Predictor variable,Categorical,Sample average
DrosoEu_wc2.1_30s_tmax_02,false,5.830000006045768
DrosoEu_wc2.1_30s_tmin_01,false,-2.2297101435022078
DrosoEu_wc2.1_30s_tmin_12,false,-0.7758695664289205
DrosoEu_wc2_1_30s_bio_3,false,33.50962912241618
DrosoEu_wc2_1_30s_bio_4,false,679.4772914278334
DrosoEu_wc2_1_30s_bio_7,false,27.263840586897256
DrosoEu_wc2_1_30s_vapr_01,false,0.553115940126388
DrosoEu_wc2_1_30s_vapr_02,false,0.5658840570112933
DrosoEu_wc2_1_30s_vapr_10,false,0.9941521737022676
