Raw value,Corresponding cumulative value,Corresponding Cloglog value,Fractional area,Training omission,Test omission
9.91423E-8,0.000009914,0.000533923,1,0,0
9.9749E-8,0.000019889,0.000537189,0.999912103,0,0
9.97916E-8,0.000029868,0.000537419,0.999824207,0,0
1.01239E-7,0.00005006,0.00054521,0.999648413,0,0
1.04168E-7,0.000101466,0.000560982,0.99920893,0,0
1.14475E-7,0.000255831,0.000616472,0.997978377,0,0
1.28215E-7,0.000509699,0.000690439,0.996132548,0,0
1.44533E-7,0.001005738,0.000778278,0.992968269,0,0
1.9234E-7,0.002511516,0.001035573,0.985145469,0,0
2.60343E-7,0.005015859,0.001401449,0.975476839,0,0
3.85316E-7,0.010003541,0.002073493,0.961589171,0,0
6.66497E-7,0.025019142,0.003583888,0.936978114,0,0
9.09344E-7,0.050019307,0.004886531,0.909466467,0,0
1.33069E-6,0.100066825,0.007142587,0.870000879,0.000725163,0
2.40487E-6,0.200022891,0.012871139,0.820339281,0.000725163,0
3.3427E-6,0.300197777,0.017845483,0.789839149,0.002175489,0.006493506
3.97909E-6,0.400127573,0.021206727,0.765843368,0.003625816,0.006493506
4.56206E-6,0.500281065,0.024275655,0.745187659,0.003625816,0.006493506
5.22599E-6,0.600333295,0.027759129,0.727168849,0.006526468,0.019480519
6.14914E-6,0.700321367,0.032581929,0.711611145,0.007251632,0.019480519
6.54169E-6,0.750532481,0.034625481,0.704667311,0.007976795,0.019480519
6.94397E-6,0.800348891,0.036715224,0.69816296,0.009427121,0.019480519
7.7854E-6,0.900487299,0.041071592,0.686209018,0.009427121,0.019480519
8.48595E-6,1.000312963,0.044683537,0.675397732,0.010152284,0.019480519
9.17432E-6,1.100149525,0.048219423,0.665465413,0.010152284,0.019480519
9.81112E-6,1.200184281,0.05147879,0.656236266,0.010152284,0.019480519
1.04111E-5,1.300224887,0.054539373,0.647534499,0.010152284,0.019480519
1.11757E-5,1.400633095,0.058425799,0.639360113,0.010152284,0.019480519
1.18694E-5,1.500698836,0.061937649,0.631713105,0.010152284,0.019480519
1.37623E-5,1.751287334,0.071454155,0.614485365,0.010152284,0.019480519
1.56935E-5,2.001254899,0.081063996,0.599542938,0.013052937,0.019480519
1.74993E-5,2.250456759,0.089959393,0.586270546,0.01595359,0.019480519
1.94158E-5,2.501730422,0.099306612,0.574316604,0.018854242,0.019480519
2.07609E-5,2.751434787,0.105809168,0.563417421,0.021029732,0.032467532
2.21996E-5,3.000510395,0.1127122,0.553221412,0.023205221,0.032467532
2.3636E-5,3.25215628,0.119551628,0.543552782,0.024655547,0.032467532
2.50665E-5,3.501793119,0.126310064,0.534499429,0.026831037,0.032467532
2.61291E-5,3.752607602,0.131296799,0.525885559,0.02973169,0.032467532
2.7449E-5,4.001428866,0.137451598,0.517711172,0.033357505,0.032467532
2.8847E-5,4.252486802,0.143922912,0.509888371,0.035532995,0.032467532
3.02374E-5,4.500908752,0.15031056,0.502505054,0.038433648,0.032467532
3.15651E-5,4.751614236,0.156366123,0.495385427,0.0413343,0.038961039
3.29548E-5,5.003229336,0.16265797,0.488529489,0.044960116,0.038961039
3.41629E-5,5.250975115,0.168089713,0.482025138,0.047135606,0.038961039
3.55296E-5,5.502252286,0.174191991,0.475696581,0.051486584,0.038961039
3.66896E-5,5.75177304,0.1793363,0.469631713,0.053662074,0.045454545
3.77244E-5,6.00142492,0.183898127,0.463742639,0.058013053,0.045454545
3.89233E-5,6.25102334,0.189151924,0.458029357,0.058013053,0.045454545
4.00045E-5,6.503817311,0.193860413,0.452403973,0.062364032,0.045454545
4.1417E-5,6.752840379,0.19997125,0.447042278,0.064539521,0.045454545
4.23548E-5,7.000415535,0.204002731,0.441856377,0.067440174,0.045454545
4.35213E-5,7.253681712,0.208988639,0.436670476,0.073241479,0.045454545
4.47969E-5,7.500830493,0.214405603,0.431748264,0.076142132,0.051948052
4.58856E-5,7.750768102,0.218999265,0.426913949,0.079042785,0.051948052
4.71338E-5,8.001828353,0.224233266,0.422167531,0.079767948,0.051948052
4.84356E-5,8.250422065,0.229654027,0.417596906,0.081218274,0.051948052
4.95224E-5,8.500525543,0.234150773,0.413114178,0.081943437,0.058441558
5.06242E-5,8.750992864,0.238683181,0.408719346,0.083393764,0.064935065
