Predictor variable,Categorical,Sample average
DrosoEu_wc2.1_30s_tmax_02,false,5.840652175846955
DrosoEu_wc2.1_30s_tmin_01,false,-2.1826811575965173
DrosoEu_wc2.1_30s_tmin_12,false,-0.7322463785770579
DrosoEu_wc2_1_30s_bio_3,false,33.51990083335102
DrosoEu_wc2_1_30s_bio_4,false,677.740602178159
DrosoEu_wc2_1_30s_bio_7,false,27.179927524621935
DrosoEu_wc2_1_30s_vapr_01,false,0.5542463751374811
DrosoEu_wc2_1_30s_vapr_02,false,0.5668115932008494
DrosoEu_wc2_1_30s_vapr_10,false,0.9956884054602056
