X,Y,Test or train,Raw prediction,Cumulative prediction,Cloglog prediction
71.4,34.01,train,1.2918650880237251E-4,22.119465070693835,0.4988711095186137
72.34,34.06,train,1.3719292785870665E-4,23.334387092614463,0.5198757854890876
71.15,34.07,train,1.0253139930471988E-4,16.90682947541978,0.4220916021327933
71.46,34.12,train,1.5175683380184808E-4,26.321259283521414,0.555852461860487
72.05,34.14,train,1.4081077201770085E-4,24.08625847294154,0.5290760809886603
51.09,34.15,train,3.390615679411392E-5,5.29250432270183,0.1658406114349723
71.54,34.3,train,1.0874623501003409E-4,18.085280624568764,0.4409838780085269
8.4,34.48,train,1.1103101143596473E-4,18.504015422047818,0.44777294951432034
-1.21,34.53,train,8.872526224351289E-5,14.223782608653028,0.37780667110209454
0.0,35.0,train,9.114939703569695E-5,14.727482549896466,0.3858209224237408
10.0,35.0,train,1.8161025007899684E-4,32.37169089878976,0.6213924602414659
25.35,35.0,train,2.4494940852627927E-4,50.00922930416769,0.73017837014308
33.0,35.0,train,8.561436334822035E-5,13.864915524485802,0.36736855955391
37.0,35.0,train,5.4733173828691654E-5,9.538419563420604,0.25376451937215583
33.26,35.08,train,4.8154704380691544E-5,8.146834602590511,0.2270433322622486
-5.16,35.1,train,1.8031054431667437E-4,32.060092353988544,0.61875164813304
26.15,35.12,train,2.0762972114891465E-4,39.49077822301198,0.6705753923155842
3.4,35.14,train,1.1215972474205827E-4,18.757239383580355,0.45109636136803466
25.0,35.15,train,2.0399503011040476E-4,38.36349019495418,0.6641092637299003
25.08,35.2,train,2.2056979991695537E-4,43.290177865023665,0.6926018759942041
24.28,35.23,train,2.0066391571834627E-4,37.33863745389662,0.6580717972579507
24.09,35.26,train,1.9605341530125225E-4,36.021998035001495,0.6495360574670122
23.55,35.27,train,2.3366665247650332E-4,47.26276723314805,0.7133959897402797
63.19,35.38,train,2.1411458768145403E-5,3.0186916615660007,0.10819599429806914
51.26,35.4,train,5.070094223611553E-5,8.7144689665396,0.2374975965671794
10.01,35.42,train,1.4833348747657536E-4,25.585650244163446,0.5476460617575918
-0.38,35.45,train,1.807308949025796E-4,32.150414304362975,0.6196077482065783
-5.5,35.48,train,2.2143476840907943E-4,43.68794780873505,0.6940205753142326
43.38,36.17,train,2.302605655856855E-5,3.3315048652249,0.1158634812267908
10.0,36.2,train,1.5317852500790303E-4,26.513157967847242,0.5592166132314007
43.08,36.21,train,2.1513745770420623E-5,3.038993536868648,0.10868370698786756
33.57,36.22,train,1.1843944171148963E-4,19.81040025286797,0.46922465276726555
36.21,36.24,train,2.041625110796933E-4,38.43957383498203,0.6644099834973543
4.05,36.44,train,1.4794182697969055E-4,25.51259959681937,0.5466975646055673
45.44,36.44,train,2.75186411484819E-5,4.156397495833605,0.13685296380743395
-6.21,36.46,train,3.0056777999653466E-4,67.41782647981805,0.7996004776889403
