X,Y,Test or train,Raw prediction,Cumulative prediction,Cloglog prediction
71.4,34.01,train,1.349601751789047E-4,23.31379241884697,0.5156224269977963
72.34,34.06,train,1.4975315929449624E-4,26.023477418808643,0.5526195009852329
71.15,34.07,train,9.459947727429605E-5,15.82395696714889,0.39836686937371535
71.46,34.12,train,1.6149090438739722E-4,28.446669935855862,0.5799539538930335
72.05,34.14,train,1.5494065498226924E-4,27.08537081660206,0.5649127119306456
-1.21,34.53,train,8.093434493478337E-5,13.728297118739828,0.3525476249891639
0.0,35.0,train,8.802510422306284E-5,14.652629805564345,0.37674250507191065
10.0,35.0,train,1.8450495952306763E-4,33.621273802702945,0.6287957206424664
25.35,35.0,train,2.1242839179461012E-4,41.49350840785986,0.6804953757793462
33.0,35.0,train,7.910562951819913E-5,13.45463950306412,0.34615682244666157
5.0,35.0,train,1.0489726029593722E-4,17.955512281157574,0.4307401751617208
33.26,35.08,train,4.496987544758102E-5,7.672154336595657,0.21458236790704666
26.15,35.12,train,1.9082817339403823E-4,35.05887777422062,0.6411912073647803
25.0,35.15,train,1.954084893153784E-4,36.3174738282551,0.6499107583586539
25.08,35.2,train,1.9328724617176764E-4,35.63271683665591,0.6458992061547287
24.09,35.26,train,1.960749239697644E-4,36.504792135780185,0.6511616684663605
-0.38,35.45,train,1.8956593912947264E-4,34.752598866819625,0.6387503473693297
10.59,35.46,train,2.722893698629022E-4,58.34253853425598,0.7683448601174204
-5.5,35.48,train,2.2484013132181456E-4,44.9449539652908,0.7011007668217111
10.0,36.0,train,1.3539897667290217E-4,23.386515711633848,0.5167626958280824
43.38,36.17,train,2.25372951605669E-5,3.2867555691448964,0.1140112827837666
10.0,36.2,train,1.602566111558489E-4,28.214145803440278,0.5771599793101282
43.08,36.21,train,2.155968497545038E-5,3.115780168690688,0.10934682208693358
33.57,36.22,train,1.1028488833359672E-4,18.791841535882757,0.44697719642828493
36.21,36.24,train,1.933051596906615E-4,35.63636730660889,0.6459332747109039
10.2,36.4,train,1.5829130951264202E-4,27.77033518187288,0.5726728733776331
4.05,36.44,train,1.3918395768366447E-4,24.09187071717174,0.5264875683684441
