X,Y,Test or train,Raw prediction,Cumulative prediction,Cloglog prediction
71.4,34.01,train,1.4019052800587933E-4,23.86141864691008,0.5276373062061155
72.34,34.06,train,1.7118596698027127E-4,30.095745023207364,0.5998161856412954
71.15,34.07,train,1.0070066187544229E-4,16.606935236999732,0.41651733010435954
71.46,34.12,train,1.7094476117966451E-4,30.024628113798645,0.5992994423662212
72.05,34.14,train,1.7395453971836888E-4,30.664454323971007,0.6056998845796161
51.09,34.15,train,3.268892083711918E-5,5.202950230455474,0.16044486222402365
71.54,34.3,train,1.164585502970804E-4,19.545426627418955,0.4636905632455939
8.4,34.48,train,1.1455582667418386E-4,19.143582085827465,0.4582033633775777
-1.21,34.53,train,8.956121632320247E-5,14.610101451767154,0.38068755790249464
0.0,35.0,train,9.61295961327808E-5,15.621624919109223,0.40207245224508315
10.0,35.0,train,1.9557178067819157E-4,35.9518032726987,0.6487627873833293
25.35,35.0,train,2.446019353694646E-4,49.692665769779495,0.7298021715928136
33.0,35.0,train,8.179050039403028E-5,13.521406736846775,0.3543983903564205
37.0,35.0,train,5.563820791694119E-5,10.171793779891518,0.2574462237828109
5.0,35.0,train,1.0469292582629446E-4,17.335613673037155,0.4288473816247017
33.26,35.08,train,4.705431927660301E-5,8.439039803763563,0.2225507138460362
-5.16,35.1,train,1.8933563114582262E-4,34.61184521898526,0.6368468237530354
26.15,35.12,train,1.9598883678524637E-4,36.07752904216052,0.6495456001809624
3.4,35.14,train,1.1410302294604925E-4,19.008799640166014,0.4568892895708
25.0,35.15,train,1.944818457071938E-4,35.660104609119124,0.6467087173496294
25.08,35.2,train,2.115358395666426E-4,40.69387888183802,0.6775154042814338
24.28,35.23,train,1.9515553398943096E-4,35.831930975950314,0.6479797503753331
24.09,35.26,train,1.8408778987986056E-4,33.23888209195686,0.6265066306851721
23.55,35.27,train,2.2906145101223005E-4,45.60801595346008,0.7063775544567836
63.19,35.38,train,2.2468559890344488E-5,3.354469426643344,0.11326137000412728
51.26,35.4,train,4.7333792025951215E-5,8.508859839420126,0.22371225400660233
10.01,35.42,train,1.584602352921776E-4,27.146686134222932,0.5716221516566264
-0.38,35.45,train,1.952612598927437E-4,35.86237832171451,0.6481788055881654
10.59,35.46,train,3.007704028336861E-4,66.63381162483759,0.7999319503191162
-5.5,35.48,train,2.3446812068686297E-4,47.14841428572545,0.7147490010696976
10.0,36.0,train,1.451274504041824E-4,24.525441756105334,0.5399500973718812
43.38,36.17,train,2.3015122419680847E-5,3.4513377000717,0.11585046513132313
10.0,36.2,train,1.6247717707487108E-4,27.99092911810615,0.5807299133540997
33.57,36.22,train,1.142278141689252E-4,19.045945240281977,0.45725176182275806
36.21,36.24,train,1.932623631599278E-4,35.38110003212882,0.6443962622905461
10.2,36.4,train,1.726291645695765E-4,30.453201262927408,0.602894104192558
4.05,36.44,train,1.4264884826282673E-4,24.17970126209483,0.5338090604167983
-6.21,36.46,train,3.107733900824644E-4,69.43519336389102,0.8103571870043045
36.1,36.46,train,1.6035897689250194E-4,27.557385324201764,0.5759516367983675
10.1,36.48,train,1.7284064940522665E-4,30.498957984579334,0.6033431464645066
10.13,36.5,train,1.8104211755007915E-4,32.39719449022774,0.6203710394195251
3.0,36.5,train,2.566717243980823E-4,52.776457875670516,0.7466981203470396
-5.23,36.51,train,2.45531340938193E-4,49.86606632908471,0.7311423270679394
43.01,36.52,train,2.3325884844318236E-5,3.5059153249053754,0.11731919043631567
8.45,36.55,train,1.3811638093621937E-4,23.516433578834924,0.5223665337511442
-6.12,36.57,train,3.202691269471431E-4,72.00562946869671,0.8197506924318139
10.0,37.0,train,1.5477799383063396E-4,26.360052060786124,0.5630995665037029
35.19,37.0,train,1.7176214813445216E-4,30.265614150273834,0.6010478622726122
14.35,37.02,train,3.0398460948906695E-4,67.64737072504705,0.8033428598310581
22.25,37.03,train,2.2995385729378357E-4,45.81687441545778,0.7077760557697312
-3.35,37.1,train,1.0378958375639785E-4,17.166522029164536,0.42608042988355055
36.11,37.13,train,1.4299926293338184E-4,24.232150732026223,0.5346822054966804
-4.29,37.15,train,1.1919442908766081E-4,20.08909881249522,0.47148321312884156
-8.15,37.15,train,2.667302332083341E-4,55.9494595130766,0.759968598133854
67.15,37.15,train,2.0182001681236135E-5,2.9374077665369303,0.10234736214670204
43.51,37.17,train,3.5161884949948E-5,5.788017913657627,0.17147915834272454
49.35,37.17,train,2.2503900785478568E-4,44.62894206553027,0.6999903940341206
49.38,37.18,train,2.1991875454117888E-4,42.97114369938222,0.6916586520608159
-8.33,37.19,train,2.724159399107357E-4,57.62769175562392,0.7671599638957349
45.18,37.21,train,3.762221736724718E-5,6.399476864860764,0.18231317417001047
-5.59,37.24,train,1.5640362681746604E-4,26.68281657995151,0.5668828173595257
-4.36,37.26,train,1.303700802156292E-4,22.10945635196761,0.502156523307192
-4.3,37.3,train,1.1542492841616171E-4,19.34690637689715,0.46071666716392357
33.4,37.3,train,7.740309561643846E-5,12.993823332797493,0.33906541144283187
45.38,37.3,train,5.495475646581291E-5,10.01566206820194,0.2547261722946276
15.06,37.31,train,2.5764014963249303E-4,53.057667494614144,0.7480070830699865
33.41,37.31,train,7.515680850652873E-5,12.781051234437356,0.33107474064533715
-4.21,37.33,train,1.1209467630470183E-4,18.678518268683906,0.45102237734777584
36.55,37.35,train,1.2293277938267672E-4,20.962987681752985,0.48194848276404056
-4.39,37.36,train,1.1627624968552239E-4,19.50126116555078,0.46316724884434235
-4.2,37.37,train,1.057118906447031E-4,17.50546555828999,0.4319524807547155
15.04,37.37,train,2.5188262018432104E-4,51.75489072574803,0.740124335259585
-4.43,37.39,train,1.1234583327822082E-4,18.71897891213405,0.4517595266592678
-4.44,37.4,train,1.1739512303117124E-4,19.77102046810611,0.46637106866811806
61.54,37.42,train,2.353796419126974E-5,3.540395427272759,0.11832011888011773
15.0,37.45,train,2.560918913593601E-4,52.59272181077566,0.7459111425663882
22.2,37.49,train,1.590983829986695E-4,27.306733751497475,0.5730821568547164
-4.0,37.5,train,9.745636062507411E-5,15.923902290784595,0.4063015654218882
27.51,37.51,train,1.1764733172397847E-4,19.810627139251196,0.46709060673985037
-4.46,37.53,train,1.0553869775743703E-4,17.476591646129023,0.43142590208912857
58.24,37.58,train,3.555823459314537E-5,5.882815204875496,0.17323412498355473
-1.08,37.59,train,3.095946840567974E-4,69.11843874368337,0.8091575240132376
-2.0,38.0,train,9.878140876141765E-5,16.241766050973588,0.41049535325823483
23.0,38.0,train,1.4844724780585777E-4,25.1418243695778,0.5480487519849823
46.0,38.0,train,6.27855367881708E-5,11.262851248651817,0.2853037314499077
-4.32,38.02,train,1.0735649800119294E-4,17.78389211491786,0.4369285343054522
13.31,38.04,train,1.6399332939833085E-4,28.321190598354764,0.584116981089929
46.18,38.05,train,5.1760124191460534E-5,9.490092458319404,0.2418792048699021
58.14,38.06,train,2.4766499535983057E-5,3.7401321062872936,0.12409601635845169
13.27,38.07,train,2.061193627188722E-4,38.820447541561315,0.6680338220738684
-7.27,38.08,train,1.5315164826470846E-4,25.999265632691642,0.5592815890721236
13.23,38.08,train,1.5113763283445007E-4,25.612367931453168,0.5545072513846152
-8.3,38.1,train,2.0096346671124858E-4,37.514530042276064,0.658749530139007
13.08,38.11,train,2.71219188833648E-4,57.15825467795341,0.765664417675804
21.44,38.14,train,1.6999270994710313E-4,29.752722863247765,0.597253308348271
36.13,38.15,train,6.727280462547331E-5,11.925733868628472,0.30225679958889484
-4.2,38.16,train,1.1159470557689925E-4,18.597974467451962,0.44955200441843013
67.54,38.2,train,3.937803393169868E-5,6.748567593046642,0.18995813551265361
38.18,38.22,train,4.47679607091074E-5,7.871123085034813,0.21298268336957915
27.1,38.25,train,9.929492755799393E-5,16.345133260209682,0.4121126677255498
-8.55,38.3,train,2.560730793387977E-4,52.58674009338391,0.7458855690621315
56.0,38.3,train,5.598016290199139E-5,10.24991200913594,0.25880343355273006
68.21,38.32,train,4.2545283735111354E-5,7.390334563766263,0.20356828331742272
-1.07,38.36,train,1.575007041891647E-4,26.91060160159892,0.5694174563972259
63.11,38.36,train,1.9295125074459677E-5,2.758921805915521,0.0980781322344072
56.18,38.39,train,5.3217075982920424E-5,9.742641062189517,0.24776546488566897
-9.08,38.44,train,1.914846802178165E-4,35.00801906572564,0.6409981732688727
29.47,38.45,train,9.309457188879797E-5,15.180036299984696,0.3922845714755713
48.24,38.45,train,1.3157034332594636E-4,22.287988019888743,0.5053430897454061
-9.15,38.46,train,1.6961189077970592E-4,29.69397744592878,0.5964319350435835
-2.06,38.49,train,9.172862068261221E-5,15.00128794652631,0.3878272845598302
-9.15,38.5,train,1.6217108095294461E-4,27.91597572631914,0.580042758411389
22.2,38.5,train,1.4909494560677263E-4,25.262835835098855,0.5496121123901718
-0.31,38.51,train,2.427242669245108E-4,49.20841240643833,0.7270742540641464
-7.1,38.53,train,1.5954328119718568E-4,27.39842681991858,0.5740970855498547
22.26,38.55,train,1.8444945870558645E-4,33.335582113442904,0.6272286040975192
16.16,38.58,train,2.6267849981326117E-4,54.73778617929301,0.7547087678754829
-0.2,38.59,train,1.8799501164240605E-4,34.179692981682884,0.6342328509860399
-3.0,39.0,train,8.274950114916114E-5,13.653321104033038,0.35770221707972405
-8.0,39.0,train,2.2361041787828098E-4,44.08014252380867,0.697688683205433
22.0,39.0,train,1.7211392842204134E-4,30.341725104765526,0.6017979827344995
47.21,39.0,train,1.5881788227763865E-4,27.247332391391957,0.5724410188589184
-7.04,39.01,train,1.3746133841106086E-4,23.408173652348648,0.5206897665702181
26.32,39.06,train,1.5876673845771137E-4,27.232939891909897,0.5723240161452672
63.34,39.09,train,2.6918067295156917E-5,4.154287917621759,0.13412049348412358
-7.25,39.17,train,1.5867574375023208E-4,27.207332862905655,0.5721157666135297
46.35,39.19,train,1.007235193733735E-4,16.61093625718432,0.41658867738409944
-8.57,39.23,train,2.6503882334946293E-4,55.50074547660505,0.7577867191009494
-7.27,39.25,train,1.8615990303821834E-4,33.76625979773101,0.6306241789139676
-7.56,39.28,train,1.7898362109244512E-4,31.895157264251043,0.6161671588013764
-1.08,39.29,train,1.5382738278267523E-4,26.157559191239113,0.5608719651774221
-0.41,39.3,train,3.7053175306140724E-4,87.32361068208651,0.8622500776272478
-1.0,39.3,train,1.7180870119540398E-4,30.275686340298567,0.6011472109936108
16.17,39.31,train,2.3322206472367854E-4,46.755491238699264,0.7128410799421508
21.45,39.34,train,2.093632781780981E-4,39.88753185209321,0.6737452883302075
3.0,39.4,train,2.3450251112238968E-4,47.160136885429445,0.714801478458958
66.57,39.4,train,4.000565445631518E-5,6.873757919334196,0.1926734679585056
-7.37,39.45,train,1.9615705544008414E-4,36.13082581857,0.6498608519894649
-7.56,39.45,train,1.7286514897730097E-4,30.504258696077397,0.6033951331731474
16.28,39.45,train,2.3642929477033438E-4,47.71718103524173,0.717726244173299
64.26,39.47,train,3.528734483768455E-5,5.8180248979404405,0.17203507528971818
8.43,39.47,train,2.905982031058498E-4,63.270769403984964,0.7887424476873487
-8.05,39.48,train,2.3722222456459263E-4,47.93224806561165,0.718921144621274
-5.45,39.5,train,2.0621063072006935E-4,38.84957678854469,0.6681958738056748
32.44,39.51,train,1.096833793410334E-4,18.206797687058877,0.4438945539914826
32.44,39.52,train,1.1153295823681322E-4,18.588027154119544,0.4493701375426479
8.57,39.52,train,2.6844798810277213E-4,56.43490169828695,0.7621643464377356
-8.38,39.55,train,2.857973132772952E-4,61.833220990768254,0.7832461463478346
32.53,39.56,train,1.1687229972646368E-4,19.647722009260793,0.464876385500148
9.13,39.58,train,2.2045278400858358E-4,43.14741592316695,0.6925383307391324
32.27,39.59,train,1.2125091817786587E-4,20.623008039808575,0.4772661126089267
-0.15,40.0,train,3.1738104859153356E-4,71.27190665468298,0.8169440353151556
-4.0,40.0,train,1.2017662837053487E-4,20.34791255939312,0.4742531200782192
-5.0,40.0,train,1.3854855818686397E-4,23.606886657455277,0.5234696010281528
-8.0,40.0,train,2.506477049457102E-4,51.2524438138061,0.7384017310600803
22.0,40.0,train,2.04950021457598E-4,38.48565249589972,0.6659505711118828
