"BIO8_minusSD_X","BIO8_fullModel_X","BIO8_plusSD_X","BIO8_minusSD_Y","BIO8_fullModel_Y","BIO8_plusSD_Y","WS2M_minusSD_X","WS2M_fullModel_X","WS2M_plusSD_X","WS2M_minusSD_Y","WS2M_fullModel_Y","WS2M_plusSD_Y"
8.72140724225335,10.17333333,11.6252594177466,0,0,0,0.227528193958133,0.24,0.252471806041867,0,0,0
8.77273124894355,10.2174036817588,11.662076114574,0.00826271553852119,0.0136344104470986,0.019006105355676,0.246002154283722,0.258743718592965,0.271485282902207,-0.00630007542069238,0.00100829009709008,0.00831665561487254
8.82405517197043,10.2614740335176,11.6988928950647,0.0164600037077587,0.0271667619587779,0.0378735202097971,0.26424841843767,0.27748743718593,0.290726455934189,-0.0124654555510438,0.00206773257086401,0.0166009206927718
8.87537901006102,10.3055443852764,11.7357097604917,0.0245918602952122,0.0405970545350382,0.0566022487748641,0.282291341753716,0.296231155778894,0.310170969804073,-0.0184961854089598,0.00317832742132181,0.0248528402516034
8.9267027619164,10.3496147370352,11.772526712154,0.0326582810303383,0.0539252881758792,0.0751922953214202,0.300159751896296,0.314974874371859,0.329789996847422,-0.0243923110591298,0.00434007464846346,0.0330724603560567
8.97802642621103,10.393685088794,11.8093437513769,0.0406592615835543,0.0671514628813014,0.0936436641790485,0.317882560186855,0.333718592964824,0.349554625742793,-0.0301538796431357,0.00555297425228896,0.0412598281477136
9.02935000159209,10.4377554405528,11.8461608795134,0.0485947975652189,0.0802755786513042,0.11195635973739,0.335486014682632,0.352462311557789,0.369438608432945,-0.035780939410587,0.00681702623279832,0.0494149918761836
9.08067348667878,10.4818257923116,11.8829780979443,0.056464884524595,0.0932976354858881,0.130130386447181,0.352992518179923,0.371206030150754,0.389419542121584,-0.0412735397513237,0.00813223058999152,0.0575380009313067
9.13199688006155,10.5258961440704,11.9197954080791,0.0642695179487879,0.106217633385053,0.148165748821318,0.370420488074166,0.389949748743719,0.409479009413271,-0.0466317312287295,0.00949858732386859,0.0656289058764666
9.18332018030141,10.5699664958291,11.9566128113569,0.0720086932616631,0.119035572348798,0.166062451435934,0.387784745052512,0.408693467336683,0.429602189620855,-0.0518555656141973,0.0109160964344295,0.0736877584830563
9.23464338592908,10.6140368475879,11.9934303092468,0.079682405822742,0.131751452377125,0.183820498931508,0.405097088479469,0.427437185929648,0.449777283379828,-0.0569450959227962,0.0123847579216743,0.0817146117661448
9.28596649544428,10.6581071993467,12.0302479032492,0.0872906509260728,0.144365273470032,0.201439896013992,0.422366877524224,0.446180904522613,0.469994931521002,-0.0619003764501852,0.0139045717856029,0.089709520021391
9.33728950731483,10.7021775511055,12.0670655948962,0.0948334237990794,0.156877035627521,0.218920647455962,0.439601541728312,0.464924623115578,0.490247704502844,-0.0667214628108249,0.0154755380262154,0.0976725388632557
9.38861241997583,10.7462479028643,12.1038833857528,0.102310719601385,0.16928673884959,0.236262758097795,0.456807000318326,0.483668341708543,0.510529683098759,-0.0714084119775402,0.0170976566435117,0.105603725264564
9.43993523182881,10.7903182546231,12.1407012774174,0.10972253342361,0.18159438313624,0.25346623284887,0.47398799456687,0.502412060301508,0.530836126036145,-0.0759612823224877,0.0187709276374919,0.113503137597472
9.49125794124077,10.8343886063819,12.1775192715231,0.11706886028615,0.193799968487471,0.270531076688792,0.491148346385812,0.521155778894472,0.551163211403133,-0.0803801336595867,0.020495351008156,0.121370835675899
9.54258054654328,10.8784589581407,12.2143373697381,0.124349695137916,0.205903494903283,0.287457294668649,0.508291157766625,0.539899497487437,0.571507837208249,-0.0846650272884711,0.0222709267555039,0.129206880799479
9.59390304603152,10.9225293098995,12.2511555737675,0.131565032855063,0.217904962383676,0.304244891912288,0.525418964165268,0.558643216080402,0.591867467995536,-0.0888160260400292,0.0240976548795357,0.1370113357991
9.64522543796325,10.9665996616583,12.2879738853533,0.138714868239678,0.229804370928649,0.32089387361762,0.542533852571437,0.577386934673367,0.612240016775297,-0.0928331943235919,0.0259755353802513,0.144784265084094
9.6965477205578,11.0106700134171,12.3247923062764,0.145799196018448,0.241601720538204,0.33740424505796,0.559637552686126,0.596130653266332,0.632623753846538,-0.0967165981758431,0.0279045682576508,0.152525734691145
9.74786989199501,11.0547403651759,12.3616108383568,0.152818010841295,0.253297011212339,0.353776011583384,0.576731507661916,0.614874371859296,0.653017236056677,-0.10046630531152,0.0298847535117341,0.160235812334988
