"BIO17_minusSD_X","BIO17_fullModel_X","BIO17_plusSD_X","BIO17_minusSD_Y","BIO17_fullModel_Y","BIO17_plusSD_Y","BIO18_minusSD_X","BIO18_fullModel_X","BIO18_plusSD_X","BIO18_minusSD_Y","BIO18_fullModel_Y","BIO18_plusSD_Y","BIO5_minusSD_X","BIO5_fullModel_X","BIO5_plusSD_X","BIO5_minusSD_Y","BIO5_fullModel_Y","BIO5_plusSD_Y","BIO9_minusSD_X","BIO9_fullModel_X","BIO9_plusSD_X","BIO9_minusSD_Y","BIO9_fullModel_Y","BIO9_plusSD_Y"
1.45825388929376,1.65,1.84174611070624,0,0,0,2.36489002691243,2.4,2.43510997308757,0,0,0,26.8355583705997,27.59,28.3444416294003,0,0,0,-8.80670019335205,-7.306666667,-5.80663314064795,0,0,0
1.48538825409525,1.67633165829146,1.86727506248766,0.00905459427096935,0.013219612493889,0.0173846307168087,2.4213791367431,2.4572864321608,2.49319372757851,0.00786990951737972,0.015212022521257,0.0225541355251343,26.9119087473387,27.6626633165829,28.4134178858271,0.00273963723976151,0.0042764894886142,0.00581334173746689,-8.64048756472085,-7.1475041879196,-5.65452081111834,0.00459405088498658,0.00709770747055015,0.00960136405611372
1.51251433345972,1.70266331658291,1.89281229970611,0.0180141747635716,0.0262910141754458,0.03456785358732,2.47723222113651,2.51457286432161,2.5519135075067,0.0156716999615402,0.0302592469272025,0.0448467938928649,26.9882582384607,27.7353266331658,28.482395027871,0.00546587712751384,0.00851691697590739,0.0115679568243009,-8.47428579587507,-6.9883417088392,-5.50239762180332,0.00912271931680132,0.0140648767683892,0.0190070342199771
1.5396320231092,1.72899497487437,1.91835792663954,0.0268787269267677,0.0392142050446699,0.051549683162572,2.53251873830136,2.57185929648241,2.61119985466346,0.0234053365320632,0.0451416732178363,0.0668780099036094,27.0646068307914,27.8079899497487,28.5513730687061,0.00817868456553093,0.0127212824618795,0.017263880358228,-8.30809504188476,-6.82917922975879,-5.35026341763283,0.0135859810452428,0.020901507893517,0.0282170347417912
1.56674121813768,1.75532663316583,1.94391204819398,0.0356482358306276,0.0519891851015614,0.0683301343724952,2.58731988115898,2.62914572864322,2.67097157612746,0.0310707834938071,0.0598593013931585,0.0886478192925099,27.140954510897,27.8806532663317,28.6203520217663,0.0108780233985827,0.0168895859465305,0.0229011484944782,-8.14191546053679,-6.67001675067839,-5.19811804081999,0.0179838105069913,0.0276076008459337,0.0372313911848761
1.59384181304513,1.78165829145729,1.96947476986945,0.0443226861540077,0.0646159543461203,0.0849092225382329,2.64171650769674,2.68643216080402,2.7311478139113,0.0386680041456097,0.0744121314531693,0.110156258760729,27.2173012650783,27.9533165829146,28.6893319007509,0.0135638563752655,0.0210218274298603,0.0284797984844551,-7.97574721238812,-6.51085427159799,-5.04596133080786,0.0223161807359684,0.0341831556256393,0.0460501305153101
1.62093370177334,1.80798994974874,1.99504619772415,0.0529020621717501,0.0770945127783468,0.101286963384944,2.69578171923379,2.74371859296482,2.79165546669586,0.0461969607877365,0.0888001633978687,0.131403366008001,27.2936470793637,28.0259798994975,28.7583127196313,0.016236145107694,0.0251180069118692,0.0339998687160443,-7.80959046082002,-6.35169179251759,-4.89379312421515,0.0265830632662925,0.0406281722326336,0.0546732811989747
1.64801677774368,1.8343216080402,2.02062643833672,0.0613863477413771,0.0894248603982408,0.117463373055105,2.74957775406584,2.80100502512563,2.85243229618542,0.0536576146880192,0.103023397227256,0.152389179766493,27.3699919395031,28.0986432160804,28.8272944926577,0.0188948500294754,0.0291781243925569,0.0394613987556384,-7.64344537209343,-6.19252931343719,-4.74161325478094,0.0307844280271095,0.0469426506669169,0.0631008733067242
1.67509093389677,1.86065326633166,2.04621559876655,0.0697755262892633,0.101606997205802,0.133438468122341,2.80315570963151,2.85829145728643,2.91342720494135,0.0610499260466198,0.117081832941332,0.173113739836045,27.4463358309603,28.1713065326633,28.8962772343663,0.021539930351887,0.0332021798719235,0.04486442939196,-7.47731211540535,-6.03336683435678,-4.58942155330821,0.0349202432284981,0.0531265909284889,0.0713329386284797
1.702156062734,1.88698492462312,2.07181378651223,0.0780695807962575,0.113640923201031,0.149212265605804,2.85655667931448,2.91557788944724,2.97459909957999,0.0683738539593562,0.130975470540097,0.193577087120838,27.5226787389065,28.2439698492462,28.9652609595859,0.0241713440181685,0.037190173349969,0.0502090026817695,-7.31119086294638,-5.87420435527638,-4.43721784760639,0.0389904752375596,0.0591799930173498,0.07936951079714
1.72921205636115,1.91331658291457,2.09742110946799,0.0862684937827292,0.125526638383927,0.164784782985126,2.90981337445528,2.97286432160804,3.0359152687608,0.0756293563795219,0.14470431002355,0.213779263667579,27.5990206482128,28.3166331658291,29.0342456834455,0.0267890476558411,0.0411421048266935,0.0554951619975458,-7.14508178995926,-5.71504187619598,-4.2850019624327,0.0429950884436986,0.0651028569334996,0.0872106254233005
1.75625880653386,1.93964824120603,2.1230376758782,0.0943722472930147,0.137264142754491,0.180156038215968,2.96295174526839,3.03015075376884,3.0973497622693,0.0828163900781275,0.158268351391692,0.233720312705256,27.6753615434425,28.3892964824121,29.1032314213817,0.0293929965269566,0.0450579743020969,0.0607229520772371,-6.97898507479868,-5.55587939711558,-4.13277371943247,0.0469340451119847,0.0708951826769382,0.0948563202418916
1.78329620470514,1.96597989949749,2.14866359428984,0.102380822879234,0.148853436312722,0.195326049746211,3.01599239839909,3.08743718592965,3.1588819734602,0.0899349106024891,0.171667594644522,0.253400278686555,27.7517014088434,28.461959798995,29.1722181891465,0.0319831444761789,0.0489377817761791,0.0658924190761794,-6.8129008989921,-5.39671691803518,-3.98053293707826,0.0508073052233552,0.0765569702476656,0.102306635271976
1.8103241420749,1.99231155778894,2.17429897350298,0.110294201584448,0.160294519058621,0.210294836532794,3.0689517585225,3.14472361809045,3.22049547765841,0.0969848722330816,0.18490203978204,0.272819207330999,27.8280402283402,28.5346231155779,29.2412060028156,0.0345594438765913,0.0527815272489403,0.0710036106212893,-6.64682944730176,-5.23755443895477,-3.82827943060779,0.05461482630027,0.0820882196456819,0.109561612991094
1.83734250964148,2.0186432160804,2.19994392251932,0.118112363925126,0.171587390992187,0.225062418059249,3.12184298809513,3.20201005025126,3.28217711240738,0.103966227938574,0.197971686804247,0.291977145669921,27.9043779855257,28.6072864321608,29.3101948787959,0.0371218455731211,0.0565892107203804,0.0760565758676398,-6.48077090778793,-5.07839195987437,-3.67601301196082,0.05835656321626,0.087488930870987,0.116621298525714
1.86435119825515,2.04497487437186,2.22559855048857,0.125835289872887,0.182732052113421,0.239628814353955,3.1746767026773,3.25929648241206,3.34391626214682,0.11087892932896,0.210876535711143,0.310874142093326,27.9807146636529,28.6799497487437,29.3791848338345,0.0396702988234634,0.0603608321904994,0.0810513655575354,-6.31472547187318,-4.91922948079397,-3.52373348971475,0.0620324679876185,0.0927591039235809,0.123485739859543
1.8913500986737,2.07130653266332,2.25126296665294,0.133462958835488,0.193728502422322,0.253994046009157,3.22746152261093,3.31658291457286,3.4057043065348,0.117722926606681,0.223616586502727,0.329510246398772,28.0570502456257,28.7526130653266,29.4481758850276,0.042204751236385,0.0640963916592974,0.0859880320822098,-6.14869333440804,-4.76006700171357,-3.37144066901909,0.0656424895452672,0.0978987388034637,0.13015498806166
1.91833910161996,2.09763819095477,2.27693728028959,0.140995349637014,0.204576741918891,0.268158134200768,3.28020449738577,3.37386934673367,3.46753419608157,0.12449816851566,0.236191839178999,0.347885509842338,28.1333847139904,28.8252763819095,29.5171680498287,0.0447251487072774,0.0677958891267742,0.0908666295462711,-5.98267469373766,-4.60090452263317,-3.21913435152867,0.0691865734845756,0.102907835510635,0.136629097536695
1.94531809784141,2.12396984924623,2.30262160065106,0.148432440497235,0.215276770603127,0.28212110070902,3.33291143240698,3.43115577889447,3.52940012538196,0.131204602288121,0.24860229373996,0.365999985191799,28.2097180509261,28.8979396984925,29.5861613460588,0.0472314353508271,0.07145932459293,0.0956872138350329,-5.81666975176986,-4.44174204355276,-3.06681433533567,0.0726646617906294,0.107786394045096,0.142908126299562
1.97228697817164,2.15030150753769,2.32831603690374,0.155774209010089,0.225828588475031,0.295882967939973,3.38558714144079,3.48844221105528,3.59129728066977,0.137842173589093,0.260847950185609,0.383853726782125,28.2860502382355,28.9706030150754,29.6551557919152,0.0497235534306591,0.0750866980577646,0.10044984268487,-5.65067871404427,-4.28257956447236,-2.91448041490045,0.0760766925361128,0.112534414406845,0.148992136277578
1.99924563359391,2.17663316582915,2.35402069806438,0.163020632121251,0.236232195534602,0.309443758947953,3.43823564256345,3.54572864321608,3.65322164386871,0.144410826458491,0.272928808515947,0.401446790573403,28.3623812573347,29.0432663316583,29.7241514059819,0.0522014432858063,0.0786780095212783,0.10515457575675,-5.48470178980282,-4.12341708539196,-2.7621323809811,0.0794225995485942,0.117151896595883,0.154881193643173
