"Country","Population","Line","PC1_F9maxP","PC2_F9maxP","PC3_F9maxP","Longitude","Latitude","Altitude","Location","PC1_clim","PC2_clim"
"Turkey","YE","YE40",-1.18922364614097,-0.766269717907381,-0.841984811864135,32.26,40.231,680,"Yesiloz",0.339505308647265,-3.19878257273457
"Turkey","YE","YE41",-0.79474999001543,-3.20124335907674,-0.708717626830768,32.26,40.231,680,"Yesiloz",0.339505308647265,-3.19878257273457
"Turkey","YE","YE48",-2.26955724485372,-1.39934241275434,1.1817455025245,32.26,40.231,680,"Yesiloz",0.339505308647265,-3.19878257273457
"Turkey","YE","YE49",-1.576154785024,-1.22191291182237,2.38624179579683,32.26,40.231,680,"Yesiloz",0.339505308647265,-3.19878257273457
"Turkey","YE","YE51",-1.87216724493047,-2.23689234684741,0.613774937963467,32.26,40.231,680,"Yesiloz",0.339505308647265,-3.19878257273457
"Turkey","YE","YE69",-0.570918011855963,-1.3160058202326,-0.82512703365543,32.26,40.231,680,"Yesiloz",0.339505308647265,-3.19878257273457
"Turkey","YE","YE80",0.189301631772917,-0.667832485146545,-0.673173263555233,32.26,40.231,680,"Yesiloz",0.339505308647265,-3.19878257273457
"Portugal","RE","RE10",1.09221849613286,-1.64124811623905,-1.13656058012324,-8.41,41.15,175,"Recarei",4.31656451134663,1.05465914779054
"Portugal","RE","RE11",1.19935622007164,0.553480564186756,0.741319042625445,-8.41,41.15,175,"Recarei",4.31656451134663,1.05465914779054
"Portugal","RE","RE12",1.15683963206727,-1.37113823655697,0.296421010982489,-8.41,41.15,175,"Recarei",4.31656451134663,1.05465914779054
"Portugal","RE","RE13",1.88179963744972,-0.152981950649703,-0.426756026844703,-8.41,41.15,175,"Recarei",4.31656451134663,1.05465914779054
"Portugal","RE","RE15",-0.673857924826237,-1.9805566793867,-1.28725458173518,-8.41,41.15,175,"Recarei",4.31656451134663,1.05465914779054
"Portugal","RE","RE16",1.79970411495068,0.550587442191445,-1.90700815137912,-8.41,41.15,175,"Recarei",4.31656451134663,1.05465914779054
"Portugal","RE","RE17",1.05462054641699,-1.43944091000379,0.804541459414569,-8.41,41.15,175,"Recarei",4.31656451134663,1.05465914779054
"Portugal","RE","RE18",2.1934931693896,-0.737214869219371,-0.236449152905494,-8.41,41.15,175,"Recarei",4.31656451134663,1.05465914779054
"Portugal","RE","RE2",3.90877957905366,0.150705430432574,-0.0334000749331268,-8.41,41.15,175,"Recarei",4.31656451134663,1.05465914779054
"Portugal","RE","RE3",1.73830034262047,-2.50304264245434,-0.491537532543209,-8.41,41.15,175,"Recarei",4.31656451134663,1.05465914779054
"Portugal","RE","RE4",2.28957922006899,-1.91746441037804,-0.352357976070095,-8.41,41.15,175,"Recarei",4.31656451134663,1.05465914779054
"Portugal","RE","RE5",0.656636860990941,-0.501915936491124,-0.315277558896811,-8.41,41.15,175,"Recarei",4.31656451134663,1.05465914779054
"Portugal","RE","RE6",2.16263513903012,-0.884128869384918,0.794609597073297,-8.41,41.15,175,"Recarei",4.31656451134663,1.05465914779054
"Portugal","RE","RE7",3.94497720100552,0.575533455185054,-0.129007674525073,-8.41,41.15,175,"Recarei",4.31656451134663,1.05465914779054
"Spain","GI","GI1",0.203416919221482,-1.62922039120337,-1.2445629238847,0.62,41.618,173,"Gimenells",5.10221989951192,-1.14709528055257
"Spain","GI","GI10",0.461709441518188,-0.558664645459442,-0.292831425496841,0.62,41.618,173,"Gimenells",5.10221989951192,-1.14709528055257
"Spain","GI","GI11",-1.34034435907326,-0.960565641865836,-0.736135962661286,0.62,41.618,173,"Gimenells",5.10221989951192,-1.14709528055257
"Spain","GI","GI12",-2.02814951286526,-3.09012217506368,-0.828344238182285,0.62,41.618,173,"Gimenells",5.10221989951192,-1.14709528055257
"Spain","GI","GI13",0.183652889535954,-1.3647663700965,-1.02735412665878,0.62,41.618,173,"Gimenells",5.10221989951192,-1.14709528055257
"Spain","GI","GI14",1.04235602737896,-1.71280304356081,-4.01019058412545,0.62,41.618,173,"Gimenells",5.10221989951192,-1.14709528055257
"Spain","GI","GI15",0.0258666764468535,-0.50387697126487,-1.03067785429994,0.62,41.618,173,"Gimenells",5.10221989951192,-1.14709528055257
"Spain","GI","GI2",-1.1719941868691,-0.370721191988916,-0.284874532676282,0.62,41.618,173,"Gimenells",5.10221989951192,-1.14709528055257
"Spain","GI","GI3",-2.20375309939012,-0.55627729480291,-0.251438204058127,0.62,41.618,173,"Gimenells",5.10221989951192,-1.14709528055257
"Spain","GI","GI4",-1.47828621755058,-1.84309447652153,-0.265398485794402,0.62,41.618,173,"Gimenells",5.10221989951192,-1.14709528055257
"Spain","GI","GI5",0.721640729324106,-2.25620719425399,-2.17429924194629,0.62,41.618,173,"Gimenells",5.10221989951192,-1.14709528055257
"Spain","GI","GI6",-1.50250010732216,0.0857489725776058,0.181641555347509,0.62,41.618,173,"Gimenells",5.10221989951192,-1.14709528055257
"Spain","GI","GI7",-1.61458398798219,-0.864755746716818,0.0750935692521995,0.62,41.618,173,"Gimenells",5.10221989951192,-1.14709528055257
"Spain","GI","GI8",-2.21017909373505,-0.930274096306606,-1.80254109282561,0.62,41.618,173,"Gimenells",5.10221989951192,-1.14709528055257
"Spain","GI","GI9",-1.5157825808727,0.214620958352068,-0.890943599817738,0.62,41.618,173,"Gimenells",5.10221989951192,-1.14709528055257
"Germany","MU","MU1",-1.26509473438214,0.523084989261924,-0.237578533016866,11.61,48.18,520,"Munich",-0.158182580647388,1.39206971013128
"Germany","MU","MU10",-0.667109910505726,0.764902086874181,1.01790221725643,11.61,48.18,520,"Munich",-0.158182580647388,1.39206971013128
"Germany","MU","MU11",-1.74097549443812,0.673861637853576,0.0978751289014691,11.61,48.18,520,"Munich",-0.158182580647388,1.39206971013128
"Germany","MU","MU12",1.39723299608066,1.20265254399959,-0.409710711306541,11.61,48.18,520,"Munich",-0.158182580647388,1.39206971013128
"Germany","MU","MU13",-0.878670937939862,-1.17783235321909,1.27935504175991,11.61,48.18,520,"Munich",-0.158182580647388,1.39206971013128
"Germany","MU","MU14",1.11509715411469,1.85600989881563,1.08581925787103,11.61,48.18,520,"Munich",-0.158182580647388,1.39206971013128
"Germany","MU","MU15",1.23902280524617,2.08621800220368,-0.839752802187771,11.61,48.18,520,"Munich",-0.158182580647388,1.39206971013128
"Germany","MU","MU16",-0.731651740608708,-0.757963841481296,-0.713166676895801,11.61,48.18,520,"Munich",-0.158182580647388,1.39206971013128
"Germany","MU","MU17",0.660273193023022,1.55220831605687,-1.23594072755268,11.61,48.18,520,"Munich",-0.158182580647388,1.39206971013128
"Germany","MU","MU18",-0.281033495828373,1.64545806847061,1.90087779008652,11.61,48.18,520,"Munich",-0.158182580647388,1.39206971013128
"Germany","MU","MU19",2.45544895305784,-0.368277503604313,-0.908101202258585,11.61,48.18,520,"Munich",-0.158182580647388,1.39206971013128
"Germany","MU","MU2",-0.691388553976492,1.19972733604428,-0.622093155228886,11.61,48.18,520,"Munich",-0.158182580647388,1.39206971013128
"Germany","MU","MU20",1.77329666527469,0.488262285035804,0.308003157927217,11.61,48.18,520,"Munich",-0.158182580647388,1.39206971013128
"Germany","MU","MU3",-0.00942556928958918,-0.796895148154161,-1.1482787055634,11.61,48.18,520,"Munich",-0.158182580647388,1.39206971013128
"Germany","MU","MU4",1.048604064778,-0.101281545409849,-1.59093064104692,11.61,48.18,520,"Munich",-0.158182580647388,1.39206971013128
"Germany","MU","MU5",1.60379817962815,1.24772737964525,-0.117448996776017,11.61,48.18,520,"Munich",-0.158182580647388,1.39206971013128
"Germany","MU","MU6",-0.750891481391864,1.28736096740118,1.07008594490003,11.61,48.18,520,"Munich",-0.158182580647388,1.39206971013128
"Germany","MU","MU7",-0.98655338902463,0.475383627343235,1.42922339907326,11.61,48.18,520,"Munich",-0.158182580647388,1.39206971013128
"Germany","MU","MU8",0.449760016471309,-0.0761682296154419,-0.250442406850635,11.61,48.18,520,"Munich",-0.158182580647388,1.39206971013128
"Germany","MU","MU9",-1.635379342949,0.310086267219338,0.951051958496181,11.61,48.18,520,"Munich",-0.158182580647388,1.39206971013128
"Austria","MA","MA12",0.95950487154085,1.35046352881993,-1.01321177929788,15.56,48.375,572,"Mauternbach",-0.463100705019486,-0.144054356743173
"Austria","MA","MA13",0.837293057286284,1.26707531993884,0.819583305403676,15.56,48.375,572,"Mauternbach",-0.463100705019486,-0.144054356743173
"Austria","MA","MA16",-1.73228223165676,0.716218891004902,-0.0872921445505785,15.56,48.375,572,"Mauternbach",-0.463100705019486,-0.144054356743173
"Austria","MA","MA18",2.06453588677042,0.404859404847781,-0.526062338391351,15.56,48.375,572,"Mauternbach",-0.463100705019486,-0.144054356743173
"Austria","MA","MA19",-1.06007594667992,1.75343221180215,0.19853441663516,15.56,48.375,572,"Mauternbach",-0.463100705019486,-0.144054356743173
"Austria","MA","MA20",-0.627198611514714,-0.124203439883838,1.84519821800894,15.56,48.375,572,"Mauternbach",-0.463100705019486,-0.144054356743173
"Austria","MA","MA21",2.158128893292,-0.034807325902917,-0.339711672114601,15.56,48.375,572,"Mauternbach",-0.463100705019486,-0.144054356743173
"Austria","MA","MA23",1.43526920196975,-0.379247880218275,-0.0612911074418548,15.56,48.375,572,"Mauternbach",-0.463100705019486,-0.144054356743173
"Austria","MA","MA26",1.00498322443047,-0.569864352249088,1.56904991646741,15.56,48.375,572,"Mauternbach",-0.463100705019486,-0.144054356743173
"Austria","MA","MA27",1.1271458496003,-0.600473987074135,0.832261996045547,15.56,48.375,572,"Mauternbach",-0.463100705019486,-0.144054356743173
"Austria","MA","MA28",2.33495022005738,-1.06514305973514,-0.220458764413148,15.56,48.375,572,"Mauternbach",-0.463100705019486,-0.144054356743173
"Austria","MA","MA3",0.34409095618857,-0.169432808662084,2.30422698426545,15.56,48.375,572,"Mauternbach",-0.463100705019486,-0.144054356743173
"Austria","MA","MA30",1.98001338360629,-0.0369297987112883,2.22673532932411,15.56,48.375,572,"Mauternbach",-0.463100705019486,-0.144054356743173
"Austria","MA","MA31",1.35299522850035,-0.136123080377369,-0.00794821207559982,15.56,48.375,572,"Mauternbach",-0.463100705019486,-0.144054356743173
"Austria","MA","MA32",2.66527870841001,0.955428104096528,-0.0157457280435818,15.56,48.375,572,"Mauternbach",-0.463100705019486,-0.144054356743173
"Austria","MA","MA33",0.223678142479078,-0.731579510166694,0.204030501111648,15.56,48.375,572,"Mauternbach",-0.463100705019486,-0.144054356743173
"Austria","MA","MA5",0.354013191973034,0.461397033574079,1.77226282786346,15.56,48.375,572,"Mauternbach",-0.463100705019486,-0.144054356743173
"Austria","MA","MA6",0.40044611605499,-1.49846297751892,1.55169739095212,15.56,48.375,572,"Mauternbach",-0.463100705019486,-0.144054356743173
"Austria","MA","MA7",0.292926647561449,-0.194601537887047,1.8001427067449,15.56,48.375,572,"Mauternbach",-0.463100705019486,-0.144054356743173
"Austria","MA","MA9",0.481289065211983,-0.336192653474544,1.65326335863667,15.56,48.375,572,"Mauternbach",-0.463100705019486,-0.144054356743173
"Ukraine","UM","UM13",-0.768347138030539,-0.31790103447326,0.817825006272845,30.206,48.753,214,"Uman",-1.15267402360658,-1.66988583649867
"Ukraine","UM","UM17",1.17913894061156,-0.482733545789135,2.19546731329481,30.206,48.753,214,"Uman",-1.15267402360658,-1.66988583649867
"Ukraine","UM","UM18",1.02126203247022,0.0309280970642621,2.44271969182653,30.206,48.753,214,"Uman",-1.15267402360658,-1.66988583649867
"Ukraine","UM","UM2",-0.683438595134424,-0.828958615540838,2.11073303217936,30.206,48.753,214,"Uman",-1.15267402360658,-1.66988583649867
"Ukraine","UM","UM20",2.10261564287534,-0.814347907326365,3.10901873484069,30.206,48.753,214,"Uman",-1.15267402360658,-1.66988583649867
"Ukraine","UM","UM21",-0.715680152938298,0.473082024625766,2.49640336300121,30.206,48.753,214,"Uman",-1.15267402360658,-1.66988583649867
"Ukraine","UM","UM22",1.63108963374935,-1.90594078800174,-1.06128869865002,30.206,48.753,214,"Uman",-1.15267402360658,-1.66988583649867
"Ukraine","UM","UM23",1.0876364312372,0.39773149036408,1.92702569340989,30.206,48.753,214,"Uman",-1.15267402360658,-1.66988583649867
"Ukraine","UM","UM25",3.76289339885501,1.60398559768793,1.20891879654203,30.206,48.753,214,"Uman",-1.15267402360658,-1.66988583649867
"Ukraine","UM","UM26",0.421499675826048,2.43913432041997,2.10395154347634,30.206,48.753,214,"Uman",-1.15267402360658,-1.66988583649867
"Ukraine","UM","UM28",0.408649740859889,-0.926672839894698,2.05505635005597,30.206,48.753,214,"Uman",-1.15267402360658,-1.66988583649867
"Ukraine","UM","UM29",-0.261151407509934,1.35778285798232,0.731830196334076,30.206,48.753,214,"Uman",-1.15267402360658,-1.66988583649867
"Ukraine","UM","UM4",2.49430718594568,-1.20573094665008,2.32494091985659,30.206,48.753,214,"Uman",-1.15267402360658,-1.66988583649867
"Ukraine","UM","UM5",0.268836295432863,1.91394399922162,1.60809794850048,30.206,48.753,214,"Uman",-1.15267402360658,-1.66988583649867
"Ukraine","UM","UM7",1.11835772022,1.17015359050198,3.23290811648128,30.206,48.753,214,"Uman",-1.15267402360658,-1.66988583649867
"Ukraine","UM","UM9",1.26841380908599,2.05990900047739,1.9651623797404,30.206,48.753,214,"Uman",-1.15267402360658,-1.66988583649867
"Denmark","KA","KA1",-2.2535495368823,1.262223713745,-0.86338893543345,10.213,55.945,15,"Karensminde",0.701370515919282,3.30082994403087
"Denmark","KA","KA10",-1.92660366568766,1.74122742688061,-0.711326078835491,10.213,55.945,15,"Karensminde",0.701370515919282,3.30082994403087
"Denmark","KA","KA11",1.57236501931341,0.660320906418813,-2.04951446734244,10.213,55.945,15,"Karensminde",0.701370515919282,3.30082994403087
"Denmark","KA","KA13",-2.43568770732016,-0.645324645506293,0.00776269790688515,10.213,55.945,15,"Karensminde",0.701370515919282,3.30082994403087
"Denmark","KA","KA14",-0.741598675449646,1.61133248534141,-0.270518284203659,10.213,55.945,15,"Karensminde",0.701370515919282,3.30082994403087
"Denmark","KA","KA15",-1.03872514993674,1.37896683027493,-0.582780476433152,10.213,55.945,15,"Karensminde",0.701370515919282,3.30082994403087
"Denmark","KA","KA16",-0.461557019030305,0.84495038629135,0.186007774984832,10.213,55.945,15,"Karensminde",0.701370515919282,3.30082994403087
"Denmark","KA","KA17",-1.09882849431747,-0.467992485469362,-0.0183255565078817,10.213,55.945,15,"Karensminde",0.701370515919282,3.30082994403087
"Denmark","KA","KA18",-0.399443301534002,0.846121514791806,-0.696703981113892,10.213,55.945,15,"Karensminde",0.701370515919282,3.30082994403087
"Denmark","KA","KA2",0.404828693259533,2.88059430685255,-0.623291604731619,10.213,55.945,15,"Karensminde",0.701370515919282,3.30082994403087
"Denmark","KA","KA23",-0.494314119043663,0.5351151791604,-1.07969150255983,10.213,55.945,15,"Karensminde",0.701370515919282,3.30082994403087
"Denmark","KA","KA24",-0.334414897197629,-0.642069760226385,-0.982505043457264,10.213,55.945,15,"Karensminde",0.701370515919282,3.30082994403087
"Denmark","KA","KA25",1.93005637929616,0.479527545923803,-0.844680254259774,10.213,55.945,15,"Karensminde",0.701370515919282,3.30082994403087
"Denmark","KA","KA28",1.71301141453206,3.51141284237619,-1.06066093569867,10.213,55.945,15,"Karensminde",0.701370515919282,3.30082994403087
"Denmark","KA","KA29",1.94181035257375,2.09771628180389,-2.17404388866044,10.213,55.945,15,"Karensminde",0.701370515919282,3.30082994403087
"Denmark","KA","KA3",-0.826774055746737,0.434608686995114,-0.410904883149136,10.213,55.945,15,"Karensminde",0.701370515919282,3.30082994403087
"Denmark","KA","KA5",-1.77909120926605,0.61397702131439,-0.515984076355182,10.213,55.945,15,"Karensminde",0.701370515919282,3.30082994403087
"Denmark","KA","KA6",-0.340542246670951,0.0234969679622339,1.25040493388148,10.213,55.945,15,"Karensminde",0.701370515919282,3.30082994403087
"Denmark","KA","KA7",-1.36540323512725,2.04304008201744,-1.27897186648708,10.213,55.945,15,"Karensminde",0.701370515919282,3.30082994403087
"Denmark","KA","KA9",-0.46078969431103,1.05877564508943,-2.73667151278261,10.213,55.945,15,"Karensminde",0.701370515919282,3.30082994403087
"Russia","VA","VA1",-1.92786199812161,-0.34713746989011,-0.215979316019557,33.244,57.979,217,"Valday",-4.47280400474824,-0.140778268898035
"Russia","VA","VA11",2.96796189063398,-0.9097302929408,-2.46550613672721,33.244,57.979,217,"Valday",-4.47280400474824,-0.140778268898035
"Russia","VA","VA15",1.17742682685391,-1.28486467168466,-0.491488882222741,33.244,57.979,217,"Valday",-4.47280400474824,-0.140778268898035
"Russia","VA","VA18",-0.651243938961026,0.887213961253548,-1.10652520891244,33.244,57.979,217,"Valday",-4.47280400474824,-0.140778268898035
"Russia","VA","VA22",1.18761569450754,1.72789140695126,-0.00775390691357514,33.244,57.979,217,"Valday",-4.47280400474824,-0.140778268898035
"Russia","VA","VA26",-1.14295490368085,0.0925382459008232,0.582000657542488,33.244,57.979,217,"Valday",-4.47280400474824,-0.140778268898035
"Russia","VA","VA30",1.20240788492232,-0.187071104750982,-0.7520728093662,33.244,57.979,217,"Valday",-4.47280400474824,-0.140778268898035
"Russia","VA","VA34",0.128869755480496,2.36973705721678,0.453381936863889,33.244,57.979,217,"Valday",-4.47280400474824,-0.140778268898035
"Russia","VA","VA35",-0.257537413356928,-0.213628408102975,0.21024938525882,33.244,57.979,217,"Valday",-4.47280400474824,-0.140778268898035
"Russia","VA","VA44",2.54379460914301,0.00981083991102511,-1.10638306790281,33.244,57.979,217,"Valday",-4.47280400474824,-0.140778268898035
"Russia","VA","VA46",2.27881966570739,-0.0648702015348875,-0.573305224847903,33.244,57.979,217,"Valday",-4.47280400474824,-0.140778268898035
"Russia","VA","VA47",1.77092184211839,0.624938778889794,-2.27478562211876,33.244,57.979,217,"Valday",-4.47280400474824,-0.140778268898035
"Russia","VA","VA48",-0.789617850982999,1.43878302596809,-0.689975032893611,33.244,57.979,217,"Valday",-4.47280400474824,-0.140778268898035
"Russia","VA","VA55",-0.196862134497388,1.07929162570588,-0.318214203394948,33.244,57.979,217,"Valday",-4.47280400474824,-0.140778268898035
"Russia","VA","VA57",2.43725306817274,-0.555917471230579,0.784352780720454,33.244,57.979,217,"Valday",-4.47280400474824,-0.140778268898035
"Russia","VA","VA6",0.173002007659071,1.51407230323552,-2.81263223505003,33.244,57.979,217,"Valday",-4.47280400474824,-0.140778268898035
"Russia","VA","VA66",-0.00386907021908163,0.691360588034667,0.560148539320535,33.244,57.979,217,"Valday",-4.47280400474824,-0.140778268898035
"Russia","VA","VA67",-0.409682010802734,-0.852677110443943,-0.580861078965618,33.244,57.979,217,"Valday",-4.47280400474824,-0.140778268898035
"Russia","VA","VA71",-0.752635390498457,0.0972268031204111,-1.4126215200151,33.244,57.979,217,"Valday",-4.47280400474824,-0.140778268898035
"Russia","VA","VA9",-2.40968080385174,1.48630976586417,0.0341133286459151,33.244,57.979,217,"Valday",-4.47280400474824,-0.140778268898035
"Finland","AK","AK1",-1.36839992695808,1.96796514035059,-1.54899706843198,23.52,61.1,88,"Akaa",-4.21289892140339,0.553037513474339
"Finland","AK","AK10",-1.23447177672859,1.25194319290602,-0.566443893958416,23.52,61.1,88,"Akaa",-4.21289892140339,0.553037513474339
"Finland","AK","AK11",-2.328559628448,1.23694903533916,0.00263744540336657,23.52,61.1,88,"Akaa",-4.21289892140339,0.553037513474339
"Finland","AK","AK12",-1.51394195376679,1.08578703911996,0.091863343548167,23.52,61.1,88,"Akaa",-4.21289892140339,0.553037513474339
"Finland","AK","AK13",-0.385729884638536,1.29460838707888,0.568747131024889,23.52,61.1,88,"Akaa",-4.21289892140339,0.553037513474339
"Finland","AK","AK14",-0.90315764781223,2.32285812254226,-0.979295876264258,23.52,61.1,88,"Akaa",-4.21289892140339,0.553037513474339
"Finland","AK","AK15",-1.7778110296265,-0.573704701955008,-0.0746011047534315,23.52,61.1,88,"Akaa",-4.21289892140339,0.553037513474339
"Finland","AK","AK16",-0.933693164266207,2.60800698296121,-0.859479311700174,23.52,61.1,88,"Akaa",-4.21289892140339,0.553037513474339
"Finland","AK","AK17",-1.69905430250151,-0.720164773133496,-0.827588271745244,23.52,61.1,88,"Akaa",-4.21289892140339,0.553037513474339
"Finland","AK","AK18",-2.1985238666434,-0.12594837155699,0.0179897101616205,23.52,61.1,88,"Akaa",-4.21289892140339,0.553037513474339
"Finland","AK","AK2",-0.721048613988199,1.24575661044948,-0.899767974740281,23.52,61.1,88,"Akaa",-4.21289892140339,0.553037513474339
"Finland","AK","AK20",-2.7507821098539,0.979088687830429,0.621627125727943,23.52,61.1,88,"Akaa",-4.21289892140339,0.553037513474339
"Finland","AK","AK21",-0.286042933658899,1.9654263960947,1.58203120703191,23.52,61.1,88,"Akaa",-4.21289892140339,0.553037513474339
"Finland","AK","AK3",-1.38808521590463,1.06317451416459,0.199450561128039,23.52,61.1,88,"Akaa",-4.21289892140339,0.553037513474339
"Finland","AK","AK4",-1.26809317692572,0.269901373410646,-1.39384618053543,23.52,61.1,88,"Akaa",-4.21289892140339,0.553037513474339
"Finland","AK","AK5",-1.1442247972565,1.69494777204625,-0.453978558434299,23.52,61.1,88,"Akaa",-4.21289892140339,0.553037513474339
"Finland","AK","AK6",-1.19699144009516,0.896140761996978,0.318369631277357,23.52,61.1,88,"Akaa",-4.21289892140339,0.553037513474339
"Finland","AK","AK7",-1.94245162144732,1.31162196237643,0.394174006852441,23.52,61.1,88,"Akaa",-4.21289892140339,0.553037513474339
"Finland","AK","AK8",-1.01238832986826,1.44068999223924,-0.572375692062188,23.52,61.1,88,"Akaa",-4.21289892140339,0.553037513474339
"Finland","AK","AK9",-2.76898507982952,0.720280356317902,1.42746505109036,23.52,61.1,88,"Akaa",-4.21289892140339,0.553037513474339
