"","Trait","Sex","Moderator","R2","P"
"1","HSM","F","Population",0,0.70436366865573
"2","HSM","F","PC",0,0.305843676182475
"3","HSM","F","Lab",0,0.305843676182421
"4","HSM","F","Population + Lab",0,0.727360686276927
"5","HSM","F","Population + PC",0,0.727360686276949
