"","Trait","Sex","Moderator","R2","P"
"1","HSM","M","Population",0,0.36353466225218
"2","HSM","M","PC",0,0.34343227454343
"3","HSM","M","Lab",0,0.343432274543465
"4","HSM","M","Population + Lab",0,0.40075915861495
"5","HSM","M","Population + PC",0,0.400759158614951
