Population	Mstar	SEMstar	Q	p	LLMstar	ULMstar	N_lab
YE	342.675410941133	24.4052711807388	19.09653253958	0.0143518288397368	294.841958393952	390.508863488314	2
RE	355.314113876676	26.4660905252331	19.09653253958	0.0143518288397368	303.441529635643	407.18669811771	2
GI	334.228787708165	6.30955251828104	19.09653253958	0.0143518288397368	321.86229201377	346.595283402559	2
MU	361.807186870148	33.8602887445652	19.09653253958	0.0143518288397368	295.442240424673	428.172133315623	2
MA	391.099705227277	23.9746151125097	19.09653253958	0.0143518288397368	344.110323063549	438.089087391006	2
UM	369.806649995648	11.5055043431695	19.09653253958	0.0143518288397368	347.256275859066	392.357024132229	2
KA	364.203184850034	5.8591648870526	19.09653253958	0.0143518288397368	352.71943269193	375.686937008139	2
VA	360.039227976945	8.08469139019691	19.09653253958	0.0143518288397368	344.193524026038	375.884931927852	2
AK	368.914560585101	12.4733984101478	19.09653253958	0.0143518288397368	344.467148936392	393.36197223381	2
