Population	Mstar	SEMstar	Q	p	LLMstar	ULMstar	N_lab
YE	295.636713777951	33.248636181164	23.1328666511575	0.00319778408266785	230.470584327794	360.802843228108	2
RE	299.327960703747	31.7729581612602	23.1328666511575	0.00319778408266785	237.054107025379	361.601814382115	2
GI	278.412693406577	10.2624352244983	23.1328666511575	0.00319778408266785	258.298689972885	298.526696840269	2
MU	322.996175784102	22.1788613691102	23.1328666511575	0.00319778408266785	279.52640628254	366.465945285665	2
MA	349.295530043809	33.6406089002615	23.1328666511575	0.00319778408266785	283.361148181299	415.229911906319	2
UM	336.435008706166	26.8263994397069	23.1328666511575	0.00319778408266785	283.856231969455	389.013785442877	2
KA	328.392400372703	9.15921560710225	23.1328666511575	0.00319778408266785	310.440667656145	346.344133089261	2
VA	327.77967100911	14.0159559021517	23.1328666511575	0.00319778408266785	300.308902231991	355.250439786229	2
AK	355.417683389983	17.852447153094	23.1328666511575	0.00319778408266785	320.427529934014	390.407836845952	2
