"Supervisor.PI","Diet","Batch","Population","Line","Data.Label","Sex","ReplicateChamberOld","ReplicateChamber","Period","CircPhase","AbsPhase","Experiment","ND","Activity","Country","Latitude","Longitude","Altitude"
"Tauber","NS",2,"UM","UM17","UM  17-8-18","M",5,"Tauber_2_UM17_M_5",25.56,13.71,12.25,2,0.515152,20,"Ukraine",48.753,30.206,214
"Tauber","NS",2,"UM","UM17","UM  17-8-18","M",5,"Tauber_2_UM17_M_5",24.7,11.17,12.5,2,0.375,24.2,"Ukraine",48.753,30.206,214
"Tauber","NS",2,"UM","UM17","UM  17-8-18","M",5,"Tauber_2_UM17_M_5",25.32,8.44,12.25,2,0.346939,26.4,"Ukraine",48.753,30.206,214
"Tauber","NS",2,"UM","UM17","UM  17-8-18","M",5,"Tauber_2_UM17_M_5",25.74,11.28,12.15,2,0.425743,28.8,"Ukraine",48.753,30.206,214
"Tauber","NS",2,"UM","UM17","UM  17-8-18","M",5,"Tauber_2_UM17_M_5",23.2,9.21,12.35,2,0.472727,16.2,"Ukraine",48.753,30.206,214
"Tauber","NS",2,"UM","UM17","UM  17-8-18","M",5,"Tauber_2_UM17_M_5",24.36,12.81,12.6,2,0.37037,14.8,"Ukraine",48.753,30.206,214
"Tauber","NS",2,"UM","UM17","UM  17-8-18","M",5,"Tauber_2_UM17_M_5",25.1,17.88,12.25,2,0.792683,29.4,"Ukraine",48.753,30.206,214
"Tauber","NS",2,"UM","UM18","UM  18-8-18","M",5,"Tauber_2_UM18_M_5",23.68,15.41,12.05,2,0.3125,25.2,"Ukraine",48.753,30.206,214
"Tauber","NS",2,"UM","UM18","UM  18-8-18","M",5,"Tauber_2_UM18_M_5",19.38,1.61,12.55,2,0.791667,17.2,"Ukraine",48.753,30.206,214
"Tauber","NS",2,"UM","UM18","UM  18-8-18","M",5,"Tauber_2_UM18_M_5",25.08,5.74,12.45,2,0.274725,23.2,"Ukraine",48.753,30.206,214
"Tauber","NS",2,"UM","UM18","UM  18-8-18","M",5,"Tauber_2_UM18_M_5",24.54,12.62,12.45,2,0.851852,20,"Ukraine",48.753,30.206,214
"Tauber","NS",2,"UM","UM18","UM  18-8-18","M",5,"Tauber_2_UM18_M_5",24.62,15.01,12.5,2,0.900826,46,"Ukraine",48.753,30.206,214
"Tauber","NS",2,"UM","UM18","UM  18-8-18","M",5,"Tauber_2_UM18_M_5",23.28,18.45,11.36,2,0.230769,22.4,"Ukraine",48.753,30.206,214
"Tauber","NS",2,"MA","MA3","MA 3-9-18","M",5,"Tauber_2_MA3_M_5",22.68,4.23,12.25,2,0.621053,30.8,"Austria",48.375,15.56,572
"Tauber","NS",2,"MA","MA3","MA 3-9-18","M",5,"Tauber_2_MA3_M_5",26.4,1.82,12.35,2,0.613636,14.2,"Austria",48.375,15.56,572
"Tauber","NS",2,"UM","UM5","UM  5-8-18","M",5,"Tauber_2_UM5_M_5",21.76,0.99,12.5,2,0.434211,21.8,"Ukraine",48.753,30.206,214
"Tauber","NS",2,"UM","UM5","UM  5-8-18","M",5,"Tauber_2_UM5_M_5",24.88,1.27,0,2,0.688172,31.4,"Ukraine",48.753,30.206,214
"Tauber","NS",2,"UM","UM5","UM  5-8-18","M",5,"Tauber_2_UM5_M_5",26.7,3.6,12.5,2,1.123596,37.8,"Ukraine",48.753,30.206,214
"Tauber","NS",2,"UM","UM5","UM  5-8-18","M",5,"Tauber_2_UM5_M_5",24.34,6.11,0,2,0.957895,37.2,"Ukraine",48.753,30.206,214
"Tauber","NS",2,"UM","UM5","UM  5-8-18","M",5,"Tauber_2_UM5_M_5",25.98,15.52,12.15,2,1.027778,43.8,"Ukraine",48.753,30.206,214
"Tauber","NS",2,"UM","UM5","UM  5-8-18","M",5,"Tauber_2_UM5_M_5",20,10.92,0,2,0.852174,42.6,"Ukraine",48.753,30.206,214
"Tauber","NS",2,"UM","UM6","UM  6-8-18","M",5,"Tauber_2_UM6_M_5",23.06,18.11,12.45,2,0.509804,15.4,"Ukraine",48.753,30.206,214
"Tauber","NS",2,"UM","UM6","UM  6-8-18","M",5,"Tauber_2_UM6_M_5",23.82,17.93,12.5,2,1.444444,4.4,"Ukraine",48.753,30.206,214
"Tauber","NS",2,"UM","UM7","UM  7-8-18","M",5,"Tauber_2_UM7_M_5",25.14,9.55,12.5,2,0.801653,43.6,"Ukraine",48.753,30.206,214
"Tauber","NS",2,"UM","UM7","UM  7-8-18","M",5,"Tauber_2_UM7_M_5",26.52,22.62,16.7,2,0.8,41.4,"Ukraine",48.753,30.206,214
"Tauber","NS",2,"MA","MA3","MA 3-9-18","M",6,"Tauber_2_MA3_M_6",24.54,16.53,10.09,2,1.008403,47.8,"Austria",48.375,15.56,572
"Tauber","NS",2,"MA","MA5","MA 5-9-18","M",6,"Tauber_2_MA5_M_6",24.9,13.49,19.66,2,1.116279,36.4,"Austria",48.375,15.56,572
"Tauber","NS",2,"MA","MA5","MA 5-9-18","M",6,"Tauber_2_MA5_M_6",24.96,5.29,2.3,2,1.038462,42.4,"Austria",48.375,15.56,572
"Tauber","NS",2,"MA","MA5","MA 5-9-18","M",6,"Tauber_2_MA5_M_6",26.66,1.21,1.37,2,0.863248,43.6,"Austria",48.375,15.56,572
"Tauber","NS",2,"MA","MA5","MA 5-9-18","M",6,"Tauber_2_MA5_M_6",24.26,22.95,4.26,2,1.135802,34.6,"Austria",48.375,15.56,572
"Tauber","NS",2,"MA","MA6","MA 6-9-18","M",6,"Tauber_2_MA6_M_6",24.78,0.48,1,2,1.017241,46.8,"Austria",48.375,15.56,572
"Tauber","NS",2,"MA","MA6","MA 6-9-18","M",6,"Tauber_2_MA6_M_6",20.16,1.71,22.41,2,1.044643,45.8,"Austria",48.375,15.56,572
"Tauber","NS",2,"MA","MA6","MA 6-9-18","M",6,"Tauber_2_MA6_M_6",22.1,0,17.78,2,1.022989,35.2,"Austria",48.375,15.56,572
"Tauber","NS",2,"MA","MA7","MA 7-9-18","M",6,"Tauber_2_MA7_M_6",20.18,5,2.67,2,1.166667,39,"Austria",48.375,15.56,572
"Tauber","NS",2,"MA","MA7","MA 7-9-18","M",6,"Tauber_2_MA7_M_6",29.9,23.52,13.52,2,0.962264,20.8,"Austria",48.375,15.56,572
"Tauber","NS",2,"MA","MA7","MA 7-9-18","M",6,"Tauber_2_MA7_M_6",29.34,2.26,12.24,2,0.92,38.4,"Austria",48.375,15.56,572
"Tauber","NS",2,"MA","MA9","MA 9-9-18","M",6,"Tauber_2_MA9_M_6",20.54,18.34,17.86,2,0.980392,40.4,"Austria",48.375,15.56,572
"Tauber","NS",2,"YE","YE48","YE 48-9-18","M",6,"Tauber_2_YE48_M_6",23.8,15.13,6.92,2,1,40.8,"Turkey",40.231,32.26,680
"Tauber","NS",2,"YE","YE48","YE 48-9-18","M",6,"Tauber_2_YE48_M_6",23.38,21.35,9.05,2,1.36,23.6,"Turkey",40.231,32.26,680
"Tauber","NS",2,"YE","YE48","YE 48-9-18","M",6,"Tauber_2_YE48_M_6",27,23.11,16.71,2,0.95122,16,"Turkey",40.231,32.26,680
"Tauber","NS",2,"YE","YE48","YE 48-9-18","M",6,"Tauber_2_YE48_M_6",22.76,18.98,NA,2,0.927273,42.4,"Turkey",40.231,32.26,680
"Tauber","NS",2,"YE","YE48","YE 48-9-18","M",6,"Tauber_2_YE48_M_6",24.7,17.78,8.5,2,1.068182,18.2,"Turkey",40.231,32.26,680
"Tauber","NS",2,"YE","YE49","YE 49-9-18","M",6,"Tauber_2_YE49_M_6",25.18,1.24,8.32,2,1.6,7.8,"Turkey",40.231,32.26,680
"Tauber","NS",2,"YE","YE49","YE 49-9-18","M",6,"Tauber_2_YE49_M_6",23.6,19.32,12,2,1.76,13.8,"Turkey",40.231,32.26,680
"Tauber","NS",2,"YE","YE49","YE 49-9-18","M",6,"Tauber_2_YE49_M_6",25.48,5.46,15.32,2,2.5,15.4,"Turkey",40.231,32.26,680
"Tauber","NS",2,"YE","YE51","YE 51-9-18","M",6,"Tauber_2_YE51_M_6",23,17.32,23.35,2,1.372881,28,"Turkey",40.231,32.26,680
"Tauber","NS",2,"YE","YE51","YE 51-9-18","M",6,"Tauber_2_YE51_M_6",23.24,21.58,17.61,2,1.13253,35.4,"Turkey",40.231,32.26,680
"Tauber","NS",2,"YE","YE51","YE 51-9-18","M",6,"Tauber_2_YE51_M_6",23.5,3.06,4.73,2,1.278689,27.8,"Turkey",40.231,32.26,680
"Tauber","NS",2,"YE","YE51","YE 51-9-18","M",6,"Tauber_2_YE51_M_6",24.32,2.86,7.12,2,1.009259,43.4,"Turkey",40.231,32.26,680
"Tauber","NS",2,"YE","YE51","YE 51-9-18","M",6,"Tauber_2_YE51_M_6",24.14,0.16,10.33,2,1.69697,17.8,"Turkey",40.231,32.26,680
"Tauber","NS",2,"KA","KA9","KA 9-10-18","M",7,"Tauber_2_KA9_M_7",24.86,21.34,3.25,2,1,42,"Denmark",55.945,10.213,15
"Tauber","NS",2,"KA","KA9","KA 9-10-18","M",7,"Tauber_2_KA9_M_7",21.62,21.54,19.49,2,0.982143,44.4,"Denmark",55.945,10.213,15
"Tauber","NS",2,"KA","KA9","KA 9-10-18","M",7,"Tauber_2_KA9_M_7",24.28,21.35,5.9,2,1.081633,40.8,"Denmark",55.945,10.213,15
"Tauber","NS",2,"KA","KA9","KA 9-10-18","M",7,"Tauber_2_KA9_M_7",23.98,20.02,0.21,2,0.946903,44,"Denmark",55.945,10.213,15
"Tauber","NS",2,"KA","KA9","KA 9-10-18","M",7,"Tauber_2_KA9_M_7",22.18,0.22,8.68,2,0.988636,35,"Denmark",55.945,10.213,15
"Tauber","NS",2,"KA","KA9","KA 9-10-18","M",7,"Tauber_2_KA9_M_7",23.76,23.74,1.66,2,0.892857,31.8,"Denmark",55.945,10.213,15
"Tauber","NS",2,"KA","KA10","KA 10-10-18","M",7,"Tauber_2_KA10_M_7",23.64,12.99,11.88,2,1.3125,37,"Denmark",55.945,10.213,15
"Tauber","NS",2,"KA","KA10","KA 10-10-18","M",7,"Tauber_2_KA10_M_7",28.78,23.68,NA,2,0.966942,47.6,"Denmark",55.945,10.213,15
"Tauber","NS",2,"KA","KA11","KA 11-10-18","M",7,"Tauber_2_KA11_M_7",25.12,13.76,6.23,2,0.94898,38.2,"Denmark",55.945,10.213,15
"Tauber","NS",2,"KA","KA11","KA 11-10-18","M",7,"Tauber_2_KA11_M_7",23.96,0.04,5.31,2,1.018018,44.8,"Denmark",55.945,10.213,15
"Tauber","NS",2,"KA","KA11","KA 11-10-18","M",7,"Tauber_2_KA11_M_7",24.4,23.8,13.7,2,1.076923,43.2,"Denmark",55.945,10.213,15
"Tauber","NS",2,"VA","VA6","VA 6-8-18","M",7,"Tauber_2_VA6_M_7",23.72,18.72,21.67,2,1.142857,27,"Russia",57.979,33.244,217
"Tauber","NS",2,"VA","VA6","VA 6-8-18","M",7,"Tauber_2_VA6_M_7",25.02,12.95,21.3,2,1,24.4,"Russia",57.979,33.244,217
"Tauber","NS",2,"VA","VA6","VA 6-8-18","M",7,"Tauber_2_VA6_M_7",19.36,3.35,13.84,2,1.122807,24.2,"Russia",57.979,33.244,217
"Tauber","NS",2,"VA","VA6","VA 6-8-18","M",7,"Tauber_2_VA6_M_7",24.02,16.99,NA,2,2.454545,7.6,"Russia",57.979,33.244,217
"Tauber","NS",2,"VA","VA9","VA 9-8-18","M",7,"Tauber_2_VA9_M_7",22.52,1.92,18.8,2,1.073171,34,"Russia",57.979,33.244,217
"Tauber","NS",2,"VA","VA9","VA 9-8-18","M",7,"Tauber_2_VA9_M_7",24.66,11.68,6.8,2,0.892308,24.6,"Russia",57.979,33.244,217
"Tauber","NS",2,"VA","VA9","VA 9-8-18","M",7,"Tauber_2_VA9_M_7",24.7,10.79,17.04,2,1.764706,9.4,"Russia",57.979,33.244,217
"Tauber","NS",2,"VA","VA11","VA 11-8-18","M",7,"Tauber_2_VA11_M_7",18.22,0,23.71,2,1.105263,16,"Russia",57.979,33.244,217
"Tauber","NS",2,"VA","VA11","VA 11-8-18","M",7,"Tauber_2_VA11_M_7",24.22,22.59,15.72,2,1.0625,26.4,"Russia",57.979,33.244,217
"Tauber","NS",2,"VA","VA11","VA 11-8-18","M",7,"Tauber_2_VA11_M_7",24.72,21.46,18.14,2,0.935897,30.2,"Russia",57.979,33.244,217
"Tauber","NS",2,"VA","VA11","VA 11-8-18","M",7,"Tauber_2_VA11_M_7",24.22,16.45,NA,2,1.4375,7.8,"Russia",57.979,33.244,217
"Tauber","NS",2,"VA","VA11","VA 11-8-18","M",7,"Tauber_2_VA11_M_7",24.04,22.86,20.36,2,1.326087,21.4,"Russia",57.979,33.244,217
"Tauber","NS",2,"VA","VA15","VA 15-8-18","M",7,"Tauber_2_VA15_M_7",24.14,21.97,22.04,2,0.857143,18.2,"Russia",57.979,33.244,217
"Tauber","NS",2,"VA","VA15","VA 15-8-18","M",7,"Tauber_2_VA15_M_7",24.84,13.14,16,2,1.25,10.8,"Russia",57.979,33.244,217
"Tauber","NS",2,"VA","VA15","VA 15-8-18","M",7,"Tauber_2_VA15_M_7",24.12,23.08,NA,2,0.875,33,"Russia",57.979,33.244,217
"Tauber","NS",2,"VA","VA30","VA 30-8-18","M",8,"Tauber_2_VA30_M_8",24.46,22.08,23.42,2,1.098901,38.2,"Russia",57.979,33.244,217
"Tauber","NS",2,"YE","YE26","YE 26-9-18","M",8,"Tauber_2_YE26_M_8",22.54,0.38,NA,2,0.991597,47.4,"Turkey",40.231,32.26,680
"Tauber","NS",2,"YE","YE26","YE 26-9-18","M",8,"Tauber_2_YE26_M_8",24.24,23.56,19.42,2,1.019802,40.8,"Turkey",40.231,32.26,680
"Tauber","NS",2,"YE","YE26","YE 26-9-18","M",8,"Tauber_2_YE26_M_8",24.76,23.65,14.35,2,1.018182,44.4,"Turkey",40.231,32.26,680
"Tauber","NS",2,"YE","YE27","YE 29-9-18","M",8,"Tauber_2_YE27_M_8",24.12,20.9,6.42,2,1.079365,26.2,"Turkey",40.231,32.26,680
"Tauber","NS",2,"YE","YE27","YE 29-9-18","M",8,"Tauber_2_YE27_M_8",25.84,14.02,14.32,2,1.029126,41.8,"Turkey",40.231,32.26,680
"Tauber","NS",2,"YE","YE27","YE 29-9-18","M",8,"Tauber_2_YE27_M_8",21.24,23.16,11.65,2,1.109756,34.6,"Turkey",40.231,32.26,680
"Tauber","NS",2,"YE","YE27","YE 29-9-18","M",8,"Tauber_2_YE27_M_8",22.98,22.35,16.14,2,1.44,24.4,"Turkey",40.231,32.26,680
"Tauber","NS",2,"YE","YE27","YE 29-9-18","M",8,"Tauber_2_YE27_M_8",26.84,20.39,22.75,2,1.142857,36,"Turkey",40.231,32.26,680
"Tauber","NS",2,"YE","YE27","YE 29-9-18","M",8,"Tauber_2_YE27_M_8",26.26,2.32,17.85,2,1.444444,26.4,"Turkey",40.231,32.26,680
"Tauber","NS",2,"YE","YE33","YE 33-9-18","M",8,"Tauber_2_YE33_M_8",23.7,16.3,13.16,2,1.021505,37.6,"Turkey",40.231,32.26,680
"Tauber","NS",2,"YE","YE33","YE 33-9-18","M",8,"Tauber_2_YE33_M_8",24.5,20.08,16.76,2,1.142857,42,"Turkey",40.231,32.26,680
"Tauber","NS",2,"YE","YE33","YE 33-9-18","M",8,"Tauber_2_YE33_M_8",23.28,21.24,14.05,2,1.098901,38.2,"Turkey",40.231,32.26,680
"Tauber","NS",2,"VA","VA15","VA 15-8-18","M",8,"Tauber_2_VA15_M_8",24.16,9.93,22.42,2,1.111111,26.6,"Russia",57.979,33.244,217
"Tauber","NS",2,"VA","VA18","VA 18-8-18","M",8,"Tauber_2_VA18_M_8",23.02,2.71,14.03,2,1.017241,23.4,"Russia",57.979,33.244,217
"Tauber","NS",2,"VA","VA18","VA 18-8-18","M",8,"Tauber_2_VA18_M_8",23.78,1.23,23.5,2,1.266667,20.4,"Russia",57.979,33.244,217
"Tauber","NS",2,"VA","VA18","VA 18-8-18","M",8,"Tauber_2_VA18_M_8",22.84,17.34,6,2,1,16.4,"Russia",57.979,33.244,217
"Tauber","NS",2,"VA","VA18","VA 18-8-18","M",8,"Tauber_2_VA18_M_8",24.76,22,NA,2,1.238095,9.4,"Russia",57.979,33.244,217
"Tauber","NS",2,"VA","VA18","VA 18-8-18","M",8,"Tauber_2_VA18_M_8",25.6,11.16,21.43,2,0.928571,21.6,"Russia",57.979,33.244,217
"Tauber","NS",2,"VA","VA18","VA 18-8-18","M",8,"Tauber_2_VA18_M_8",24.12,23.08,NA,2,1,20,"Russia",57.979,33.244,217
"Tauber","NS",2,"VA","VA18","VA 18-8-18","M",8,"Tauber_2_VA18_M_8",28.18,23.59,NA,2,1.095238,17.6,"Russia",57.979,33.244,217
"Tauber","NS",2,"VA","VA26","VA 26-8-18","M",8,"Tauber_2_VA26_M_8",24.36,21.18,16.75,2,1.142857,33,"Russia",57.979,33.244,217
"Tauber","NS",2,"VA","VA26","VA 26-8-18","M",8,"Tauber_2_VA26_M_8",22.22,2.35,16.48,2,1.333333,18.2,"Russia",57.979,33.244,217
"Tauber","NS",2,"VA","VA26","VA 26-8-18","M",8,"Tauber_2_VA26_M_8",22.76,17.82,22.45,2,1.125,10.2,"Russia",57.979,33.244,217
"Tauber","NS",2,"VA","VA30","VA 30-8-18","M",8,"Tauber_2_VA30_M_8",24.1,22.8,6,2,1.095238,26.4,"Russia",57.979,33.244,217
"Tauber","NS",2,"MA","MA12","MA 12-9-18","M",9,"Tauber_2_MA12_M_9",23.9,23.4,NA,2,0.704545,15,"Austria",48.375,15.56,572
"Tauber","NS",2,"MA","MA12","MA 12-9-18","M",9,"Tauber_2_MA12_M_9",23.7,21.87,23.56,2,0.990196,40.6,"Austria",48.375,15.56,572
"Tauber","NS",2,"MA","MA12","MA 12-9-18","M",9,"Tauber_2_MA12_M_9",25.18,16.2,8.06,2,1.192308,34.2,"Austria",48.375,15.56,572
"Tauber","NS",2,"MA","MA12","MA 12-9-18","M",9,"Tauber_2_MA12_M_9",28.06,1.06,9.31,2,1.017094,47.2,"Austria",48.375,15.56,572
"Tauber","NS",2,"MA","MA12","MA 12-9-18","M",9,"Tauber_2_MA12_M_9",27.34,2.16,5.53,2,1.114943,36.8,"Austria",48.375,15.56,572
"Tauber","NS",2,"MA","MA12","MA 12-9-18","M",9,"Tauber_2_MA12_M_9",22.82,22.61,15.73,2,0.943662,27.6,"Austria",48.375,15.56,572
"Tauber","NS",2,"MA","MA13","MA 13-9-18","M",9,"Tauber_2_MA13_M_9",23.54,2,15.32,2,0.879518,31.2,"Austria",48.375,15.56,572
"Tauber","NS",2,"MA","MA13","MA 13-9-18","M",9,"Tauber_2_MA13_M_9",23.92,22.58,3.01,2,1.076923,16.2,"Austria",48.375,15.56,572
"Tauber","NS",2,"MA","MA13","MA 13-9-18","M",9,"Tauber_2_MA13_M_9",23.38,22.99,6.94,2,1,16,"Austria",48.375,15.56,572
"Tauber","NS",2,"MA","MA13","MA 13-9-18","M",9,"Tauber_2_MA13_M_9",28.04,0.14,12.89,2,1.372093,20.4,"Austria",48.375,15.56,572
"Tauber","NS",2,"KA","KA13","KA 13-10-18","M",9,"Tauber_2_KA13_M_9",22.02,1.07,19.34,2,1.057471,35.8,"Denmark",55.945,10.213,15
"Tauber","NS",2,"KA","KA13","KA 13-10-18","M",9,"Tauber_2_KA13_M_9",25,21.02,0.15,2,1.107692,27.4,"Denmark",55.945,10.213,15
"Tauber","NS",2,"KA","KA13","KA 13-10-18","M",9,"Tauber_2_KA13_M_9",23.12,19.2,13.06,2,1.027027,45,"Denmark",55.945,10.213,15
"Tauber","NS",2,"YE","YE11","YE 11-9-18","M",9,"Tauber_2_YE11_M_9",25.78,14.9,20.33,2,0.954545,25.8,"Turkey",40.231,32.26,680
"Tauber","NS",2,"YE","YE41","YE 41-9-18","M",9,"Tauber_2_YE41_M_9",23.9,23.4,NA,2,0.704545,15,"Turkey",40.231,32.26,680
"Tauber","NS",2,"YE","YE41","YE 41-9-18","M",9,"Tauber_2_YE41_M_9",23.7,21.87,23.56,2,0.990196,40.6,"Turkey",40.231,32.26,680
"Tauber","NS",2,"YE","YE41","YE 41-9-18","M",9,"Tauber_2_YE41_M_9",25.18,16.2,8.06,2,1.192308,34.2,"Turkey",40.231,32.26,680
"Tauber","NS",2,"YE","YE41","YE 41-9-18","M",9,"Tauber_2_YE41_M_9",28.06,1.06,9.31,2,1.017094,47.2,"Turkey",40.231,32.26,680
"Tauber","NS",2,"YE","YE41","YE 41-9-18","M",9,"Tauber_2_YE41_M_9",27.34,2.16,5.53,2,1.114943,36.8,"Turkey",40.231,32.26,680
"Tauber","NS",2,"YE","YE41","YE 41-9-18","M",9,"Tauber_2_YE41_M_9",22.82,22.61,15.73,2,0.943662,27.6,"Turkey",40.231,32.26,680
"Tauber","NS",2,"YE","YE41","YE 41-9-18","M",9,"Tauber_2_YE41_M_9",23.54,2,15.32,2,0.879518,31.2,"Turkey",40.231,32.26,680
"Tauber","NS",2,"YE","YE41","YE 41-9-18","M",9,"Tauber_2_YE41_M_9",23.92,22.58,3.01,2,1.076923,16.2,"Turkey",40.231,32.26,680
"Tauber","NS",2,"MA","MA16","MA 16-9-18","M",9,"Tauber_2_MA16_M_9",23.38,22.99,6.94,2,1,16,"Austria",48.375,15.56,572
"Tauber","NS",2,"MA","MA16","MA 16-9-18","M",9,"Tauber_2_MA16_M_9",28.04,0.14,12.89,2,1.372093,20.4,"Austria",48.375,15.56,572
"Tauber","NS",2,"MA","MA16","MA 16-9-18","M",9,"Tauber_2_MA16_M_9",22.02,1.07,19.34,2,1.057471,35.8,"Austria",48.375,15.56,572
"Tauber","NS",2,"MA","MA16","MA 16-9-18","M",9,"Tauber_2_MA16_M_9",25,21.02,0.15,2,1.107692,27.4,"Austria",48.375,15.56,572
"Tauber","NS",2,"MA","MA16","MA 16-9-18","M",9,"Tauber_2_MA16_M_9",23.12,19.2,13.06,2,1.027027,45,"Austria",48.375,15.56,572
"Tauber","NS",2,"MA","MA18","MA 18-9-18","M",9,"Tauber_2_MA18_M_9",25.78,14.9,20.33,2,0.954545,25.8,"Austria",48.375,15.56,572
"Tauber","NS",2,"MA","MA19","MA 19-9-18","M",10,"Tauber_2_MA19_M_10",23.94,22.66,14.73,2,0.969388,38.6,"Austria",48.375,15.56,572
"Tauber","NS",2,"MA","MA19","MA 19-9-18","M",10,"Tauber_2_MA19_M_10",24.78,20.44,17.85,2,0.915493,27.2,"Austria",48.375,15.56,572
"Tauber","NS",2,"KA","KA1","KA 1-10-18","M",10,"Tauber_2_KA1_M_10",22.66,20.34,22.78,2,0.958333,37.6,"Denmark",55.945,10.213,15
"Tauber","NS",2,"KA","KA1","KA 1-10-18","M",10,"Tauber_2_KA1_M_10",25.6,7.12,1.79,2,0.933962,41,"Denmark",55.945,10.213,15
"Tauber","NS",2,"KA","KA1","KA 1-10-18","M",10,"Tauber_2_KA1_M_10",25.36,13.44,19.62,2,0.981982,44,"Denmark",55.945,10.213,15
"Tauber","NS",2,"KA","KA2","KA 2-10-18","M",10,"Tauber_2_KA2_M_10",23.34,21.8,22.01,2,0.930693,39,"Denmark",55.945,10.213,15
"Tauber","NS",2,"KA","KA2","KA 2-10-18","M",10,"Tauber_2_KA2_M_10",24.82,21.18,NA,2,0.923077,15,"Denmark",55.945,10.213,15
"Tauber","NS",2,"KA","KA3","KA 3-10-18","M",10,"Tauber_2_KA3_M_10",24.52,16.35,2.27,2,0.974576,46.6,"Denmark",55.945,10.213,15
"Tauber","NS",2,"KA","KA3","KA 3-10-18","M",10,"Tauber_2_KA3_M_10",23.68,17.33,12.22,2,0.913793,22.2,"Denmark",55.945,10.213,15
"Tauber","NS",2,"KA","KA5","KA 5-10-18","M",10,"Tauber_2_KA5_M_10",23.16,2.22,20.89,2,0.83871,34.2,"Denmark",55.945,10.213,15
"Tauber","NS",2,"KA","KA5","KA 5-10-18","M",10,"Tauber_2_KA5_M_10",32.7,22.09,13.3,2,0.909091,42,"Denmark",55.945,10.213,15
"Tauber","NS",2,"KA","KA5","KA 5-10-18","M",10,"Tauber_2_KA5_M_10",24.66,13.24,16.19,2,1,39.6,"Denmark",55.945,10.213,15
"Tauber","NS",2,"KA","KA5","KA 5-10-18","M",10,"Tauber_2_KA5_M_10",24.96,22.21,23.43,2,0.895522,25.4,"Denmark",55.945,10.213,15
"Tauber","NS",2,"KA","KA6","KA 6-10-18","M",10,"Tauber_2_KA6_M_10",25,13.06,0,2,0.909091,37.8,"Denmark",55.945,10.213,15
"Tauber","NS",2,"KA","KA6","KA 6-10-18","M",10,"Tauber_2_KA6_M_10",23.06,0.56,17.03,2,1.010309,39,"Denmark",55.945,10.213,15
"Tauber","NS",2,"KA","KA6","KA 6-10-18","M",10,"Tauber_2_KA6_M_10",23.7,14.08,19.76,2,1,20.4,"Denmark",55.945,10.213,15
"Tauber","NS",2,"KA","KA6","KA 6-10-18","M",10,"Tauber_2_KA6_M_10",24.4,22.72,5.42,2,1.022727,17.8,"Denmark",55.945,10.213,15
"Tauber","NS",2,"KA","KA6","KA 6-10-18","M",10,"Tauber_2_KA6_M_10",25,11.52,23.23,2,0.869048,31.4,"Denmark",55.945,10.213,15
"Tauber","NS",2,"KA","KA6","KA 6-10-18","M",10,"Tauber_2_KA6_M_10",26.04,9.22,0.35,2,0.940299,26,"Denmark",55.945,10.213,15
"Tauber","NS",2,"KA","KA6","KA 6-10-18","M",10,"Tauber_2_KA6_M_10",24.2,4.96,4,2,0.962264,41.6,"Denmark",55.945,10.213,15
"Tauber","NS",2,"KA","KA6","KA 6-10-18","M",10,"Tauber_2_KA6_M_10",24.6,22.83,NA,2,1.083333,15,"Denmark",55.945,10.213,15
"Tauber","NS",2,"KA","KA7","KA 7-10-18","M",10,"Tauber_2_KA7_M_10",23.48,23.3,11.96,2,1.04878,33.6,"Denmark",55.945,10.213,15
"Tauber","NS",2,"KA","KA7","KA 7-10-18","M",10,"Tauber_2_KA7_M_10",24.98,22.48,13.98,2,0.941176,33,"Denmark",55.945,10.213,15
"Tauber","NS",2,"KA","KA7","KA 7-10-18","M",10,"Tauber_2_KA7_M_10",21.48,21.9,22.5,2,1.365385,24.6,"Denmark",55.945,10.213,15
"Tauber","NS",2,"KA","KA7","KA 7-10-18","M",10,"Tauber_2_KA7_M_10",30.64,22.95,22.13,2,0.888889,27.2,"Denmark",55.945,10.213,15
"Tauber","NS",2,"KA","KA7","KA 7-10-18","M",10,"Tauber_2_KA7_M_10",24.88,23.34,9.05,2,0.939394,38.4,"Denmark",55.945,10.213,15
"Tauber","NS",2,"KA","KA7","KA 7-10-18","M",10,"Tauber_2_KA7_M_10",27.52,20.84,17.92,2,1.010101,39.8,"Denmark",55.945,10.213,15
"Tauber","NS",2,"KA","KA7","KA 7-10-18","M",10,"Tauber_2_KA7_M_10",25.98,3.51,2.28,2,0.934211,29.4,"Denmark",55.945,10.213,15
