"Supervisor.PI","Diet","Batch","Population","Line","Sex","ReplicateVialOld","ReplicateVial","Individual","CCRT_seconds","Censor","Country","Latitude","Longitude","Altitude"
"Vieira","S",17,"KA","KA17","F",1,"Vieira_17_KA17_F_1",6,2270,0,"Denmark",55.945,10.213,15
"Vieira","S",8,"MU","MU2","F",1,"Vieira_8_MU2_F_1",4,2276,0,"Germany",48.18,11.61,520
"Vieira","S",4,"GI","GI9","M",1,"Vieira_4_GI9_M_1",6,2281,0,"Spain",41.618,0.62,173
"Vieira","S",4,"GI","GI9","M",1,"Vieira_4_GI9_M_1",3,2295,0,"Spain",41.618,0.62,173
"Vieira","S",2,"UM","UM23","F",1,"Vieira_2_UM23_F_1",6,2304,0,"Ukraine",48.753,30.206,214
"Vieira","S",9,"MU","MU12","M",1,"Vieira_9_MU12_M_1",3,2309,0,"Germany",48.18,11.61,520
"Vieira","S",2,"UM","UM23","M",1,"Vieira_2_UM23_M_1",4,2314,0,"Ukraine",48.753,30.206,214
"Vieira","S",2,"UM","UM23","F",1,"Vieira_2_UM23_F_1",5,2327,0,"Ukraine",48.753,30.206,214
"Vieira","S",21,"MA","MA27","M",1,"Vieira_21_MA27_M_1",3,2333,0,"Austria",48.375,15.56,572
"Vieira","S",15,"KA","KA1","M",1,"Vieira_15_KA1_M_1",2,2340,0,"Denmark",55.945,10.213,15
"Vieira","S",5,"AK","AK9","F",1,"Vieira_5_AK9_F_1",5,2347,0,"Finland",61.1,23.52,88
"Vieira","S",1,"UM","UM5","F",1,"Vieira_1_UM5_F_1",3,2372,0,"Ukraine",48.753,30.206,214
"Vieira","S",7,"AK","AK17","M",1,"Vieira_7_AK17_M_1",5,2376,0,"Finland",61.1,23.52,88
"Vieira","S",5,"GI","GI4","F",1,"Vieira_5_GI4_F_1",3,2380,0,"Spain",41.618,0.62,173
"Vieira","S",10,"MU","MU16","M",1,"Vieira_10_MU16_M_1",3,2380,0,"Germany",48.18,11.61,520
"Vieira","S",6,"RE","RE6","F",1,"Vieira_6_RE6_F_1",1,2380,0,"Portugal",41.15,-8.41,175
"Vieira","S",4,"AK","AK1","F",1,"Vieira_4_AK1_F_1",1,2381,0,"Finland",61.1,23.52,88
"Vieira","S",1,"UM","UM5","F",1,"Vieira_1_UM5_F_1",2,2386,0,"Ukraine",48.753,30.206,214
"Vieira","S",5,"GI","GI4","F",1,"Vieira_5_GI4_F_1",6,2387,0,"Spain",41.618,0.62,173
"Vieira","S",6,"GI","GI2","M",1,"Vieira_6_GI2_M_1",6,2389,0,"Spain",41.618,0.62,173
"Vieira","S",5,"GI","GI4","M",1,"Vieira_5_GI4_M_1",2,2391,0,"Spain",41.618,0.62,173
"Vieira","S",9,"MU","MU20","M",1,"Vieira_9_MU20_M_1",2,2402,0,"Germany",48.18,11.61,520
"Vieira","S",5,"GI","GI13","M",1,"Vieira_5_GI13_M_1",1,2410,0,"Spain",41.618,0.62,173
"Vieira","S",1,"UM","UM6","F",1,"Vieira_1_UM6_F_1",2,2414,0,"Ukraine",48.753,30.206,214
"Vieira","S",5,"AK","AK14","F",1,"Vieira_5_AK14_F_1",3,2416,0,"Finland",61.1,23.52,88
"Vieira","S",26,"YE","YE51","M",1,"Vieira_26_YE51_M_1",5,2418,0,"Turkey",40.231,32.26,680
"Vieira","S",21,"MA","MA7","M",1,"Vieira_21_MA7_M_1",5,2431,0,"Austria",48.375,15.56,572
"Vieira","S",23,"YE","YE23","M",1,"Vieira_23_YE23_M_1",5,2441,0,"Turkey",40.231,32.26,680
"Vieira","S",2,"RE","RE10","F",1,"Vieira_2_RE10_F_1",3,2448,0,"Portugal",41.15,-8.41,175
"Vieira","S",1,"UM","UM6","F",1,"Vieira_1_UM6_F_1",6,2452,0,"Ukraine",48.753,30.206,214
"Vieira","S",1,"UM","UM5","M",1,"Vieira_1_UM5_M_1",1,2467,0,"Ukraine",48.753,30.206,214
"Vieira","S",22,"VA","VA34","M",1,"Vieira_22_VA34_M_1",2,2472,0,"Russia",57.979,33.244,217
"Vieira","S",5,"AK","AK11","F",1,"Vieira_5_AK11_F_1",4,2477,0,"Finland",61.1,23.52,88
"Vieira","S",15,"KA","KA1","M",1,"Vieira_15_KA1_M_1",6,2477,0,"Denmark",55.945,10.213,15
"Vieira","S",22,"VA","VA26","F",1,"Vieira_22_VA26_F_1",6,2480,0,"Russia",57.979,33.244,217
"Vieira","S",14,"KA","KA3","F",1,"Vieira_14_KA3_F_1",2,2481,0,"Denmark",55.945,10.213,15
"Vieira","S",5,"AK","AK14","F",1,"Vieira_5_AK14_F_1",4,2484,0,"Finland",61.1,23.52,88
"Vieira","S",7,"GI","GI15","F",1,"Vieira_7_GI15_F_1",5,2484,0,"Spain",41.618,0.62,173
"Vieira","S",25,"VA","VA48","M",1,"Vieira_25_VA48_M_1",3,2484,0,"Russia",57.979,33.244,217
"Vieira","S",5,"AK","AK7","F",1,"Vieira_5_AK7_F_1",6,2493,0,"Finland",61.1,23.52,88
"Vieira","S",1,"UM","UM9","F",1,"Vieira_1_UM9_F_1",4,2498,0,"Ukraine",48.753,30.206,214
"Vieira","S",22,"VA","VA15","M",1,"Vieira_22_VA15_M_1",2,2520,0,"Russia",57.979,33.244,217
"Vieira","S",23,"VA","VA44","M",1,"Vieira_23_VA44_M_1",6,2528,0,"Russia",57.979,33.244,217
"Vieira","S",21,"MA","MA7","M",1,"Vieira_21_MA7_M_1",1,2531,0,"Austria",48.375,15.56,572
"Vieira","S",1,"UM","UM9","F",1,"Vieira_1_UM9_F_1",3,2539,0,"Ukraine",48.753,30.206,214
"Vieira","S",14,"KA","KA3","M",1,"Vieira_14_KA3_M_1",6,2547,0,"Denmark",55.945,10.213,15
"Vieira","S",5,"GI","GI3","M",1,"Vieira_5_GI3_M_1",6,2549,0,"Spain",41.618,0.62,173
"Vieira","S",25,"YE","YE33","M",1,"Vieira_25_YE33_M_1",5,2550,0,"Turkey",40.231,32.26,680
"Vieira","S",8,"GI","GI7","M",1,"Vieira_8_GI7_M_1",2,2554,0,"Spain",41.618,0.62,173
"Vieira","S",23,"VA","VA1","M",1,"Vieira_23_VA1_M_1",4,2555,0,"Russia",57.979,33.244,217
"Vieira","S",26,"YE","YE69","M",1,"Vieira_26_YE69_M_1",2,2561,0,"Turkey",40.231,32.26,680
"Vieira","S",23,"YE","YE40","M",1,"Vieira_23_YE40_M_1",3,2562,0,"Turkey",40.231,32.26,680
"Vieira","S",26,"YE","YE51","M",1,"Vieira_26_YE51_M_1",3,2571,0,"Turkey",40.231,32.26,680
"Vieira","S",1,"UM","UM20","M",1,"Vieira_1_UM20_M_1",4,2573,0,"Ukraine",48.753,30.206,214
"Vieira","S",9,"MU","MU11","M",1,"Vieira_9_MU11_M_1",5,2579,0,"Germany",48.18,11.61,520
"Vieira","S",1,"UM","UM7","F",1,"Vieira_1_UM7_F_1",1,2581,0,"Ukraine",48.753,30.206,214
"Vieira","S",22,"VA","VA35","F",1,"Vieira_22_VA35_F_1",6,2581,0,"Russia",57.979,33.244,217
"Vieira","S",1,"UM","UM7","F",1,"Vieira_1_UM7_F_1",3,2604,0,"Ukraine",48.753,30.206,214
"Vieira","S",23,"VA","VA6","F",1,"Vieira_23_VA6_F_1",5,2622,0,"Russia",57.979,33.244,217
"Vieira","S",5,"GI","GI10","F",1,"Vieira_5_GI10_F_1",3,2644,0,"Spain",41.618,0.62,173
"Vieira","S",23,"YE","YE11","F",1,"Vieira_23_YE11_F_1",5,2657,0,"Turkey",40.231,32.26,680
"Vieira","S",27,"YE","YE13","F",1,"Vieira_27_YE13_F_1",3,2669,0,"Turkey",40.231,32.26,680
"Vieira","S",5,"GI","GI10","M",1,"Vieira_5_GI10_M_1",2,2670,0,"Spain",41.618,0.62,173
"Vieira","S",7,"GI","GI15","M",1,"Vieira_7_GI15_M_1",5,2683,0,"Spain",41.618,0.62,173
"Vieira","S",8,"GI","GI7","M",1,"Vieira_8_GI7_M_1",3,2698,0,"Spain",41.618,0.62,173
"Vieira","S",5,"GI","GI4","F",1,"Vieira_5_GI4_F_1",2,2701,0,"Spain",41.618,0.62,173
"Vieira","S",5,"AK","AK7","F",1,"Vieira_5_AK7_F_1",5,2704,0,"Finland",61.1,23.52,88
"Vieira","S",1,"UM","UM6","F",1,"Vieira_1_UM6_F_1",4,2714,0,"Ukraine",48.753,30.206,214
"Vieira","S",6,"GI","GI2","F",1,"Vieira_6_GI2_F_1",3,2725,0,"Spain",41.618,0.62,173
"Vieira","S",22,"VA","VA35","F",1,"Vieira_22_VA35_F_1",5,2725,0,"Russia",57.979,33.244,217
"Vieira","S",5,"GI","GI13","M",1,"Vieira_5_GI13_M_1",5,2753,0,"Spain",41.618,0.62,173
"Vieira","S",23,"YE","YE23","M",1,"Vieira_23_YE23_M_1",2,2765,0,"Turkey",40.231,32.26,680
"Vieira","S",21,"MA","MA28","M",1,"Vieira_21_MA28_M_1",4,2768,0,"Austria",48.375,15.56,572
"Vieira","S",11,"RE","RE16","M",1,"Vieira_11_RE16_M_1",1,2779,0,"Portugal",41.15,-8.41,175
"Vieira","S",5,"GI","GI13","M",1,"Vieira_5_GI13_M_1",4,2787,0,"Spain",41.618,0.62,173
"Vieira","S",12,"KA","KA9","M",1,"Vieira_12_KA9_M_1",3,2829,0,"Denmark",55.945,10.213,15
"Vieira","S",22,"VA","VA34","F",1,"Vieira_22_VA34_F_1",1,2833,0,"Russia",57.979,33.244,217
"Vieira","S",25,"YE","YE33","F",1,"Vieira_25_YE33_F_1",4,2886,0,"Turkey",40.231,32.26,680
"Vieira","S",23,"YE","YE11","M",1,"Vieira_23_YE11_M_1",2,2892,0,"Turkey",40.231,32.26,680
"Vieira","S",1,"UM","UM13","M",1,"Vieira_1_UM13_M_1",6,2899,0,"Ukraine",48.753,30.206,214
"Vieira","S",5,"GI","GI13","M",1,"Vieira_5_GI13_M_1",2,2909,0,"Spain",41.618,0.62,173
"Vieira","S",20,"MA","MA20","F",1,"Vieira_20_MA20_F_1",3,2913,0,"Austria",48.375,15.56,572
"Vieira","S",4,"AK","AK5","F",1,"Vieira_4_AK5_F_1",1,2932,0,"Finland",61.1,23.52,88
"Vieira","S",22,"YE","YE21","F",1,"Vieira_22_YE21_F_1",2,2936,0,"Turkey",40.231,32.26,680
"Vieira","S",1,"UM","UM20","F",1,"Vieira_1_UM20_F_1",1,2946,0,"Ukraine",48.753,30.206,214
"Vieira","S",5,"GI","GI4","M",1,"Vieira_5_GI4_M_1",5,2952,0,"Spain",41.618,0.62,173
"Vieira","S",8,"MU","MU8","M",1,"Vieira_8_MU8_M_1",2,3003,0,"Germany",48.18,11.61,520
"Vieira","S",4,"AK","AK15","F",1,"Vieira_4_AK15_F_1",3,3010,0,"Finland",61.1,23.52,88
"Vieira","S",19,"MA","MA31","M",1,"Vieira_19_MA31_M_1",2,3013,0,"Austria",48.375,15.56,572
"Vieira","S",10,"MU","MU18","M",1,"Vieira_10_MU18_M_1",6,3024,0,"Germany",48.18,11.61,520
"Vieira","S",5,"AK","AK7","F",1,"Vieira_5_AK7_F_1",1,3086,0,"Finland",61.1,23.52,88
"Vieira","S",26,"YE","YE48","F",1,"Vieira_26_YE48_F_1",6,3112,0,"Turkey",40.231,32.26,680
"Vieira","S",23,"YE","YE40","M",1,"Vieira_23_YE40_M_1",1,3161,0,"Turkey",40.231,32.26,680
"Vieira","S",5,"AK","AK14","F",1,"Vieira_5_AK14_F_1",1,3260,0,"Finland",61.1,23.52,88
"Vieira","S",5,"GI","GI4","M",1,"Vieira_5_GI4_M_1",6,3320,0,"Spain",41.618,0.62,173
"Vieira","S",26,"YE","YE41","M",1,"Vieira_26_YE41_M_1",2,3333,0,"Turkey",40.231,32.26,680
"Vieira","S",9,"MU","MU6","M",1,"Vieira_9_MU6_M_1",4,3340,0,"Germany",48.18,11.61,520
"Vieira","S",26,"YE","YE51","F",1,"Vieira_26_YE51_F_1",6,3403,0,"Turkey",40.231,32.26,680
"Vieira","S",5,"AK","AK9","F",1,"Vieira_5_AK9_F_1",4,3410,0,"Finland",61.1,23.52,88
"Vieira","S",9,"MU","MU15","F",1,"Vieira_9_MU15_F_1",4,3441,0,"Germany",48.18,11.61,520
"Vieira","S",9,"MU","MU7","M",1,"Vieira_9_MU7_M_1",4,3452,0,"Germany",48.18,11.61,520
"Vieira","S",20,"MA","MA18","F",1,"Vieira_20_MA18_F_1",4,3504,0,"Austria",48.375,15.56,572
"Vieira","S",3,"RE","RE11","F",1,"Vieira_3_RE11_F_1",1,3573,0,"Portugal",41.15,-8.41,175
"Vieira","S",9,"MU","MU19","F",1,"Vieira_9_MU19_F_1",3,3594,0,"Germany",48.18,11.61,520
"Vieira","S",10,"MU","MU16","M",1,"Vieira_10_MU16_M_1",5,3597,0,"Germany",48.18,11.61,520
"Vieira","S",5,"GI","GI3","M",1,"Vieira_5_GI3_M_1",4,3598,0,"Spain",41.618,0.62,173
"Vieira","S",4,"AK","AK13","F",1,"Vieira_4_AK13_F_1",5,3600,1,"Finland",61.1,23.52,88
"Vieira","S",4,"AK","AK15","F",1,"Vieira_4_AK15_F_1",2,3600,1,"Finland",61.1,23.52,88
"Vieira","S",4,"AK","AK15","F",1,"Vieira_4_AK15_F_1",6,3600,1,"Finland",61.1,23.52,88
"Vieira","S",5,"AK","AK19","F",1,"Vieira_5_AK19_F_1",3,3600,1,"Finland",61.1,23.52,88
"Vieira","S",5,"AK","AK19","F",1,"Vieira_5_AK19_F_1",4,3600,1,"Finland",61.1,23.52,88
"Vieira","S",8,"GI","GI11","M",1,"Vieira_8_GI11_M_1",1,3600,0,"Spain",41.618,0.62,173
"Vieira","S",8,"GI","GI7","M",1,"Vieira_8_GI7_M_1",1,3600,0,"Spain",41.618,0.62,173
"Vieira","S",15,"KA","KA1","F",1,"Vieira_15_KA1_F_1",4,3600,1,"Denmark",55.945,10.213,15
"Vieira","S",12,"KA","KA10","F",1,"Vieira_12_KA10_F_1",6,3600,1,"Denmark",55.945,10.213,15
"Vieira","S",12,"KA","KA10","M",1,"Vieira_12_KA10_M_1",2,3600,1,"Denmark",55.945,10.213,15
"Vieira","S",15,"KA","KA14","F",1,"Vieira_15_KA14_F_1",2,3600,1,"Denmark",55.945,10.213,15
"Vieira","S",15,"KA","KA14","M",1,"Vieira_15_KA14_M_1",3,3600,1,"Denmark",55.945,10.213,15
"Vieira","S",18,"KA","KA18","F",1,"Vieira_18_KA18_F_1",4,3600,1,"Denmark",55.945,10.213,15
"Vieira","S",14,"KA","KA3","M",1,"Vieira_14_KA3_M_1",4,3600,1,"Denmark",55.945,10.213,15
"Vieira","S",15,"KA","KA6","M",1,"Vieira_15_KA6_M_1",5,3600,1,"Denmark",55.945,10.213,15
"Vieira","S",19,"MA","MA19","F",1,"Vieira_19_MA19_F_1",3,3600,1,"Austria",48.375,15.56,572
"Vieira","S",20,"MA","MA20","F",1,"Vieira_20_MA20_F_1",4,3600,1,"Austria",48.375,15.56,572
"Vieira","S",18,"MA","MA3","M",1,"Vieira_18_MA3_M_1",2,3600,1,"Austria",48.375,15.56,572
"Vieira","S",9,"MU","MU11","F",1,"Vieira_9_MU11_F_1",1,3600,0,"Germany",48.18,11.61,520
"Vieira","S",10,"MU","MU14","F",1,"Vieira_10_MU14_F_1",1,3600,0,"Germany",48.18,11.61,520
"Vieira","S",10,"MU","MU17","M",1,"Vieira_10_MU17_M_1",2,3600,0,"Germany",48.18,11.61,520
"Vieira","S",10,"MU","MU17","M",1,"Vieira_10_MU17_M_1",6,3600,0,"Germany",48.18,11.61,520
"Vieira","S",8,"MU","MU2","M",1,"Vieira_8_MU2_M_1",5,3600,0,"Germany",48.18,11.61,520
"Vieira","S",8,"MU","MU2","M",1,"Vieira_8_MU2_M_1",6,3600,0,"Germany",48.18,11.61,520
"Vieira","S",9,"MU","MU20","M",1,"Vieira_9_MU20_M_1",1,3600,0,"Germany",48.18,11.61,520
"Vieira","S",9,"MU","MU20","M",1,"Vieira_9_MU20_M_1",4,3600,0,"Germany",48.18,11.61,520
"Vieira","S",8,"MU","MU4","F",1,"Vieira_8_MU4_F_1",3,3600,0,"Germany",48.18,11.61,520
"Vieira","S",9,"MU","MU7","F",1,"Vieira_9_MU7_F_1",4,3600,0,"Germany",48.18,11.61,520
"Vieira","S",9,"MU","MU7","M",1,"Vieira_9_MU7_M_1",1,3600,0,"Germany",48.18,11.61,520
"Vieira","S",9,"MU","MU7","M",1,"Vieira_9_MU7_M_1",2,3600,0,"Germany",48.18,11.61,520
"Vieira","S",8,"MU","MU8","M",1,"Vieira_8_MU8_M_1",3,3600,0,"Germany",48.18,11.61,520
"Vieira","S",9,"MU","MU9","F",1,"Vieira_9_MU9_F_1",1,3600,0,"Germany",48.18,11.61,520
"Vieira","S",9,"MU","MU9","F",1,"Vieira_9_MU9_F_1",4,3600,0,"Germany",48.18,11.61,520
"Vieira","S",9,"MU","MU9","F",1,"Vieira_9_MU9_F_1",6,3600,0,"Germany",48.18,11.61,520
"Vieira","S",7,"RE","RE3","F",1,"Vieira_7_RE3_F_1",6,3600,1,"Portugal",41.15,-8.41,175
"Vieira","S",6,"RE","RE6","M",1,"Vieira_6_RE6_M_1",1,3600,1,"Portugal",41.15,-8.41,175
"Vieira","S",1,"UM","UM17","F",1,"Vieira_1_UM17_F_1",2,3600,1,"Ukraine",48.753,30.206,214
"Vieira","S",8,"UM","UM2","F",1,"Vieira_8_UM2_F_1",6,3600,0,"Ukraine",48.753,30.206,214
"Vieira","S",1,"UM","UM20","M",1,"Vieira_1_UM20_M_1",6,3600,1,"Ukraine",48.753,30.206,214
"Vieira","S",14,"UM","UM22","M",1,"Vieira_14_UM22_M_1",4,3600,1,"Ukraine",48.753,30.206,214
"Vieira","S",1,"UM","UM9","F",1,"Vieira_1_UM9_F_1",1,3600,1,"Ukraine",48.753,30.206,214
"Vieira","S",24,"VA","VA22","M",1,"Vieira_24_VA22_M_1",1,3600,1,"Russia",57.979,33.244,217
"Vieira","S",24,"VA","VA67","M",1,"Vieira_24_VA67_M_1",6,3600,1,"Russia",57.979,33.244,217
"Vieira","S",22,"VA","VA9","F",1,"Vieira_22_VA9_F_1",6,3600,1,"Russia",57.979,33.244,217
"Vieira","S",25,"YE","YE26","M",1,"Vieira_25_YE26_M_1",4,3600,1,"Turkey",40.231,32.26,680
"Vieira","S",25,"YE","YE27","M",1,"Vieira_25_YE27_M_1",5,3600,1,"Turkey",40.231,32.26,680
"Vieira","S",25,"YE","YE33","M",1,"Vieira_25_YE33_M_1",4,3600,1,"Turkey",40.231,32.26,680
"Vieira","S",26,"YE","YE51","M",1,"Vieira_26_YE51_M_1",4,3600,1,"Turkey",40.231,32.26,680
"Vieira","S",26,"YE","YE69","M",1,"Vieira_26_YE69_M_1",5,3600,1,"Turkey",40.231,32.26,680
"Vieira","S",19,"MA","MA19","M",1,"Vieira_19_MA19_M_1",6,724,0,"Austria",48.375,15.56,572
"Vieira","S",19,"MA","MA19","F",1,"Vieira_19_MA19_F_1",2,738,0,"Austria",48.375,15.56,572
"Vieira","S",25,"VA","VA48","F",1,"Vieira_25_VA48_F_1",5,747,0,"Russia",57.979,33.244,217
"Vieira","S",7,"AK","AK16","F",1,"Vieira_7_AK16_F_1",1,783,0,"Finland",61.1,23.52,88
"Vieira","S",13,"UM","UM29","M",1,"Vieira_13_UM29_M_1",4,812,0,"Ukraine",48.753,30.206,214
"Vieira","S",9,"MU","MU11","M",1,"Vieira_9_MU11_M_1",1,813,0,"Germany",48.18,11.61,520
"Vieira","S",13,"UM","UM4","F",1,"Vieira_13_UM4_F_1",5,814,0,"Ukraine",48.753,30.206,214
"Vieira","S",15,"KA","KA6","F",1,"Vieira_15_KA6_F_1",5,816,0,"Denmark",55.945,10.213,15
"Vieira","S",21,"MA","MA7","F",1,"Vieira_21_MA7_F_1",2,823,0,"Austria",48.375,15.56,572
"Vieira","S",20,"MA","MA18","F",1,"Vieira_20_MA18_F_1",1,830,0,"Austria",48.375,15.56,572
"Vieira","S",22,"YE","YE21","F",1,"Vieira_22_YE21_F_1",6,836,0,"Turkey",40.231,32.26,680
"Vieira","S",20,"MA","MA18","M",1,"Vieira_20_MA18_M_1",2,841,0,"Austria",48.375,15.56,572
"Vieira","S",18,"KA","KA29","F",1,"Vieira_18_KA29_F_1",6,843,0,"Denmark",55.945,10.213,15
"Vieira","S",20,"MA","MA18","M",1,"Vieira_20_MA18_M_1",5,845,0,"Austria",48.375,15.56,572
"Vieira","S",13,"UM","UM29","M",1,"Vieira_13_UM29_M_1",3,845,0,"Ukraine",48.753,30.206,214
"Vieira","S",5,"AK","AK18","F",1,"Vieira_5_AK18_F_1",2,847,0,"Finland",61.1,23.52,88
"Vieira","S",23,"VA","VA46","F",1,"Vieira_23_VA46_F_1",1,847,0,"Russia",57.979,33.244,217
"Vieira","S",8,"MU","MU1","M",1,"Vieira_8_MU1_M_1",3,848,0,"Germany",48.18,11.61,520
"Vieira","S",23,"YE","YE11","F",1,"Vieira_23_YE11_F_1",6,855,0,"Turkey",40.231,32.26,680
"Vieira","S",27,"VA","VA30","F",1,"Vieira_27_VA30_F_1",5,857,0,"Russia",57.979,33.244,217
"Vieira","S",20,"MA","MA18","M",1,"Vieira_20_MA18_M_1",6,858,0,"Austria",48.375,15.56,572
"Vieira","S",22,"YE","YE19","F",1,"Vieira_22_YE19_F_1",5,859,0,"Turkey",40.231,32.26,680
"Vieira","S",9,"MU","MU7","F",1,"Vieira_9_MU7_F_1",5,864,0,"Germany",48.18,11.61,520
"Vieira","S",15,"KA","KA1","F",1,"Vieira_15_KA1_F_1",6,867,0,"Denmark",55.945,10.213,15
"Vieira","S",20,"MA","MA16","M",1,"Vieira_20_MA16_M_1",6,867,0,"Austria",48.375,15.56,572
"Vieira","S",22,"YE","YE20","F",1,"Vieira_22_YE20_F_1",2,868,0,"Turkey",40.231,32.26,680
"Vieira","S",8,"MU","MU1","M",1,"Vieira_8_MU1_M_1",2,872,0,"Germany",48.18,11.61,520
"Vieira","S",21,"MA","MA27","F",1,"Vieira_21_MA27_F_1",5,878,0,"Austria",48.375,15.56,572
"Vieira","S",23,"VA","VA1","F",1,"Vieira_23_VA1_F_1",6,879,0,"Russia",57.979,33.244,217
"Vieira","S",20,"MA","MA16","M",1,"Vieira_20_MA16_M_1",5,880,0,"Austria",48.375,15.56,572
"Vieira","S",8,"MU","MU1","F",1,"Vieira_8_MU1_F_1",4,882,0,"Germany",48.18,11.61,520
"Vieira","S",21,"MA","MA9","F",1,"Vieira_21_MA9_F_1",3,885,0,"Austria",48.375,15.56,572
"Vieira","S",15,"KA","KA6","F",1,"Vieira_15_KA6_F_1",1,886,0,"Denmark",55.945,10.213,15
"Vieira","S",20,"MA","MA13","F",1,"Vieira_20_MA13_F_1",1,887,0,"Austria",48.375,15.56,572
"Vieira","S",8,"MU","MU1","M",1,"Vieira_8_MU1_M_1",4,891,0,"Germany",48.18,11.61,520
"Vieira","S",21,"MA","MA28","F",1,"Vieira_21_MA28_F_1",5,893,0,"Austria",48.375,15.56,572
"Vieira","S",22,"VA","VA18","F",1,"Vieira_22_VA18_F_1",3,893,0,"Russia",57.979,33.244,217
"Vieira","S",27,"YE","YE15","F",1,"Vieira_27_YE15_F_1",6,893,0,"Turkey",40.231,32.26,680
"Vieira","S",18,"MA","MA6","M",1,"Vieira_18_MA6_M_1",6,894,0,"Austria",48.375,15.56,572
"Vieira","S",3,"AK","AK10","F",1,"Vieira_3_AK10_F_1",4,895,0,"Finland",61.1,23.52,88
"Vieira","S",26,"YE","YE80","F",1,"Vieira_26_YE80_F_1",5,896,0,"Turkey",40.231,32.26,680
"Vieira","S",23,"VA","VA1","F",1,"Vieira_23_VA1_F_1",2,897,0,"Russia",57.979,33.244,217
"Vieira","S",19,"MA","MA32","F",1,"Vieira_19_MA32_F_1",6,899,0,"Austria",48.375,15.56,572
"Vieira","S",11,"RE","RE17","F",1,"Vieira_11_RE17_F_1",4,900,0,"Portugal",41.15,-8.41,175
"Vieira","S",12,"KA","KA7","M",1,"Vieira_12_KA7_M_1",6,901,0,"Denmark",55.945,10.213,15
"Vieira","S",14,"UM","UM26","M",1,"Vieira_14_UM26_M_1",1,904,0,"Ukraine",48.753,30.206,214
"Vieira","S",15,"KA","KA6","F",1,"Vieira_15_KA6_F_1",3,905,0,"Denmark",55.945,10.213,15
"Vieira","S",18,"MA","MA5","M",1,"Vieira_18_MA5_M_1",5,905,0,"Austria",48.375,15.56,572
"Vieira","S",8,"MU","MU8","F",1,"Vieira_8_MU8_F_1",6,905,0,"Germany",48.18,11.61,520
"Vieira","S",20,"MA","MA18","M",1,"Vieira_20_MA18_M_1",1,906,0,"Austria",48.375,15.56,572
"Vieira","S",14,"UM","UM26","F",1,"Vieira_14_UM26_F_1",6,908,0,"Ukraine",48.753,30.206,214
"Vieira","S",22,"VA","VA9","F",1,"Vieira_22_VA9_F_1",5,908,0,"Russia",57.979,33.244,217
"Vieira","S",27,"VA","VA30","F",1,"Vieira_27_VA30_F_1",6,909,0,"Russia",57.979,33.244,217
"Vieira","S",20,"MA","MA18","F",1,"Vieira_20_MA18_F_1",5,911,0,"Austria",48.375,15.56,572
"Vieira","S",26,"YE","YE49","F",1,"Vieira_26_YE49_F_1",1,911,0,"Turkey",40.231,32.26,680
"Vieira","S",15,"KA","KA14","F",1,"Vieira_15_KA14_F_1",3,912,0,"Denmark",55.945,10.213,15
"Vieira","S",18,"MA","MA5","F",1,"Vieira_18_MA5_F_1",6,913,0,"Austria",48.375,15.56,572
"Vieira","S",16,"KA","KA28","F",1,"Vieira_16_KA28_F_1",5,914,0,"Denmark",55.945,10.213,15
"Vieira","S",20,"MA","MA18","M",1,"Vieira_20_MA18_M_1",3,914,0,"Austria",48.375,15.56,572
"Vieira","S",14,"KA","KA2","F",1,"Vieira_14_KA2_F_1",2,915,0,"Denmark",55.945,10.213,15
"Vieira","S",10,"MU","MU14","F",1,"Vieira_10_MU14_F_1",5,915,0,"Germany",48.18,11.61,520
"Vieira","S",21,"MA","MA7","F",1,"Vieira_21_MA7_F_1",5,916,0,"Austria",48.375,15.56,572
"Vieira","S",9,"MU","MU11","F",1,"Vieira_9_MU11_F_1",3,916,0,"Germany",48.18,11.61,520
"Vieira","S",15,"KA","KA1","F",1,"Vieira_15_KA1_F_1",2,917,0,"Denmark",55.945,10.213,15
"Vieira","S",18,"MA","MA5","F",1,"Vieira_18_MA5_F_1",5,918,0,"Austria",48.375,15.56,572
"Vieira","S",8,"MU","MU3","F",1,"Vieira_8_MU3_F_1",3,918,0,"Germany",48.18,11.61,520
"Vieira","S",18,"MA","MA3","M",1,"Vieira_18_MA3_M_1",3,919,0,"Austria",48.375,15.56,572
"Vieira","S",20,"MA","MA23","F",1,"Vieira_20_MA23_F_1",3,921,0,"Austria",48.375,15.56,572
"Vieira","S",23,"VA","VA46","F",1,"Vieira_23_VA46_F_1",2,922,0,"Russia",57.979,33.244,217
"Vieira","S",26,"YE","YE48","F",1,"Vieira_26_YE48_F_1",1,924,0,"Turkey",40.231,32.26,680
"Vieira","S",18,"MA","MA3","M",1,"Vieira_18_MA3_M_1",1,926,0,"Austria",48.375,15.56,572
"Vieira","S",20,"MA","MA23","F",1,"Vieira_20_MA23_F_1",4,927,0,"Austria",48.375,15.56,572
"Vieira","S",5,"AK","AK14","F",1,"Vieira_5_AK14_F_1",5,928,0,"Finland",61.1,23.52,88
"Vieira","S",7,"AK","AK16","F",1,"Vieira_7_AK16_F_1",4,928,0,"Finland",61.1,23.52,88
"Vieira","S",20,"MA","MA18","F",1,"Vieira_20_MA18_F_1",3,928,0,"Austria",48.375,15.56,572
"Vieira","S",13,"UM","UM29","F",1,"Vieira_13_UM29_F_1",5,928,0,"Ukraine",48.753,30.206,214
