Supervisor.PI,Diet,Batch,Population,Line,Sex,Individual,MostAdvancedStage,NumberOfEggs,Country,Latitude,Longitude,Altitude
Flatt,S,1,RE,RE3,F,2,8,0,Portugal,41.150,-8.410,175
Flatt,S,1,RE,RE3,F,3,8,0,Portugal,41.150,-8.410,175
Flatt,S,1,RE,RE3,F,4,8,0,Portugal,41.150,-8.410,175
Flatt,S,1,RE,RE3,F,5,8,0,Portugal,41.150,-8.410,175
Flatt,S,1,RE,RE3,F,6,8,0,Portugal,41.150,-8.410,175
Flatt,S,1,RE,RE3,F,7,8,0,Portugal,41.150,-8.410,175
Flatt,S,1,RE,RE3,F,8,8,0,Portugal,41.150,-8.410,175
Flatt,S,1,RE,RE3,F,9,8,0,Portugal,41.150,-8.410,175
Flatt,S,1,RE,RE3,F,10,8,0,Portugal,41.150,-8.410,175
Flatt,S,1,RE,RE3,F,11,8,0,Portugal,41.150,-8.410,175
Flatt,S,1,RE,RE3,F,12,8,0,Portugal,41.150,-8.410,175
Flatt,S,1,RE,RE3,F,13,8,0,Portugal,41.150,-8.410,175
Flatt,S,1,RE,RE3,F,14,8,0,Portugal,41.150,-8.410,175
Flatt,S,1,RE,RE3,F,15,8,0,Portugal,41.150,-8.410,175
Flatt,S,1,RE,RE3,F,16,8,0,Portugal,41.150,-8.410,175
Flatt,S,1,RE,RE4,F,1,6,0,Portugal,41.150,-8.410,175
Flatt,S,1,RE,RE4,F,2,6,0,Portugal,41.150,-8.410,175
Flatt,S,1,RE,RE4,F,3,6,0,Portugal,41.150,-8.410,175
Flatt,S,1,RE,RE4,F,4,6,0,Portugal,41.150,-8.410,175
Flatt,S,1,RE,RE4,F,5,6,0,Portugal,41.150,-8.410,175
Flatt,S,1,RE,RE4,F,6,10,0,Portugal,41.150,-8.410,175
Flatt,S,1,RE,RE4,F,7,8,0,Portugal,41.150,-8.410,175
Flatt,S,1,RE,RE4,F,8,8,0,Portugal,41.150,-8.410,175
Flatt,S,1,RE,RE4,F,9,8,0,Portugal,41.150,-8.410,175
Flatt,S,1,RE,RE4,F,10,8,0,Portugal,41.150,-8.410,175
Flatt,S,1,RE,RE4,F,11,8,0,Portugal,41.150,-8.410,175
Flatt,S,1,RE,RE4,F,12,8,0,Portugal,41.150,-8.410,175
Flatt,S,1,RE,RE4,F,13,8,0,Portugal,41.150,-8.410,175
Flatt,S,1,RE,RE5,F,1,6,0,Portugal,41.150,-8.410,175
Flatt,S,1,RE,RE5,F,2,6,0,Portugal,41.150,-8.410,175
Flatt,S,1,RE,RE5,F,3,8,0,Portugal,41.150,-8.410,175
Flatt,S,1,RE,RE5,F,4,8,0,Portugal,41.150,-8.410,175
Flatt,S,1,RE,RE5,F,5,8,0,Portugal,41.150,-8.410,175
Flatt,S,1,RE,RE5,F,6,8,0,Portugal,41.150,-8.410,175
Flatt,S,1,RE,RE5,F,7,8,0,Portugal,41.150,-8.410,175
Flatt,S,1,RE,RE5,F,8,8,0,Portugal,41.150,-8.410,175
Flatt,S,1,RE,RE5,F,9,8,0,Portugal,41.150,-8.410,175
Flatt,S,1,RE,RE5,F,10,8,0,Portugal,41.150,-8.410,175
Flatt,S,1,RE,RE5,F,11,8,0,Portugal,41.150,-8.410,175
Flatt,S,1,RE,RE5,F,12,8,0,Portugal,41.150,-8.410,175
Flatt,S,1,RE,RE5,F,13,8,0,Portugal,41.150,-8.410,175
Flatt,S,1,RE,RE5,F,14,8,0,Portugal,41.150,-8.410,175
Flatt,S,1,RE,RE5,F,15,8,0,Portugal,41.150,-8.410,175
Flatt,S,1,RE,RE5,F,16,8,0,Portugal,41.150,-8.410,175
Flatt,S,1,RE,RE6,F,1,8,0,Portugal,41.150,-8.410,175
Flatt,S,1,RE,RE6,F,2,8,0,Portugal,41.150,-8.410,175
Flatt,S,1,RE,RE6,F,3,8,0,Portugal,41.150,-8.410,175
Flatt,S,1,RE,RE6,F,4,8,0,Portugal,41.150,-8.410,175
Flatt,S,1,RE,RE6,F,5,8,0,Portugal,41.150,-8.410,175
Flatt,S,1,RE,RE6,F,6,8,0,Portugal,41.150,-8.410,175
Flatt,S,1,RE,RE6,F,7,8,0,Portugal,41.150,-8.410,175
Flatt,S,1,RE,RE6,F,8,8,0,Portugal,41.150,-8.410,175
Flatt,S,1,RE,RE6,F,9,8,0,Portugal,41.150,-8.410,175
Flatt,S,1,RE,RE6,F,10,8,0,Portugal,41.150,-8.410,175
Flatt,S,1,RE,RE6,F,11,8,0,Portugal,41.150,-8.410,175
Flatt,S,1,RE,RE6,F,12,8,0,Portugal,41.150,-8.410,175
Flatt,S,1,RE,RE6,F,13,8,0,Portugal,41.150,-8.410,175
Flatt,S,1,RE,RE6,F,14,8,0,Portugal,41.150,-8.410,175
Flatt,S,1,RE,RE6,F,15,8,0,Portugal,41.150,-8.410,175
Flatt,S,1,RE,RE6,F,16,8,0,Portugal,41.150,-8.410,175
Flatt,S,1,RE,RE7,F,1,8,0,Portugal,41.150,-8.410,175
Flatt,S,1,RE,RE7,F,2,8,0,Portugal,41.150,-8.410,175
Flatt,S,1,RE,RE7,F,3,8,0,Portugal,41.150,-8.410,175
Flatt,S,1,RE,RE7,F,4,8,0,Portugal,41.150,-8.410,175
Flatt,S,1,RE,RE7,F,5,8,0,Portugal,41.150,-8.410,175
Flatt,S,1,RE,RE7,F,6,8,0,Portugal,41.150,-8.410,175
Flatt,S,1,RE,RE7,F,7,8,0,Portugal,41.150,-8.410,175
Flatt,S,1,RE,RE7,F,8,8,0,Portugal,41.150,-8.410,175
Flatt,S,1,RE,RE7,F,9,8,0,Portugal,41.150,-8.410,175
Flatt,S,1,RE,RE7,F,10,8,0,Portugal,41.150,-8.410,175
Flatt,S,1,RE,RE7,F,11,8,0,Portugal,41.150,-8.410,175
Flatt,S,1,RE,RE7,F,12,8,0,Portugal,41.150,-8.410,175
Flatt,S,1,RE,RE7,F,13,8,0,Portugal,41.150,-8.410,175
Flatt,S,1,RE,RE8,F,1,14,2,Portugal,41.150,-8.410,175
Flatt,S,1,RE,RE8,F,2,8,0,Portugal,41.150,-8.410,175
Flatt,S,1,RE,RE8,F,3,8,0,Portugal,41.150,-8.410,175
Flatt,S,1,RE,RE8,F,4,8,0,Portugal,41.150,-8.410,175
Flatt,S,1,RE,RE8,F,5,8,0,Portugal,41.150,-8.410,175
Flatt,S,1,RE,RE8,F,6,8,0,Portugal,41.150,-8.410,175
Flatt,S,1,RE,RE8,F,7,8,0,Portugal,41.150,-8.410,175
Flatt,S,1,RE,RE8,F,8,8,0,Portugal,41.150,-8.410,175
Flatt,S,1,RE,RE8,F,9,8,0,Portugal,41.150,-8.410,175
Flatt,S,1,RE,RE8,F,10,8,0,Portugal,41.150,-8.410,175
Flatt,S,1,UM,UM13,F,1,14,1,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM13,F,2,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM13,F,3,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM13,F,4,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM13,F,5,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM13,F,6,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM13,F,7,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM13,F,8,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM13,F,9,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM13,F,10,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM13,F,11,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM13,F,12,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM13,F,13,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM17,F,1,6,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM17,F,2,6,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM17,F,3,6,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM17,F,4,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM17,F,5,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM17,F,6,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM17,F,7,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM17,F,8,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM17,F,9,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM17,F,10,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM18,F,1,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM18,F,2,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM18,F,3,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM18,F,4,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM18,F,5,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM18,F,6,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM18,F,7,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM18,F,8,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM18,F,9,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM18,F,10,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM18,F,11,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM18,F,12,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM18,F,13,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM20,F,1,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM20,F,2,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM20,F,3,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM20,F,4,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM20,F,5,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM20,F,6,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM20,F,7,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM20,F,8,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM20,F,9,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM20,F,10,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM21,F,1,10,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM21,F,2,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM21,F,3,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM21,F,4,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM21,F,5,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM21,F,6,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM21,F,7,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM21,F,8,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM21,F,9,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM21,F,10,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM21,F,11,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM21,F,12,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM21,F,13,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM21,F,14,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM23,F,1,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM23,F,2,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM23,F,3,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM23,F,4,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM23,F,5,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM23,F,6,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM23,F,7,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM23,F,8,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM23,F,9,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM23,F,10,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM23,F,11,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM23,F,12,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM23,F,13,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM23,F,14,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM25,F,1,6,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM25,F,2,6,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM25,F,3,6,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM25,F,4,6,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM25,F,5,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM25,F,6,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM25,F,7,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM25,F,8,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM25,F,9,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM25,F,10,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM25,F,11,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM25,F,12,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM25,F,13,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM26,F,1,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM26,F,2,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM26,F,3,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM26,F,4,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM26,F,5,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM26,F,6,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM26,F,7,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM26,F,8,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM26,F,9,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM26,F,10,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM26,F,11,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM26,F,12,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM26,F,13,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM26,F,14,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM26,F,15,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM26,F,16,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM26,F,17,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM26,F,18,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM26,F,19,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM26,F,20,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM26,F,21,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM26,F,22,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM26,F,23,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM26,F,24,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM26,F,25,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM26,F,26,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM26,F,27,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM26,F,28,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM26,F,29,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM26,F,30,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM26,F,31,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM28,F,1,6,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM28,F,2,6,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM28,F,3,6,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM28,F,4,6,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM28,F,5,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM28,F,6,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM28,F,7,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM28,F,8,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM28,F,9,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM28,F,10,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM28,F,11,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM28,F,12,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM28,F,13,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM28,F,14,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM28,F,15,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM28,F,16,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM29,F,1,6,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM29,F,2,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM29,F,3,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM29,F,4,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM29,F,5,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM29,F,6,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM29,F,7,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM29,F,8,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM29,F,9,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM4,F,1,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM4,F,2,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM4,F,3,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM4,F,4,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM4,F,5,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM4,F,6,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM4,F,7,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM4,F,8,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM4,F,9,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM4,F,10,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM4,F,11,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM4,F,12,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM4,F,13,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM4,F,14,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM5,F,1,6,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM5,F,2,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM5,F,3,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM5,F,4,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM5,F,5,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM5,F,6,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM5,F,7,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM5,F,8,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM5,F,9,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM5,F,10,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM5,F,11,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM5,F,12,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM5,F,13,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM5,F,14,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM5,F,15,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM6,F,1,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM6,F,2,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM6,F,3,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM6,F,4,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM6,F,5,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM6,F,6,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM6,F,7,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM6,F,8,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM6,F,9,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM6,F,10,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM6,F,11,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM6,F,12,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM6,F,13,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM7,F,1,6,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM7,F,2,6,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM7,F,3,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM7,F,4,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM7,F,5,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM7,F,6,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM7,F,7,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM7,F,8,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM7,F,9,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM7,F,10,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM7,F,11,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM7,F,12,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM7,F,13,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM7,F,14,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM7,F,15,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM8,F,1,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM8,F,2,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM8,F,3,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM8,F,4,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM9,F,1,14,1,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM9,F,2,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM9,F,3,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM9,F,4,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM9,F,5,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM9,F,6,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM9,F,7,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM9,F,8,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM9,F,9,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM9,F,10,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM9,F,11,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM9,F,12,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM9,F,13,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM9,F,14,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM9,F,15,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM9,F,16,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM9,F,17,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,UM,UM9,F,18,8,0,Ukraine,48.753,30.206,214
Flatt,S,1,VA,VA1,F,1,8,0,Russia,57.979,33.244,217
Flatt,S,1,VA,VA1,F,2,8,0,Russia,57.979,33.244,217
Flatt,S,1,VA,VA1,F,3,8,0,Russia,57.979,33.244,217
Flatt,S,1,VA,VA1,F,4,8,0,Russia,57.979,33.244,217
Flatt,S,1,VA,VA1,F,5,8,0,Russia,57.979,33.244,217
Flatt,S,1,VA,VA1,F,6,8,0,Russia,57.979,33.244,217
Flatt,S,1,VA,VA1,F,7,8,0,Russia,57.979,33.244,217
Flatt,S,1,VA,VA1,F,8,8,0,Russia,57.979,33.244,217
Flatt,S,1,VA,VA1,F,9,8,0,Russia,57.979,33.244,217
Flatt,S,1,VA,VA11,F,1,6,0,Russia,57.979,33.244,217
Flatt,S,1,VA,VA11,F,2,14,1,Russia,57.979,33.244,217
Flatt,S,1,VA,VA11,F,3,8,0,Russia,57.979,33.244,217
Flatt,S,1,VA,VA11,F,4,8,0,Russia,57.979,33.244,217
Flatt,S,1,VA,VA11,F,5,8,0,Russia,57.979,33.244,217
Flatt,S,1,VA,VA11,F,6,8,0,Russia,57.979,33.244,217
Flatt,S,1,VA,VA11,F,7,8,0,Russia,57.979,33.244,217
Flatt,S,1,VA,VA11,F,8,8,0,Russia,57.979,33.244,217
Flatt,S,1,VA,VA11,F,9,8,0,Russia,57.979,33.244,217
Flatt,S,1,VA,VA11,F,10,8,0,Russia,57.979,33.244,217
Flatt,S,1,VA,VA11,F,11,8,0,Russia,57.979,33.244,217
Flatt,S,1,VA,VA15,F,1,14,1,Russia,57.979,33.244,217
Flatt,S,1,VA,VA15,F,2,14,1,Russia,57.979,33.244,217
Flatt,S,1,VA,VA15,F,3,10,0,Russia,57.979,33.244,217
Flatt,S,1,VA,VA15,F,4,14,1,Russia,57.979,33.244,217
Flatt,S,1,VA,VA15,F,5,14,2,Russia,57.979,33.244,217
Flatt,S,1,VA,VA15,F,6,8,0,Russia,57.979,33.244,217
Flatt,S,1,VA,VA15,F,7,8,0,Russia,57.979,33.244,217
Flatt,S,1,VA,VA15,F,8,8,0,Russia,57.979,33.244,217
Flatt,S,1,VA,VA15,F,9,8,0,Russia,57.979,33.244,217
Flatt,S,1,VA,VA15,F,10,8,0,Russia,57.979,33.244,217
Flatt,S,1,VA,VA15,F,11,14,1,Russia,57.979,33.244,217
Flatt,S,1,VA,VA18,F,1,8,0,Russia,57.979,33.244,217
Flatt,S,1,VA,VA18,F,2,8,0,Russia,57.979,33.244,217
Flatt,S,1,VA,VA18,F,3,8,0,Russia,57.979,33.244,217
Flatt,S,1,VA,VA18,F,4,8,0,Russia,57.979,33.244,217
Flatt,S,1,VA,VA18,F,5,8,0,Russia,57.979,33.244,217
Flatt,S,1,VA,VA18,F,6,8,0,Russia,57.979,33.244,217
Flatt,S,1,VA,VA18,F,7,8,0,Russia,57.979,33.244,217
Flatt,S,1,VA,VA18,F,8,8,0,Russia,57.979,33.244,217
Flatt,S,1,VA,VA18,F,9,8,0,Russia,57.979,33.244,217
Flatt,S,1,VA,VA18,F,10,8,0,Russia,57.979,33.244,217
Flatt,S,1,VA,VA18,F,11,8,0,Russia,57.979,33.244,217
Flatt,S,1,VA,VA18,F,12,8,0,Russia,57.979,33.244,217
Flatt,S,1,VA,VA18,F,13,8,0,Russia,57.979,33.244,217
Flatt,S,1,VA,VA18,F,14,8,0,Russia,57.979,33.244,217
