"","Trait","Sex","Moderator","R2","P"
"1","LS","F","Population",0,0.651916849614132
"2","LS","F","PC",0,0.595571627775345
"3","LS","F","Lab",54.3259028567918,6.60488412395851e-07
"4","LS","F","Population + Lab",70.9711244176757,2.69965220879288e-09
"5","LS","F","Population + PC",0,0.744535416502263
