"","Trait","Sex","Moderator","R2","P"
"1","LS","M","Population",0,0.422626771851622
"2","LS","M","PC",1.46650383025375,0.170491570966223
"3","LS","M","Lab",52.5297238205713,1.40538189254641e-05
"4","LS","M","Population + Lab",76.2920242803113,1.09633948367802e-08
"5","LS","M","Population + PC",0,0.341933241946422
