Model	Trait	Sex	Population	Line	Coef_Billeter	Coef_Fricke	SE_Billeter	SE_Fricke
lmer_pop	Fec	F	KA	KA9	162.913362850032	39.0055512665477	21.2739150194024	13.2779268122971
lmer_pop	Fec	F	MA	MA12	140.469600299032	88.164609519637	21.6016124591196	13.3449429255424
lmer_pop	Fec	F	MA	MA13	81.7996002990315	77.204609519637	21.6016124591196	13.7813116460656
lmer_pop	Fec	F	MA	MA16	81.3986002990315	67.650609519637	21.6016124591196	15.1924190860437
lmer_pop	Fec	F	MA	MA19	173.880600299032	47.759609519637	21.6016124591196	13.2219235622501
lmer_pop	Fec	F	MA	MA20	82.0666002990315	39.146609519637	21.6016124591196	13.2602741557625
lmer_pop	Fec	F	MA	MA21	65.2276002990315	39.090609519637	21.6016124591196	14.4115089663083
lmer_pop	Fec	F	MA	MA23	77.1216002990315	45.816609519637	21.6016124591196	14.4115089663083
lmer_pop	Fec	F	MA	MA26	98.3716002990315	58.527609519637	21.6016124591196	13.2114704210388
lmer_pop	Fec	F	MA	MA27	108.416600299032	49.595609519637	19.7169953297654	12.7860923540378
lmer_pop	Fec	F	MA	MA28	72.8456002990315	55.190609519637	21.6016124591196	13.7381063355174
lmer_pop	Fec	F	MA	MA3	66.1636002990315	44.997609519637	21.6016124591196	13.7442761426706
lmer_pop	Fec	F	MA	MA31	140.202600299032	101.175609519637	21.6016124591196	13.2114704210388
lmer_pop	Fec	F	MA	MA32	99.9756002990315	68.612609519637	21.6016124591196	12.0564298897304
lmer_pop	Fec	F	MA	MA33	139.132600299032	38.583609519637	21.6016124591196	13.7381063355174
lmer_pop	Fec	F	MA	MA5	89.2836002990315	76.795609519637	21.6016124591196	15.1788584118169
lmer_pop	Fec	F	MA	MA6	81.6656002990315	46.680609519637	21.6016124591196	14.3740226341127
lmer_pop	Fec	F	MA	MA7	87.0116002990315	41.788609519637	21.6016124591196	19.3963188694655
lmer_pop	Fec	F	MU	MU1	78.8224544805221	58.0588337344434	22.745279832321	15.2649040483391
lmer_pop	Fec	F	MU	MU10	95.9524544805221	65.8348337344434	21.4566163607077	12.3971145273809
lmer_pop	Fec	F	MU	MU11	55.4584544805221	71.2138337344434	21.4566163607077	13.2419981726701
lmer_pop	Fec	F	MU	MU12	100.496454480522	44.3818337344434	21.4566163607077	15.4126441470956
lmer_pop	Fec	F	MU	MU13	47.8404544805221	NA	21.4566163607077	NA
lmer_pop	Fec	F	MU	MU14	114.662454480522	53.2898337344434	21.4566163607077	14.4399642868325
lmer_pop	Fec	F	MU	MU15	84.8594544805221	45.1208337344434	21.4566163607077	19.4531458536916
lmer_pop	Fec	F	MU	MU16	71.6294544805221	NA	21.4566163607077	NA
lmer_pop	Fec	F	MU	MU17	152.250454480522	51.4308337344434	22.745279832321	14.4772450626837
lmer_pop	Fec	F	MU	MU18	77.1084544805221	53.3228337344434	21.4566163607077	11.8085182645834
lmer_pop	Fec	F	MU	MU19	101.030454480522	46.7978337344434	21.4566163607077	15.2352160668958
lmer_pop	Fec	F	MU	MU2	132.036454480522	56.0798337344434	21.4566163607077	13.8901295748096
lmer_pop	Fec	F	MU	MU3	88.8694544805221	39.3588337344434	21.4566163607077	15.2199275821207
lmer_pop	Fec	F	MU	MU4	71.4904544805221	88.8028337344434	29.7407400488049	13.8787221531739
lmer_pop	Fec	F	MU	MU5	123.750454480522	56.2768337344434	21.4566163607077	15.2649040483391
lmer_pop	Fec	F	MU	MU6	107.579454480522	78.1138337344434	21.4566163607077	13.3883465971344
lmer_pop	Fec	F	MU	MU7	72.2974544805221	54.2108337344434	21.4566163607077	13.8182221578971
lmer_pop	Fec	F	MU	MU8	61.4724544805221	51.2118337344434	21.4566163607077	11.853152981591
lmer_pop	Fec	F	MU	MU9	145.400454480522	55.1988337344434	21.4566163607077	12.8336448682749
lmer_pop	Fec	F	RE	RE1	49.3748074348257	46.7714876231764	22.0903948856147	14.7441365169135
lmer_pop	Fec	F	RE	RE10	72.5718074348257	57.4804876231764	23.3440980807225	19.6644589711841
lmer_pop	Fec	F	RE	RE11	107.402807434826	80.1844876231764	20.2513157647199	14.7815518342758
lmer_pop	Fec	F	RE	RE12	47.7708074348257	23.1984876231764	22.0903948856147	12.7620457070715
lmer_pop	Fec	F	RE	RE13	52.4488074348257	48.3954876231764	22.0903948856147	14.7250055901308
lmer_pop	Fec	F	RE	RE15	78.1088074348257	29.9954876231764	22.0903948856147	13.1834222275319
lmer_pop	Fec	F	RE	RE16	85.5928074348257	99.7004876231764	22.0903948856147	13.1834222275319
lmer_pop	Fec	F	RE	RE17	37.8818074348257	58.9344876231764	22.0903948856147	14.1258008491336
lmer_pop	Fec	F	RE	RE18	73.8318074348257	37.8844876231764	22.0903948856147	11.5590185409222
lmer_pop	Fec	F	RE	RE2	87.0628074348257	54.4474876231764	22.0903948856147	17.806237379901
lmer_pop	Fec	F	RE	RE3	28.5268074348257	40.7054876231764	22.0903948856147	17.8427534206294
lmer_pop	Fec	F	RE	RE5	104.302807434826	42.7734876231764	22.0903948856147	19.6728205814363
lmer_pop	Fec	F	RE	RE6	63.9418074348257	75.5074876231764	22.0903948856147	14.1018078851395
lmer_pop	Fec	F	RE	RE7	61.1358074348257	80.2454876231764	22.0903948856147	14.2399672271176
lmer_pop	Fec	F	UM	UM13	101.204666666667	45.5803745368246	21.9155835924026	15.3443911988095
lmer_pop	Fec	F	UM	UM17	69.9326666666666	30.6843745368246	21.9155835924026	13.8729068785926
lmer_pop	Fec	F	UM	UM18	90.3796666666666	37.8563745368246	21.9155835924026	13.9486663972618
lmer_pop	Fec	F	UM	UM2	64.1856666666666	32.3803745368246	21.9155835924026	14.5327896242291
lmer_pop	Fec	F	UM	UM21	122.187666666667	42.0973745368246	21.9155835924026	13.3764965989642
lmer_pop	Fec	F	UM	UM22	75.6786666666666	NA	21.9155835924026	NA
lmer_pop	Fec	F	UM	UM23	103.877666666667	28.7553745368246	21.9155835924026	14.495744419039
lmer_pop	Fec	F	UM	UM26	119.514666666667	69.6733745368246	21.9155835924026	13.9059810607559
lmer_pop	Fec	F	UM	UM28	90.5136666666666	48.7133745368246	21.9155835924026	13.9059810607559
lmer_pop	Fec	F	UM	UM29	177.115666666667	40.9693745368246	21.9155835924026	12.9476129561438
lmer_pop	Fec	F	UM	UM4	72.8726666666666	30.5053745368246	21.9155835924026	15.330964948825
lmer_pop	Fec	F	UM	UM5	148.648666666667	48.7843745368246	21.9155835924026	15.394541541147
lmer_pop	Fec	F	UM	UM7	101.204666666667	60.2243745368246	21.9155835924026	15.394541541147
lmer_pop	Fec	F	UM	UM8	110.960666666667	81.1683745368246	21.9155835924026	13.9112056005977
lmer_pop	Fec	F	UM	UM9	94.1216666666666	30.4453745368246	21.9155835924026	15.2996484032183
lmer_pop	Fec	F	VA	VA1	54.9672862946956	52.5525232595347	22.5536171847886	16.2788069721875
lmer_pop	Fec	F	VA	VA11	105.221286294696	31.2355232595347	21.2533357174348	14.4862131503627
lmer_pop	Fec	F	VA	VA15	49.6252862946956	55.5675232595347	21.2533357174348	14.5672077090203
lmer_pop	Fec	F	VA	VA18	69.2712862946956	43.7305232595347	21.2533357174348	19.4406326912923
lmer_pop	Fec	F	VA	VA22	113.908286294696	60.8495232595347	21.2533357174348	19.4321711714811
lmer_pop	Fec	F	VA	VA26	87.3132862946956	42.2795232595347	21.2533357174348	14.4168842486073
lmer_pop	Fec	F	VA	VA30	68.4692862946956	34.1615232595347	21.2533357174348	13.8559069150215
lmer_pop	Fec	F	VA	VA34	116.581286294696	65.6085232595347	21.2533357174348	15.2489544375259
lmer_pop	Fec	F	VA	VA35	90.7882862946956	47.4025232595347	21.2533357174348	14.4710954816054
lmer_pop	Fec	F	VA	VA44	108.696286294696	45.9795232595347	21.2533357174348	14.4710954816054
lmer_pop	Fec	F	VA	VA46	90.3872862946956	44.5575232595347	21.2533357174348	14.4710954816054
lmer_pop	Fec	F	VA	VA47	119.120286294696	40.2335232595347	21.2533357174348	15.2192353433982
lmer_pop	Fec	F	VA	VA48	55.1052862946956	79.2535232595347	21.2533357174348	12.8532163849264
lmer_pop	Fec	F	VA	VA55	87.7142862946956	91.3665232595347	21.2533357174348	12.8343660317813
lmer_pop	Fec	F	VA	VA57	69.5382862946956	28.7655232595347	21.2533357174348	11.7878929176397
lmer_pop	Fec	F	VA	VA6	96.8022862946956	NA	21.2533357174348	NA
lmer_pop	Fec	F	VA	VA66	73.3572862946956	40.6325232595347	17.9741972593491	12.413819534605
lmer_pop	Fec	F	VA	VA67	67.1052862946956	63.2995232595347	19.3348008295403	13.4257944434488
lmer_pop	Fec	F	VA	VA71	103.618286294696	61.5345232595347	21.2533357174348	13.2764439680865
lmer_pop	Fec	F	VA	VA9	99.0742862946956	94.8715232595347	21.2533357174348	13.4092697578109
lmer_pop	Fec	F	YE	YE11	38.4356984711255	61.8128906296768	24.2529027735526	12.8007600472083
lmer_pop	Fec	F	YE	YE13	83.0706984711255	46.9378906296768	19.3811917059658	13.832666040435
lmer_pop	Fec	F	YE	YE14	46.7386984711255	64.7898906296768	21.2955476084414	16.2116763410267
lmer_pop	Fec	F	YE	YE15	69.3246984711255	57.2888906296768	21.2955476084414	16.2665106825712
lmer_pop	Fec	F	YE	YE19	83.2236984711255	34.3038906296768	21.2955476084414	17.5750389127934
lmer_pop	Fec	F	YE	YE20	47.5406984711255	26.9528906296768	21.2955476084414	13.9030503770289
lmer_pop	Fec	F	YE	YE21	26.1576984711255	32.5798906296768	21.2955476084414	12.8951780827643
lmer_pop	Fec	F	YE	YE22	103.136698471125	50.5088906296768	21.2955476084414	14.4190049859969
lmer_pop	Fec	F	YE	YE23	56.3616984711255	74.6868906296768	21.2955476084414	13.2761178356553
lmer_pop	Fec	F	YE	YE24	85.6296984711255	83.4578906296768	21.2955476084414	15.2358270135298
lmer_pop	Fec	F	YE	YE26	33.5076984711255	39.3178906296768	21.2955476084414	15.2168969828347
lmer_pop	Fec	F	YE	YE27	56.2626984711255	41.5058906296768	22.5933998535722	15.1943683246854
lmer_pop	Fec	F	YE	YE33	67.6776984711255	59.5988906296768	22.5933998535722	15.1565376252693
lmer_pop	Fec	F	YE	YE40	160.336698471125	49.3198906296768	21.2955476084414	13.2613640997525
lmer_pop	Fec	F	YE	YE41	45.8036984711255	45.1568906296768	21.2955476084414	15.206082262904
lmer_pop	Fec	F	YE	YE48	52.7526984711255	72.2568906296768	21.2955476084414	14.4207837784984
lmer_pop	Fec	F	YE	YE49	34.8446984711255	NA	21.2955476084414	NA
lmer_pop	Fec	F	YE	YE51	63.8456984711255	49.2188906296768	21.2955476084414	13.2301386911175
lmer_pop	Fec	F	YE	YE69	46.6056984711255	53.8658906296768	21.2955476084414	12.3849890507099
lmer_pop	Fec	F	YE	YE80	77.4766984711255	67.4068906296768	21.2955476084414	13.2613640997525
lmer_pop	Fec	F	MA	MA18	NA	43.263609519637	NA	14.3445866334999
lmer_pop	Fec	F	MA	MA30	NA	36.722609519637	NA	12.0564298897304
lmer_pop	Fec	F	MA	MA9	NA	53.045609519637	NA	19.3963188694655
lmer_pop	Fec	F	MU	MU20	NA	55.2418337344434	NA	13.8182221578971
lmer_pop	Fec	F	RE	RE4	NA	49.5424876231764	NA	14.0975249823997
lmer_pop	Fec	F	RE	RE8	NA	91.6964876231764	NA	14.7815518342758
lmer_pop	Fec	F	UM	UM20	NA	27.0133745368246	NA	11.6287002825811
lmer_pop	Fec	F	UM	UM25	NA	61.3483745368246	NA	13.3859513768018
lmer_pop	Fec	F	UM	UM6	NA	82.8063745368246	NA	15.394541541147
