Model	Trait	Lab	Sex	Population	Line	Value_re	SE_re
lmer_pop	Fec	Billeter	F	AK	AK1	24.813	19.216
lmer_pop	Fec	Billeter	F	AK	AK10	-38.134	19.216
lmer_pop	Fec	Billeter	F	AK	AK11	-37.465	19.216
lmer_pop	Fec	Billeter	F	AK	AK12	12.117	19.216
lmer_pop	Fec	Billeter	F	AK	AK13	3.029	19.216
lmer_pop	Fec	Billeter	F	AK	AK14	45.127	19.216
lmer_pop	Fec	Billeter	F	AK	AK15	52.561	20.645
lmer_pop	Fec	Billeter	F	AK	AK16	-3.53	17.07
lmer_pop	Fec	Billeter	F	AK	AK17	3.431	17.07
lmer_pop	Fec	Billeter	F	AK	AK18	-18.889	19.216
lmer_pop	Fec	Billeter	F	AK	AK2	14.79	19.216
lmer_pop	Fec	Billeter	F	AK	AK20	-57.512	19.216
lmer_pop	Fec	Billeter	F	AK	AK21	29.223	19.216
lmer_pop	Fec	Billeter	F	AK	AK3	11.181	19.216
lmer_pop	Fec	Billeter	F	AK	AK4	-35.862	19.216
lmer_pop	Fec	Billeter	F	AK	AK5	22.407	19.216
lmer_pop	Fec	Billeter	F	AK	AK6	-8.245	22.449
lmer_pop	Fec	Billeter	F	AK	AK7	6.438	20.645
lmer_pop	Fec	Billeter	F	AK	AK8	-26.506	19.216
lmer_pop	Fec	Billeter	F	AK	AK9	1.024	19.216
lmer_pop	Fec	Billeter	F	GI	GI1	-1.065	19.216
lmer_pop	Fec	Billeter	F	GI	GI10	10.83	19.216
lmer_pop	Fec	Billeter	F	GI	GI11	-5.732	17.07
lmer_pop	Fec	Billeter	F	GI	GI12	-14.907	17.07
lmer_pop	Fec	Billeter	F	GI	GI13	-13.494	19.216
lmer_pop	Fec	Billeter	F	GI	GI14	-7.212	19.216
lmer_pop	Fec	Billeter	F	GI	GI15	-37.683	19.216
lmer_pop	Fec	Billeter	F	GI	GI2	-14.296	19.216
lmer_pop	Fec	Billeter	F	GI	GI3	-11.222	19.216
lmer_pop	Fec	Billeter	F	GI	GI4	26.733	19.216
lmer_pop	Fec	Billeter	F	GI	GI5	4.415	19.216
lmer_pop	Fec	Billeter	F	GI	GI6	-10.553	19.216
lmer_pop	Fec	Billeter	F	GI	GI7	6.152	19.216
lmer_pop	Fec	Billeter	F	GI	GI8	42.771	19.216
lmer_pop	Fec	Billeter	F	GI	GI9	25.263	19.216
lmer_pop	Fec	Billeter	F	KA	KA1	-20.027	19.216
lmer_pop	Fec	Billeter	F	KA	KA10	-5.46	19.216
lmer_pop	Fec	Billeter	F	KA	KA11	2.292	19.216
lmer_pop	Fec	Billeter	F	KA	KA13	-1.679	20.645
lmer_pop	Fec	Billeter	F	KA	KA14	4.965	19.216
lmer_pop	Fec	Billeter	F	KA	KA15	-10.566	16.235
lmer_pop	Fec	Billeter	F	KA	KA16	-21.497	19.216
lmer_pop	Fec	Billeter	F	KA	KA17	-37.802	19.216
lmer_pop	Fec	Billeter	F	KA	KA18	-6.662	19.216
lmer_pop	Fec	Billeter	F	KA	KA2	30.892	19.216
lmer_pop	Fec	Billeter	F	KA	KA23	-6.662	19.216
lmer_pop	Fec	Billeter	F	KA	KA24	-35.663	19.216
lmer_pop	Fec	Billeter	F	KA	KA25	-12.014	20.645
lmer_pop	Fec	Billeter	F	KA	KA28	49.468	19.216
lmer_pop	Fec	Billeter	F	KA	KA29	40.247	19.216
lmer_pop	Fec	Billeter	F	KA	KA3	6.034	19.216
lmer_pop	Fec	Billeter	F	KA	KA5	-1.718	19.216
lmer_pop	Fec	Billeter	F	KA	KA6	-15.617	19.216
lmer_pop	Fec	Billeter	F	KA	KA7	-11.474	19.216
lmer_pop	Fec	Billeter	F	KA	KA9	52.943	19.216
lmer_pop	Fec	Billeter	F	MA	MA12	41.35	19.216
lmer_pop	Fec	Billeter	F	MA	MA13	-17.32	19.216
lmer_pop	Fec	Billeter	F	MA	MA16	-17.721	19.216
lmer_pop	Fec	Billeter	F	MA	MA19	74.761	19.216
lmer_pop	Fec	Billeter	F	MA	MA20	-17.053	19.216
lmer_pop	Fec	Billeter	F	MA	MA21	-33.892	19.216
lmer_pop	Fec	Billeter	F	MA	MA23	-21.998	19.216
lmer_pop	Fec	Billeter	F	MA	MA26	-0.748	19.216
lmer_pop	Fec	Billeter	F	MA	MA27	9.297	17.07
lmer_pop	Fec	Billeter	F	MA	MA28	-26.274	19.216
lmer_pop	Fec	Billeter	F	MA	MA3	-32.956	19.216
lmer_pop	Fec	Billeter	F	MA	MA31	41.083	19.216
lmer_pop	Fec	Billeter	F	MA	MA32	0.856	19.216
lmer_pop	Fec	Billeter	F	MA	MA33	40.013	19.216
lmer_pop	Fec	Billeter	F	MA	MA5	-9.836	19.216
lmer_pop	Fec	Billeter	F	MA	MA6	-17.454	19.216
lmer_pop	Fec	Billeter	F	MA	MA7	-12.108	19.216
lmer_pop	Fec	Billeter	F	MU	MU1	-15.02	20.645
lmer_pop	Fec	Billeter	F	MU	MU10	2.11	19.216
lmer_pop	Fec	Billeter	F	MU	MU11	-38.384	19.216
lmer_pop	Fec	Billeter	F	MU	MU12	6.654	19.216
lmer_pop	Fec	Billeter	F	MU	MU13	-46.002	19.216
lmer_pop	Fec	Billeter	F	MU	MU14	20.82	19.216
lmer_pop	Fec	Billeter	F	MU	MU15	-8.983	19.216
lmer_pop	Fec	Billeter	F	MU	MU16	-22.213	19.216
lmer_pop	Fec	Billeter	F	MU	MU17	58.408	20.645
lmer_pop	Fec	Billeter	F	MU	MU18	-16.734	19.216
lmer_pop	Fec	Billeter	F	MU	MU19	7.188	19.216
lmer_pop	Fec	Billeter	F	MU	MU2	38.194	19.216
lmer_pop	Fec	Billeter	F	MU	MU3	-4.973	19.216
lmer_pop	Fec	Billeter	F	MU	MU4	-22.352	28.167
lmer_pop	Fec	Billeter	F	MU	MU5	29.908	19.216
lmer_pop	Fec	Billeter	F	MU	MU6	13.737	19.216
lmer_pop	Fec	Billeter	F	MU	MU7	-21.545	19.216
lmer_pop	Fec	Billeter	F	MU	MU8	-32.37	19.216
lmer_pop	Fec	Billeter	F	MU	MU9	51.558	19.216
lmer_pop	Fec	Billeter	F	RE	RE1	-18.479	19.216
lmer_pop	Fec	Billeter	F	RE	RE10	4.718	20.645
lmer_pop	Fec	Billeter	F	RE	RE11	39.549	17.07
lmer_pop	Fec	Billeter	F	RE	RE12	-20.083	19.216
lmer_pop	Fec	Billeter	F	RE	RE13	-15.405	19.216
lmer_pop	Fec	Billeter	F	RE	RE15	10.255	19.216
lmer_pop	Fec	Billeter	F	RE	RE16	17.739	19.216
lmer_pop	Fec	Billeter	F	RE	RE17	-29.972	19.216
lmer_pop	Fec	Billeter	F	RE	RE18	5.978	19.216
lmer_pop	Fec	Billeter	F	RE	RE2	19.209	19.216
lmer_pop	Fec	Billeter	F	RE	RE3	-39.327	19.216
lmer_pop	Fec	Billeter	F	RE	RE5	36.449	19.216
lmer_pop	Fec	Billeter	F	RE	RE6	-3.912	19.216
lmer_pop	Fec	Billeter	F	RE	RE7	-6.718	19.216
lmer_pop	Fec	Billeter	F	UM	UM13	-1.622	19.216
lmer_pop	Fec	Billeter	F	UM	UM17	-32.894	19.216
