"","Supervisor.PI","Population","Mean","SD","Median","Min","Max","SE","CV","Mode"
"1","Abbott","AK",33.9807576923077,17.2239080881515,34.3835,0,81.147,1.0681814341514,0.506872396551962,42.773
"2","Abbott","GI",34.0349096385542,19.2744067549541,33.271,0.031,73.528,1.49598409355353,0.566312852293293,55.51
"3","Abbott","KA",32.9297256637168,17.5905119800409,32.322,0.329,81.542,1.17010345151891,0.534183374610458,70.043
"4","Abbott","MA",47.6369248826291,17.8417733720717,47.382,0.01,92.234,1.22249816778451,0.374536631321846,71.475
"5","Abbott","MU",31.5159758454106,15.2660170715078,31.407,0,75.538,1.06106153488359,0.484389794762801,43.941
"6","Abbott","RE",42.9832526315789,16.8755051733711,41.6615,2.048,82.501,1.22427782118894,0.392606518590289,19.901
"7","Abbott","UM",41.7251697247706,13.1691513575467,39.5215,13.679,78.29,0.891927475447748,0.315616483873249,30.078
"8","Abbott","VA",33.7643797468354,16.6837386252662,32.145,0.169,80.107,1.08372528031356,0.494122467237973,38.697
"9","Abbott","YE",32.4849449152542,17.0172167997507,31.727,0.037,80.171,1.10772646154206,0.523849335258063,14.301
"10","Gibert","AK",46.8792440191388,19.7201223020659,47.777,0,88.36,1.36406938255469,0.420657856470873,53.94
"11","Gibert","GI",46.08358125,19.8306921541864,48.084,0,83.63,1.5677538696215,0.430320118712268,20.491
"12","Gibert","KA",56.6658428571429,19.278911595454,57.464,0.713,98.472,1.33037129136288,0.340221033049081,60.257
"13","Gibert","MA",55.4642551020408,23.9434313049015,55.8705,0.248,92.511,1.71024509320725,0.43169120834403,89.885
"14","Gibert","MU",51.1785502392344,18.4343992025833,51.022,6.83,90.998,1.27513405611081,0.360197760905919,66.47
"15","Gibert","RE",54.6161588235294,18.6329402347347,56.9815,0,87.534,1.4290812799327,0.341161675154411,52.239
"16","Gibert","UM",54.0948368421053,14.5151866294782,53.446,7.901,88.826,1.05304231656008,0.268328503732174,43.613
"17","Gibert","VA",51.240545,19.7400247139285,49.916,0.176,94.001,1.39583053360089,0.385242286434082,66.394
"18","Gibert","YE",48.9201624365482,20.213168119131,51.599,0,90.048,1.44012859939775,0.413186856142362,0
