"","Supervisor.PI","Population","Line","Mean","SD","Median","Min","Max","SE","CV","Mode"
"67","Schmidt","MA","MA33",2.7,0.823272602348565,3,1,4,0.260341655863555,0.304915778647616,3
"68","Schmidt","MA","MA5",3.4,0.843274042711568,3,2,5,0.266666666666667,0.248021777268108,3
"69","Schmidt","MA","MA6",2.7,0.823272602348565,3,1,4,0.260341655863555,0.304915778647616,3
"70","Schmidt","MA","MA7",2.3,0.948683298050514,2,1,4,0.3,0.412470999152397,2
"71","Schmidt","MA","MA9",2.2,1.81352940116473,1.5,1,6,0.573488351136175,0.824331545983966,1
"72","Schmidt","MU","MU1",3.6,1.26491106406735,4,1,6,0.4,0.351364184463153,4
"73","Schmidt","MU","MU10",2.1,0.875595035770913,2,1,4,0.276887462097269,0.416950017033768,2
"74","Schmidt","MU","MU11",1,0,1,1,1,0,0,1
"75","Schmidt","MU","MU12",1.6,0.843274042711568,1,1,3,0.266666666666667,0.52704627669473,1
"76","Schmidt","MU","MU13",1.8,0.788810637746616,2,1,3,0.249443825784929,0.438228132081453,2
"77","Schmidt","MU","MU14",3.4,0.516397779494322,3,3,4,0.163299316185545,0.151881699851271,3
"78","Schmidt","MU","MU15",1.9,0.737864787372622,2,1,3,0.233333333333333,0.388349888090854,2
"79","Schmidt","MU","MU16",2.3,0.948683298050514,2,1,4,0.3,0.412470999152397,2
"80","Schmidt","MU","MU17",2.3,0.948683298050514,2,1,4,0.3,0.412470999152397,2
"81","Schmidt","MU","MU18",2.6,0.699205898780101,3,1,3,0.221108319357027,0.268925345684654,3
"82","Schmidt","MU","MU19",2.2,0.918936583472681,2,1,4,0.290593262902712,0.417698447033037,2
"83","Schmidt","MU","MU2",2.85714285714286,0.690065559342354,3,2,4,0.260820265478651,0.241522945769824,3
"84","Schmidt","MU","MU20",2.8,0.632455532033676,3,2,4,0.2,0.225876975726313,3
"85","Schmidt","MU","MU3",1.6,0.516397779494322,2,1,2,0.163299316185545,0.322748612183951,2
"86","Schmidt","MU","MU4",2.1,0.737864787372622,2,1,3,0.233333333333333,0.351364184463153,2
"87","Schmidt","MU","MU5",1.8,0.632455532033676,2,1,3,0.2,0.351364184463153,2
"88","Schmidt","MU","MU6",2.9,0.737864787372622,3,2,4,0.233333333333333,0.254436133576766,3
"89","Schmidt","MU","MU7",2.2,0.421637021355784,2,2,3,0.133333333333333,0.191653191525356,2
"90","Schmidt","MU","MU8",1.8,0.788810637746616,2,1,3,0.249443825784929,0.438228132081453,2
"91","Schmidt","MU","MU9",2.8,0.788810637746616,3,2,4,0.249443825784929,0.281718084909506,3
"92","Schmidt","RE","RE10",1.8,0.632455532033676,2,1,3,0.2,0.351364184463153,2
"93","Schmidt","RE","RE11",4.7,0.674948557710553,5,4,6,0.213437474581095,0.143606076108628,5
"94","Schmidt","RE","RE12",3.6,1.07496769977314,3,3,6,0.339934634239519,0.298602138825872,3
"95","Schmidt","RE","RE13",2,0.816496580927726,2,1,3,0.308606699924184,0.408248290463863,2
"96","Schmidt","RE","RE15",1.3,0.483045891539648,1,1,2,0.152752523165195,0.371573762722806,1
"97","Schmidt","RE","RE16",2.4,0.843274042711568,3,1,3,0.266666666666667,0.351364184463153,3
"98","Schmidt","RE","RE17",2.875,1.24642345475822,3,0,4,0.440677238544752,0.433538592959383,3
"99","Schmidt","RE","RE18",2.2,0.788810637746616,2,1,3,0.249443825784929,0.358550289884825,3
"100","Schmidt","RE","RE2",3.3,0.674948557710553,3,2,4,0.213437474581095,0.204529865972895,3
"101","Schmidt","RE","RE3",1,0,1,1,1,0,0,1
"102","Schmidt","RE","RE4",1.1,0.316227766016838,1,1,2,0.1,0.287479787288034,1
"103","Schmidt","RE","RE5",1.4,0.547722557505166,1,1,2,0.244948974278318,0.391230398217976,1
"104","Schmidt","RE","RE6",2.8,0.918936583472681,3,1,4,0.290593262902712,0.328191636954529,3
"105","Schmidt","RE","RE7",4,1.15470053837925,4,2,6,0.365148371670111,0.288675134594813,4
"106","Schmidt","UM","UM13",2.8,0.788810637746616,3,2,4,0.249443825784929,0.281718084909506,3
"107","Schmidt","UM","UM17",2.9,0.567646212197547,3,2,4,0.17950549357115,0.195740073171568,3
"108","Schmidt","UM","UM18",2.8,0.421637021355784,3,2,3,0.133333333333333,0.150584650484209,3
"109","Schmidt","UM","UM2",2.1,0.994428926011753,2,1,4,0.31446603773522,0.473537583815121,2
"110","Schmidt","UM","UM20",2.83333333333333,0.752772652709081,3,2,4,0.30731814857643,0.265684465662029,3
"111","Schmidt","UM","UM21",3,0.666666666666667,3,2,4,0.210818510677892,0.222222222222222,3
"112","Schmidt","UM","UM22",2,0.816496580927726,2,1,3,0.258198889747161,0.408248290463863,2
"113","Schmidt","UM","UM23",1.8,0.632455532033676,2,1,3,0.2,0.351364184463153,2
"114","Schmidt","UM","UM25",2.5,0.707106781186548,2,2,4,0.223606797749979,0.282842712474619,2
"115","Schmidt","UM","UM28",3.7,0.823272602348565,3.5,3,5,0.260341655863555,0.222506108742855,3
"116","Schmidt","UM","UM29",2.5,0.707106781186548,2,2,4,0.223606797749979,0.282842712474619,2
"117","Schmidt","UM","UM4",2.9,0.567646212197547,3,2,4,0.17950549357115,0.195740073171568,3
"118","Schmidt","UM","UM5",2.2,0.788810637746616,2,1,3,0.249443825784929,0.358550289884825,3
"119","Schmidt","UM","UM7",3.9,0.737864787372622,4,3,5,0.233333333333333,0.189196099326313,4
"120","Schmidt","UM","UM9",4.1,1.19721899973786,4,3,7,0.378593889720018,0.292004634082406,4
"121","Schmidt","VA","VA11",1.9,0.875595035770913,2,1,3,0.276887462097269,0.460839492511007,1
"122","Schmidt","VA","VA15",1.4,0.699205898780101,1,1,3,0.221108319357027,0.499432784842929,1
"123","Schmidt","VA","VA18",1.2,0.421637021355784,1,1,2,0.133333333333333,0.351364184463153,1
"124","Schmidt","VA","VA22",3.4,0.843274042711568,4,2,4,0.266666666666667,0.248021777268108,4
"125","Schmidt","VA","VA26",1.4,1.26491106406735,1,1,5,0.4,0.903507902905251,1
"126","Schmidt","VA","VA30",1.4,0.699205898780101,1,1,3,0.221108319357027,0.499432784842929,1
"127","Schmidt","VA","VA34",2,0.942809041582063,2,1,4,0.298142396999972,0.471404520791032,2
"128","Schmidt","VA","VA35",1.1,1.3703203194063,1,0,4,0.433333333333333,1.24574574491482,1
"129","Schmidt","VA","VA44",2,0.534522483824849,2,1,3,0.188982236504614,0.267261241912424,2
"130","Schmidt","VA","VA46",2.1,0.875595035770913,2,1,4,0.276887462097269,0.416950017033768,2
"131","Schmidt","VA","VA47",0.9,0.316227766016838,1,0,1,0.1,0.351364184463153,1
"132","Schmidt","VA","VA48",2,1.15470053837925,2,1,4,0.365148371670111,0.577350269189626,2
"133","Schmidt","VA","VA55",1.3,0.483045891539648,1,1,2,0.152752523165195,0.371573762722806,1
"134","Schmidt","VA","VA57",1.3,0.483045891539648,1,1,2,0.152752523165195,0.371573762722806,1
"135","Schmidt","VA","VA66",1.8,0.788810637746616,2,1,3,0.249443825784929,0.438228132081453,2
"136","Schmidt","VA","VA67",1.1,0.316227766016838,1,1,2,0.1,0.287479787288034,1
"137","Schmidt","VA","VA71",1.6,0.516397779494322,2,1,2,0.163299316185545,0.322748612183951,2
"138","Schmidt","YE","YE11",1.42857142857143,0.534522483824849,1,1,2,0.202030508910442,0.374165738677394,1
"139","Schmidt","YE","YE13",2.5,0.707106781186548,3,1,3,0.223606797749979,0.282842712474619,3
"140","Schmidt","YE","YE14",1.5,0.849836585598797,1,1,3,0.268741924943285,0.566557723732532,1
"141","Schmidt","YE","YE15",2.6,0.699205898780101,2.5,2,4,0.221108319357027,0.268925345684654,2
"142","Schmidt","YE","YE19",1.28571428571429,0.487950036474267,1,1,2,0.184427778390829,0.379516695035541,1
"143","Schmidt","YE","YE20",1.9,0.994428926011753,2,1,4,0.31446603773522,0.523383645269344,1
"144","Schmidt","YE","YE21",3.7,0.948683298050514,3.5,3,6,0.3,0.256400891365004,3
"145","Schmidt","YE","YE22",3.5,1.17851130197758,4,2,5,0.372677996249965,0.336717514850737,4
"146","Schmidt","YE","YE23",3.8,0.918936583472681,3.5,3,5,0.290593262902712,0.241825416703337,3
"147","Schmidt","YE","YE24",2.75,0.707106781186548,3,2,4,0.25,0.25712973861329,3
"148","Schmidt","YE","YE26",3.28571428571429,0.487950036474267,3,3,4,0.184427778390829,0.148506532839994,3
"149","Schmidt","YE","YE27",2.8,0.421637021355784,3,2,3,0.133333333333333,0.150584650484209,3
"150","Schmidt","YE","YE33",1.5,0.849836585598797,1,1,3,0.268741924943285,0.566557723732532,1
"151","Schmidt","YE","YE40",3.125,0.353553390593274,3,3,4,0.125,0.113137084989848,3
"152","Schmidt","YE","YE41",1.1,0.316227766016838,1,1,2,0.1,0.287479787288034,1
"153","Schmidt","YE","YE48",3,1.15470053837925,3,1,5,0.365148371670111,0.38490017945975,3
"154","Schmidt","YE","YE49",2.6,1.7763883459299,3,0,5,0.561743318211757,0.683226286896114,4
"155","Schmidt","YE","YE51",1.57142857142857,0.786795792469443,1,1,3,0.29738085706659,0.500688231571464,1
"156","Schmidt","YE","YE69",1.6,0.966091783079296,1,1,4,0.305505046330389,0.60380736442456,1
"157","Schmidt","YE","YE80",3,0.666666666666667,3,2,4,0.210818510677892,0.222222222222222,3
