Supervisor.PI	Diet	Batch	Population	Line	Sex	ReplicateVialOld	ReplicateVial	Individual	DT_EggAdult	Country	Latitude	Longitude	Altitude	Population_Lat	Population_Lon	Population_Alt	Color	StatusT	StatusM	Wolbachia	PC.ratio
Zwaan	NS	2	YE	YE69	M	1	Zwaan_2_YE69_1	12251	223	Turkey	40.231	32.26	680	YE	YE	YE	#132B69	+	+	+	0.291
Zwaan	NS	2	YE	YE69	M	1	Zwaan_2_YE69_1	12252	223	Turkey	40.231	32.26	680	YE	YE	YE	#132B69	+	+	+	0.291
Zwaan	NS	2	YE	YE69	M	1	Zwaan_2_YE69_1	14283	240	Turkey	40.231	32.26	680	YE	YE	YE	#132B69	+	+	+	0.291
Zwaan	NS	2	YE	YE69	M	1	Zwaan_2_YE69_1	14723	273	Turkey	40.231	32.26	680	YE	YE	YE	#132B69	+	+	+	0.291
Zwaan	NS	2	YE	YE69	M	2	Zwaan_2_YE69_2	9135	216	Turkey	40.231	32.26	680	YE	YE	YE	#132B69	+	+	+	0.291
Zwaan	NS	2	YE	YE69	M	2	Zwaan_2_YE69_2	9136	216	Turkey	40.231	32.26	680	YE	YE	YE	#132B69	+	+	+	0.291
Zwaan	NS	2	YE	YE69	M	2	Zwaan_2_YE69_2	9137	216	Turkey	40.231	32.26	680	YE	YE	YE	#132B69	+	+	+	0.291
Zwaan	NS	2	YE	YE69	M	2	Zwaan_2_YE69_2	9138	216	Turkey	40.231	32.26	680	YE	YE	YE	#132B69	+	+	+	0.291
Zwaan	NS	2	YE	YE69	M	2	Zwaan_2_YE69_2	12253	223	Turkey	40.231	32.26	680	YE	YE	YE	#132B69	+	+	+	0.291
Zwaan	NS	2	YE	YE69	M	2	Zwaan_2_YE69_2	12254	223	Turkey	40.231	32.26	680	YE	YE	YE	#132B69	+	+	+	0.291
Zwaan	NS	2	YE	YE69	M	2	Zwaan_2_YE69_2	12255	223	Turkey	40.231	32.26	680	YE	YE	YE	#132B69	+	+	+	0.291
Zwaan	NS	2	YE	YE69	M	2	Zwaan_2_YE69_2	12256	223	Turkey	40.231	32.26	680	YE	YE	YE	#132B69	+	+	+	0.291
Zwaan	NS	2	YE	YE69	M	2	Zwaan_2_YE69_2	14672	266	Turkey	40.231	32.26	680	YE	YE	YE	#132B69	+	+	+	0.291
Zwaan	NS	2	YE	YE69	M	3	Zwaan_2_YE69_3	9139	216	Turkey	40.231	32.26	680	YE	YE	YE	#132B69	+	+	+	0.291
Zwaan	NS	2	YE	YE69	M	3	Zwaan_2_YE69_3	12257	223	Turkey	40.231	32.26	680	YE	YE	YE	#132B69	+	+	+	0.291
Zwaan	NS	2	YE	YE69	M	3	Zwaan_2_YE69_3	12258	223	Turkey	40.231	32.26	680	YE	YE	YE	#132B69	+	+	+	0.291
Zwaan	NS	2	YE	YE69	M	3	Zwaan_2_YE69_3	12259	223	Turkey	40.231	32.26	680	YE	YE	YE	#132B69	+	+	+	0.291
Zwaan	NS	2	YE	YE69	M	3	Zwaan_2_YE69_3	12260	223	Turkey	40.231	32.26	680	YE	YE	YE	#132B69	+	+	+	0.291
Zwaan	NS	2	YE	YE69	M	3	Zwaan_2_YE69_3	12261	223	Turkey	40.231	32.26	680	YE	YE	YE	#132B69	+	+	+	0.291
Zwaan	NS	2	YE	YE69	M	3	Zwaan_2_YE69_3	12262	223	Turkey	40.231	32.26	680	YE	YE	YE	#132B69	+	+	+	0.291
Zwaan	NS	2	YE	YE69	M	3	Zwaan_2_YE69_3	12263	223	Turkey	40.231	32.26	680	YE	YE	YE	#132B69	+	+	+	0.291
Zwaan	NS	2	YE	YE69	M	3	Zwaan_2_YE69_3	12264	223	Turkey	40.231	32.26	680	YE	YE	YE	#132B69	+	+	+	0.291
Zwaan	NS	2	YE	YE69	M	3	Zwaan_2_YE69_3	12265	223	Turkey	40.231	32.26	680	YE	YE	YE	#132B69	+	+	+	0.291
Zwaan	NS	2	YE	YE69	M	3	Zwaan_2_YE69_3	12266	223	Turkey	40.231	32.26	680	YE	YE	YE	#132B69	+	+	+	0.291
Zwaan	NS	2	YE	YE69	M	3	Zwaan_2_YE69_3	14284	240	Turkey	40.231	32.26	680	YE	YE	YE	#132B69	+	+	+	0.291
Zwaan	NS	2	YE	YE69	M	3	Zwaan_2_YE69_3	14285	240	Turkey	40.231	32.26	680	YE	YE	YE	#132B69	+	+	+	0.291
Grath	NS	1	MU	MU3	F	1	Grath_1_MU3_1	1	312	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.222
Grath	NS	1	MU	MU3	F	1	Grath_1_MU3_1	2	336	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.222
Grath	NS	1	MU	MU3	F	1	Grath_1_MU3_1	3	336	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.222
Grath	NS	1	MU	MU3	M	1	Grath_1_MU3_1	4	336	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.222
Grath	NS	1	MU	MU3	M	1	Grath_1_MU3_1	5	336	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.222
Grath	NS	1	MU	MU3	M	1	Grath_1_MU3_1	6	336	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.222
Grath	NS	1	MU	MU3	F	1	Grath_1_MU3_1	7	345	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.222
Grath	NS	1	MU	MU3	F	1	Grath_1_MU3_1	8	345	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.222
Grath	NS	1	MU	MU3	F	2	Grath_1_MU3_2	9	273	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.222
Grath	NS	1	MU	MU3	F	2	Grath_1_MU3_2	10	273	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.222
Grath	NS	1	MU	MU3	F	2	Grath_1_MU3_2	11	288	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.222
Grath	NS	1	MU	MU3	F	2	Grath_1_MU3_2	12	288	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.222
Grath	NS	1	MU	MU3	F	2	Grath_1_MU3_2	13	288	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.222
Grath	NS	1	MU	MU3	F	2	Grath_1_MU3_2	14	288	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.222
Grath	NS	1	MU	MU3	F	2	Grath_1_MU3_2	15	288	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.222
Grath	NS	1	MU	MU3	M	2	Grath_1_MU3_2	16	288	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.222
Grath	NS	1	MU	MU3	M	2	Grath_1_MU3_2	17	288	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.222
Grath	NS	1	MU	MU3	M	2	Grath_1_MU3_2	18	288	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.222
Grath	NS	1	MU	MU3	M	2	Grath_1_MU3_2	19	288	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.222
Grath	NS	1	MU	MU3	F	2	Grath_1_MU3_2	20	297	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.222
Grath	NS	1	MU	MU3	F	2	Grath_1_MU3_2	21	297	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.222
Grath	NS	1	MU	MU3	M	2	Grath_1_MU3_2	22	312	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.222
Grath	NS	1	MU	MU3	M	2	Grath_1_MU3_2	23	312	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.222
Grath	NS	1	MU	MU3	M	2	Grath_1_MU3_2	24	312	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.222
Grath	NS	1	MU	MU3	M	2	Grath_1_MU3_2	25	312	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.222
Grath	NS	1	MU	MU3	M	2	Grath_1_MU3_2	26	312	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.222
Grath	NS	1	MU	MU3	M	2	Grath_1_MU3_2	27	321	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.222
Grath	NS	1	MU	MU3	F	3	Grath_1_MU3_3	28	288	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.222
Grath	NS	1	MU	MU3	F	3	Grath_1_MU3_3	29	288	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.222
Grath	NS	1	MU	MU3	F	3	Grath_1_MU3_3	30	288	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.222
Grath	NS	1	MU	MU3	F	3	Grath_1_MU3_3	31	288	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.222
Grath	NS	1	MU	MU3	F	3	Grath_1_MU3_3	32	288	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.222
Grath	NS	1	MU	MU3	F	3	Grath_1_MU3_3	33	288	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.222
Grath	NS	1	MU	MU3	M	3	Grath_1_MU3_3	34	288	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.222
Grath	NS	1	MU	MU3	M	3	Grath_1_MU3_3	35	288	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.222
Grath	NS	1	MU	MU3	F	3	Grath_1_MU3_3	36	297	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.222
Grath	NS	1	MU	MU3	F	3	Grath_1_MU3_3	37	297	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.222
Grath	NS	1	MU	MU3	F	3	Grath_1_MU3_3	38	297	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.222
Grath	NS	1	MU	MU3	F	3	Grath_1_MU3_3	39	297	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.222
Grath	NS	1	MU	MU3	F	3	Grath_1_MU3_3	40	297	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.222
Grath	NS	1	MU	MU3	F	3	Grath_1_MU3_3	41	297	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.222
Grath	NS	1	MU	MU3	M	3	Grath_1_MU3_3	42	297	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.222
Grath	NS	1	MU	MU3	M	3	Grath_1_MU3_3	43	297	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.222
Grath	NS	1	MU	MU3	M	3	Grath_1_MU3_3	44	297	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.222
Grath	NS	1	MU	MU3	M	3	Grath_1_MU3_3	45	297	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.222
Grath	NS	1	MU	MU3	M	3	Grath_1_MU3_3	46	297	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.222
Grath	NS	1	MU	MU3	M	3	Grath_1_MU3_3	47	297	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.222
Grath	NS	1	MU	MU3	M	3	Grath_1_MU3_3	48	297	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.222
Grath	NS	1	MU	MU3	F	3	Grath_1_MU3_3	49	312	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.222
Grath	NS	1	MU	MU3	F	3	Grath_1_MU3_3	50	312	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.222
Grath	NS	1	MU	MU3	F	3	Grath_1_MU3_3	51	312	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.222
Grath	NS	1	MU	MU3	F	3	Grath_1_MU3_3	52	312	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.222
Grath	NS	1	MU	MU3	M	3	Grath_1_MU3_3	53	312	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.222
Grath	NS	1	MU	MU3	M	3	Grath_1_MU3_3	54	312	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.222
Grath	NS	1	MU	MU3	M	3	Grath_1_MU3_3	55	312	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.222
Grath	NS	1	MU	MU3	M	3	Grath_1_MU3_3	56	312	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.222
Grath	NS	1	MU	MU3	M	3	Grath_1_MU3_3	57	321	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.222
Grath	NS	1	MU	MU3	M	3	Grath_1_MU3_3	58	321	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.222
Grath	NS	1	MU	MU3	M	3	Grath_1_MU3_3	59	336	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.222
Grath	NS	1	MU	MU3	F	4	Grath_1_MU3_4	60	273	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.222
Grath	NS	1	MU	MU3	F	4	Grath_1_MU3_4	61	273	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.222
Grath	NS	1	MU	MU3	F	4	Grath_1_MU3_4	62	273	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.222
Grath	NS	1	MU	MU3	F	4	Grath_1_MU3_4	63	288	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.222
Grath	NS	1	MU	MU3	F	4	Grath_1_MU3_4	64	288	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.222
Grath	NS	1	MU	MU3	F	4	Grath_1_MU3_4	65	288	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.222
Grath	NS	1	MU	MU3	F	4	Grath_1_MU3_4	66	288	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.222
Grath	NS	1	MU	MU3	F	4	Grath_1_MU3_4	67	288	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.222
Grath	NS	1	MU	MU3	F	4	Grath_1_MU3_4	68	288	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.222
Grath	NS	1	MU	MU3	F	4	Grath_1_MU3_4	69	288	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.222
Grath	NS	1	MU	MU3	M	4	Grath_1_MU3_4	70	288	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.222
Grath	NS	1	MU	MU3	F	4	Grath_1_MU3_4	71	297	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.222
Grath	NS	1	MU	MU3	F	4	Grath_1_MU3_4	72	297	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.222
Grath	NS	1	MU	MU3	F	4	Grath_1_MU3_4	73	297	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.222
Grath	NS	1	MU	MU3	M	4	Grath_1_MU3_4	74	297	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.222
Grath	NS	1	MU	MU3	M	4	Grath_1_MU3_4	75	312	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.222
Grath	NS	1	MU	MU3	M	4	Grath_1_MU3_4	76	321	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.222
Grath	NS	1	MU	MU3	M	4	Grath_1_MU3_4	77	321	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.222
Grath	NS	1	MU	MU3	M	4	Grath_1_MU3_4	78	345	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.222
Grath	NS	1	MU	MU4	F	1	Grath_1_MU4_1	79	312	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.222
Grath	NS	1	MU	MU4	F	1	Grath_1_MU4_1	80	312	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.222
Grath	NS	1	MU	MU4	M	1	Grath_1_MU4_1	81	312	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.222
Grath	NS	1	MU	MU4	F	1	Grath_1_MU4_1	82	321	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.222
Grath	NS	1	MU	MU4	F	1	Grath_1_MU4_1	83	321	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.222
Grath	NS	1	MU	MU4	M	1	Grath_1_MU4_1	84	336	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.222
Grath	NS	1	MU	MU4	M	1	Grath_1_MU4_1	85	336	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.222
Grath	NS	1	MU	MU4	F	1	Grath_1_MU4_1	86	334	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.222
Grath	NS	1	MU	MU4	F	2	Grath_1_MU4_2	87	273	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.222
Grath	NS	1	MU	MU4	F	2	Grath_1_MU4_2	88	273	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.222
Grath	NS	1	MU	MU4	F	2	Grath_1_MU4_2	89	273	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.222
Grath	NS	1	MU	MU4	M	2	Grath_1_MU4_2	90	273	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.222
Grath	NS	1	MU	MU4	F	2	Grath_1_MU4_2	91	288	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.222
Grath	NS	1	MU	MU4	F	2	Grath_1_MU4_2	92	288	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.222
Grath	NS	1	MU	MU4	F	2	Grath_1_MU4_2	93	288	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.222
Grath	NS	1	MU	MU4	F	2	Grath_1_MU4_2	94	288	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.222
Grath	NS	1	MU	MU4	F	2	Grath_1_MU4_2	95	288	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.222
Grath	NS	1	MU	MU4	F	2	Grath_1_MU4_2	96	288	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.222
Grath	NS	1	MU	MU4	F	2	Grath_1_MU4_2	97	288	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.222
Grath	NS	1	MU	MU4	M	2	Grath_1_MU4_2	98	288	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.222
Grath	NS	1	MU	MU4	M	2	Grath_1_MU4_2	99	288	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.222
Grath	NS	1	MU	MU4	M	2	Grath_1_MU4_2	100	288	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.222
Grath	NS	1	MU	MU4	M	2	Grath_1_MU4_2	101	288	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.222
Grath	NS	1	MU	MU4	M	2	Grath_1_MU4_2	102	288	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.222
Grath	NS	1	MU	MU4	M	2	Grath_1_MU4_2	103	288	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.222
Grath	NS	1	MU	MU4	M	2	Grath_1_MU4_2	104	288	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.222
Grath	NS	1	MU	MU4	M	2	Grath_1_MU4_2	105	288	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.222
Grath	NS	1	MU	MU4	M	2	Grath_1_MU4_2	106	288	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.222
Grath	NS	1	MU	MU4	M	2	Grath_1_MU4_2	107	288	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.222
Grath	NS	1	MU	MU4	F	2	Grath_1_MU4_2	108	297	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.222
Grath	NS	1	MU	MU4	M	2	Grath_1_MU4_2	109	297	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.222
Grath	NS	1	MU	MU4	M	2	Grath_1_MU4_2	110	297	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.222
Grath	NS	1	MU	MU4	M	2	Grath_1_MU4_2	111	297	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.222
Grath	NS	1	MU	MU4	M	2	Grath_1_MU4_2	112	297	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.222
Grath	NS	1	MU	MU4	M	2	Grath_1_MU4_2	113	297	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.222
Grath	NS	1	MU	MU4	F	2	Grath_1_MU4_2	114	312	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.222
Grath	NS	1	MU	MU4	M	2	Grath_1_MU4_2	115	312	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.222
Grath	NS	1	MU	MU4	F	3	Grath_1_MU4_3	116	297	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.222
Grath	NS	1	MU	MU4	F	3	Grath_1_MU4_3	117	297	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.222
Grath	NS	1	MU	MU4	M	3	Grath_1_MU4_3	118	297	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.222
Grath	NS	1	MU	MU4	M	3	Grath_1_MU4_3	119	297	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.222
Grath	NS	1	MU	MU4	M	3	Grath_1_MU4_3	120	297	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.222
Grath	NS	1	MU	MU4	M	3	Grath_1_MU4_3	121	297	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.222
Grath	NS	1	MU	MU4	M	3	Grath_1_MU4_3	122	297	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.222
Grath	NS	1	MU	MU4	M	3	Grath_1_MU4_3	123	297	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.222
Grath	NS	1	MU	MU4	M	3	Grath_1_MU4_3	124	297	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.222
Grath	NS	1	MU	MU4	F	3	Grath_1_MU4_3	125	312	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.222
Grath	NS	1	MU	MU4	F	3	Grath_1_MU4_3	126	312	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.222
Grath	NS	1	MU	MU4	M	3	Grath_1_MU4_3	127	312	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.222
Grath	NS	1	MU	MU4	M	3	Grath_1_MU4_3	128	312	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.222
Grath	NS	1	MU	MU4	M	3	Grath_1_MU4_3	129	312	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.222
Grath	NS	1	MU	MU4	M	3	Grath_1_MU4_3	130	312	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.222
Grath	NS	1	MU	MU4	M	3	Grath_1_MU4_3	131	312	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.222
Grath	NS	1	MU	MU4	M	3	Grath_1_MU4_3	132	321	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.222
Grath	NS	1	MU	MU4	F	4	Grath_1_MU4_4	133	288	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.222
Grath	NS	1	MU	MU4	F	4	Grath_1_MU4_4	134	288	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.222
Grath	NS	1	MU	MU4	M	4	Grath_1_MU4_4	135	288	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.222
Grath	NS	1	MU	MU4	M	4	Grath_1_MU4_4	136	288	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.222
Grath	NS	1	MU	MU4	F	4	Grath_1_MU4_4	137	297	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.222
Grath	NS	1	MU	MU4	M	4	Grath_1_MU4_4	138	297	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.222
Grath	NS	1	MU	MU4	F	4	Grath_1_MU4_4	139	312	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.222
Grath	NS	1	MU	MU4	M	4	Grath_1_MU4_4	140	312	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.222
Grath	NS	1	MU	MU4	M	4	Grath_1_MU4_4	141	312	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.222
Grath	NS	1	MU	MU4	F	4	Grath_1_MU4_4	142	336	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.222
Grath	NS	1	MU	MU5	F	1	Grath_1_MU5_1	143	312	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.222
Grath	NS	1	MU	MU5	F	1	Grath_1_MU5_1	144	312	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.222
Grath	NS	1	MU	MU5	F	1	Grath_1_MU5_1	145	312	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.222
Grath	NS	1	MU	MU5	F	1	Grath_1_MU5_1	146	312	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.222
Grath	NS	1	MU	MU5	F	1	Grath_1_MU5_1	147	312	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.222
Grath	NS	1	MU	MU5	F	1	Grath_1_MU5_1	148	312	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.222
Grath	NS	1	MU	MU5	M	1	Grath_1_MU5_1	149	312	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.222
Grath	NS	1	MU	MU5	M	1	Grath_1_MU5_1	150	312	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.222
Grath	NS	1	MU	MU5	F	1	Grath_1_MU5_1	151	321	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.222
Grath	NS	1	MU	MU5	F	1	Grath_1_MU5_1	152	321	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.222
Grath	NS	1	MU	MU5	F	1	Grath_1_MU5_1	153	321	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.222
Grath	NS	1	MU	MU5	F	1	Grath_1_MU5_1	154	321	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.222
Grath	NS	1	MU	MU5	M	1	Grath_1_MU5_1	155	321	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.222
Grath	NS	1	MU	MU5	F	1	Grath_1_MU5_1	156	336	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.222
Grath	NS	1	MU	MU5	F	1	Grath_1_MU5_1	157	336	Germany	48.18	11.61	520	MU	MU	MU	#F6C200	+	+	+	0.222
