Supervisor.PI	Diet	Batch	Population	Line	Sex	ReplicateVialOld	ReplicateVial	Individual	DT_EggAdult	Country	Latitude	Longitude	Altitude	Population_Lat	Population_Lon	Population_Alt	Color	StatusT	StatusM	Wolbachia	PC.ratio
Gibert	NS	1	AK	AK1	F	1	Gibert_1_AK1_1	1	202	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK1	F	1	Gibert_1_AK1_1	2	202	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK1	F	1	Gibert_1_AK1_1	3	202	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK1	F	1	Gibert_1_AK1_1	4	202	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK1	F	1	Gibert_1_AK1_1	5	202	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK1	F	1	Gibert_1_AK1_1	6	202	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK1	F	1	Gibert_1_AK1_1	7	202	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK1	F	1	Gibert_1_AK1_1	8	202	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK1	F	1	Gibert_1_AK1_1	9	202	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK1	F	1	Gibert_1_AK1_1	10	202	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK1	F	1	Gibert_1_AK1_1	11	216	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK1	F	1	Gibert_1_AK1_1	12	216	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK1	F	1	Gibert_1_AK1_1	13	216	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK1	F	1	Gibert_1_AK1_1	14	216	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK1	F	1	Gibert_1_AK1_1	15	216	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK1	F	1	Gibert_1_AK1_1	16	216	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK1	F	1	Gibert_1_AK1_1	17	216	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK1	F	2	Gibert_1_AK1_2	1	202	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK1	F	2	Gibert_1_AK1_2	2	202	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK1	F	2	Gibert_1_AK1_2	3	202	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK1	F	2	Gibert_1_AK1_2	4	202	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK1	F	2	Gibert_1_AK1_2	5	202	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK1	F	2	Gibert_1_AK1_2	6	202	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK1	F	2	Gibert_1_AK1_2	7	216	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK1	F	2	Gibert_1_AK1_2	8	216	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK1	F	2	Gibert_1_AK1_2	9	216	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK1	F	2	Gibert_1_AK1_2	10	216	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK1	F	2	Gibert_1_AK1_2	11	216	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK1	F	2	Gibert_1_AK1_2	12	216	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK1	F	3	Gibert_1_AK1_3	1	202	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK1	F	3	Gibert_1_AK1_3	2	202	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK1	F	3	Gibert_1_AK1_3	3	202	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK1	F	3	Gibert_1_AK1_3	4	202	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK1	F	3	Gibert_1_AK1_3	5	202	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK1	F	3	Gibert_1_AK1_3	6	202	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK1	F	3	Gibert_1_AK1_3	7	202	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK1	F	3	Gibert_1_AK1_3	8	202	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK1	F	3	Gibert_1_AK1_3	9	202	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK1	F	3	Gibert_1_AK1_3	10	202	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK1	F	3	Gibert_1_AK1_3	11	216	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK1	F	3	Gibert_1_AK1_3	12	216	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK1	F	3	Gibert_1_AK1_3	13	216	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK1	M	1	Gibert_1_AK1_1	1	202	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK1	M	1	Gibert_1_AK1_1	2	216	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK1	M	1	Gibert_1_AK1_1	3	216	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK1	M	1	Gibert_1_AK1_1	4	216	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK1	M	1	Gibert_1_AK1_1	5	216	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK1	M	1	Gibert_1_AK1_1	6	216	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK1	M	1	Gibert_1_AK1_1	7	216	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK1	M	1	Gibert_1_AK1_1	8	216	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK1	M	1	Gibert_1_AK1_1	9	216	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK1	M	1	Gibert_1_AK1_1	10	240	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK1	M	2	Gibert_1_AK1_2	1	202	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK1	M	2	Gibert_1_AK1_2	2	202	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK1	M	2	Gibert_1_AK1_2	3	202	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK1	M	2	Gibert_1_AK1_2	4	202	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK1	M	2	Gibert_1_AK1_2	5	202	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK1	M	2	Gibert_1_AK1_2	6	202	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK1	M	2	Gibert_1_AK1_2	7	216	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK1	M	2	Gibert_1_AK1_2	8	216	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK1	M	2	Gibert_1_AK1_2	9	216	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK1	M	2	Gibert_1_AK1_2	10	216	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK1	M	2	Gibert_1_AK1_2	11	216	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK1	M	2	Gibert_1_AK1_2	12	216	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK1	M	2	Gibert_1_AK1_2	13	216	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK1	M	2	Gibert_1_AK1_2	14	226	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK1	M	2	Gibert_1_AK1_2	15	226	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK1	M	2	Gibert_1_AK1_2	16	226	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK1	M	2	Gibert_1_AK1_2	17	226	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK1	M	3	Gibert_1_AK1_3	1	202	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK1	M	3	Gibert_1_AK1_3	2	202	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK1	M	3	Gibert_1_AK1_3	3	202	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK1	M	3	Gibert_1_AK1_3	4	202	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK1	M	3	Gibert_1_AK1_3	5	216	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK1	M	3	Gibert_1_AK1_3	6	216	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK1	M	3	Gibert_1_AK1_3	7	216	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK1	M	3	Gibert_1_AK1_3	8	216	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK1	M	3	Gibert_1_AK1_3	9	216	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK1	M	3	Gibert_1_AK1_3	10	216	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK1	M	3	Gibert_1_AK1_3	11	240	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK10	F	1	Gibert_1_AK10_1	1	202	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK10	F	1	Gibert_1_AK10_1	2	216	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK10	F	1	Gibert_1_AK10_1	3	216	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK10	F	1	Gibert_1_AK10_1	4	216	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK10	F	1	Gibert_1_AK10_1	5	216	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK10	F	1	Gibert_1_AK10_1	6	216	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK10	F	1	Gibert_1_AK10_1	7	216	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK10	F	1	Gibert_1_AK10_1	8	216	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK10	F	1	Gibert_1_AK10_1	9	216	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK10	F	1	Gibert_1_AK10_1	10	216	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK10	F	1	Gibert_1_AK10_1	11	216	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK10	F	1	Gibert_1_AK10_1	12	216	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK10	F	1	Gibert_1_AK10_1	13	216	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK10	F	1	Gibert_1_AK10_1	14	216	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK10	F	1	Gibert_1_AK10_1	15	226	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK10	F	2	Gibert_1_AK10_2	1	216	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK10	F	2	Gibert_1_AK10_2	2	216	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK10	F	2	Gibert_1_AK10_2	3	216	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK10	F	2	Gibert_1_AK10_2	4	216	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK10	F	2	Gibert_1_AK10_2	5	216	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK10	F	2	Gibert_1_AK10_2	6	216	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK10	F	2	Gibert_1_AK10_2	7	216	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK10	F	2	Gibert_1_AK10_2	8	216	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK10	F	2	Gibert_1_AK10_2	9	216	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK10	F	2	Gibert_1_AK10_2	10	216	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK10	F	2	Gibert_1_AK10_2	11	216	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK10	F	2	Gibert_1_AK10_2	12	216	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK10	F	2	Gibert_1_AK10_2	13	216	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK10	F	2	Gibert_1_AK10_2	14	216	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK10	F	2	Gibert_1_AK10_2	15	226	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK10	F	2	Gibert_1_AK10_2	16	226	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK10	F	2	Gibert_1_AK10_2	17	226	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK10	F	3	Gibert_1_AK10_3	1	216	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK10	F	3	Gibert_1_AK10_3	2	216	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK10	F	3	Gibert_1_AK10_3	3	216	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK10	F	3	Gibert_1_AK10_3	4	216	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK10	F	3	Gibert_1_AK10_3	5	216	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK10	F	3	Gibert_1_AK10_3	6	216	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK10	F	3	Gibert_1_AK10_3	7	226	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK10	F	3	Gibert_1_AK10_3	8	226	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK10	F	3	Gibert_1_AK10_3	9	226	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK10	F	3	Gibert_1_AK10_3	10	226	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK10	F	3	Gibert_1_AK10_3	11	250	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK10	M	1	Gibert_1_AK10_1	1	216	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK10	M	1	Gibert_1_AK10_1	2	216	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK10	M	1	Gibert_1_AK10_1	3	216	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK10	M	1	Gibert_1_AK10_1	4	216	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK10	M	1	Gibert_1_AK10_1	5	216	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK10	M	1	Gibert_1_AK10_1	6	226	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK10	M	1	Gibert_1_AK10_1	7	226	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK10	M	1	Gibert_1_AK10_1	8	226	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK10	M	1	Gibert_1_AK10_1	9	226	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK10	M	1	Gibert_1_AK10_1	10	226	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK10	M	1	Gibert_1_AK10_1	11	226	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK10	M	1	Gibert_1_AK10_1	12	226	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK10	M	1	Gibert_1_AK10_1	13	226	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK10	M	1	Gibert_1_AK10_1	14	226	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK10	M	1	Gibert_1_AK10_1	15	240	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK10	M	2	Gibert_1_AK10_2	1	216	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK10	M	2	Gibert_1_AK10_2	2	226	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK10	M	2	Gibert_1_AK10_2	3	226	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK10	M	2	Gibert_1_AK10_2	4	226	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK10	M	2	Gibert_1_AK10_2	5	226	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK10	M	2	Gibert_1_AK10_2	6	226	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK10	M	2	Gibert_1_AK10_2	7	240	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK10	M	2	Gibert_1_AK10_2	8	240	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK10	M	2	Gibert_1_AK10_2	9	240	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK10	M	2	Gibert_1_AK10_2	10	240	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK10	M	3	Gibert_1_AK10_3	1	216	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK10	M	3	Gibert_1_AK10_3	2	226	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK10	M	3	Gibert_1_AK10_3	3	226	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK10	M	3	Gibert_1_AK10_3	4	226	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK10	M	3	Gibert_1_AK10_3	5	226	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK10	M	3	Gibert_1_AK10_3	6	226	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK10	M	3	Gibert_1_AK10_3	7	226	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK10	M	3	Gibert_1_AK10_3	8	226	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK10	M	3	Gibert_1_AK10_3	9	226	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK10	M	3	Gibert_1_AK10_3	10	226	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK10	M	3	Gibert_1_AK10_3	11	226	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK10	M	3	Gibert_1_AK10_3	12	226	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK10	M	3	Gibert_1_AK10_3	13	226	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK10	M	3	Gibert_1_AK10_3	14	226	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK10	M	3	Gibert_1_AK10_3	15	274	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK12	F	1	Gibert_1_AK12_1	1	202	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK12	F	1	Gibert_1_AK12_1	2	202	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK12	F	1	Gibert_1_AK12_1	3	216	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK12	F	1	Gibert_1_AK12_1	4	216	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK12	F	1	Gibert_1_AK12_1	5	216	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK12	F	1	Gibert_1_AK12_1	6	216	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK12	F	1	Gibert_1_AK12_1	7	216	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK12	F	1	Gibert_1_AK12_1	8	216	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK12	F	1	Gibert_1_AK12_1	9	216	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK12	F	1	Gibert_1_AK12_1	10	216	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK12	F	1	Gibert_1_AK12_1	11	216	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK12	F	1	Gibert_1_AK12_1	12	216	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK12	F	1	Gibert_1_AK12_1	13	216	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK12	F	1	Gibert_1_AK12_1	14	216	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK12	F	1	Gibert_1_AK12_1	15	226	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK12	F	1	Gibert_1_AK12_1	16	226	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
Gibert	NS	1	AK	AK12	F	1	Gibert_1_AK12_1	17	226	Finland	61.1	23.52	88	AK	AK	AK	#A00E00	+	+	+	0.076
